Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
28.08.2025 10:30;28.08.2025 10:45;947,75;450,00;186,50;708,00;3.958,00;24,75;-;2.070,25;957,25;1.994,25;19,75;336,00
28.08.2025 10:45;28.08.2025 11:00;948,00;463,25;189,50;641,25;4.155,25;24,75;-;2.065,25;933,00;2.031,00;47,25;337,00
28.08.2025 11:00;28.08.2025 11:15;948,50;466,75;212,25;628,00;4.406,50;24,75;-;2.029,00;925,75;2.042,50;53,00;336,00
28.08.2025 11:15;28.08.2025 11:30;944,25;462,75;240,50;646,50;4.553,25;24,75;-;2.014,50;928,75;2.039,25;56,00;335,25
28.08.2025 11:30;28.08.2025 11:45;945,75;431,25;239,50;714,75;4.675,50;20,75;-;2.010,00;923,25;1.980,75;27,50;335,75
28.08.2025 11:45;28.08.2025 12:00;944,50;439,25;213,25;768,50;4.771,75;20,50;-;1.998,75;902,75;1.947,50;29,50;338,50
28.08.2025 12:00;28.08.2025 12:15;944,50;450,00;210,00;780,25;4.810,75;22,25;-;1.998,25;893,75;1.901,00;52,00;336,50
28.08.2025 12:15;28.08.2025 12:30;944,75;441,00;201,00;782,25;4.828,50;20,50;-;1.965,50;880,50;1.832,00;76,00;335,25
28.08.2025 12:30;28.08.2025 12:45;945,25;431,25;182,50;796,00;4.769,00;21,50;-;1.943,50;872,50;1.792,00;81,75;338,25
28.08.2025 12:45;28.08.2025 13:00;944,00;429,50;153,25;799,00;4.702,00;22,25;-;1.940,00;856,00;1.806,50;73,00;340,25
28.08.2025 13:00;28.08.2025 13:15;945,00;478,75;147,00;812,25;4.593,50;22,25;-;1.946,00;879,50;1.926,50;183,50;338,75
28.08.2025 13:15;28.08.2025 13:30;952,00;475,75;138,25;810,75;4.509,75;22,25;-;1.949,75;886,25;1.938,75;195,75;347,75
28.08.2025 13:30;28.08.2025 13:45;921,75;435,00;122,75;853,25;4.432,25;22,25;-;1.941,50;887,50;1.971,50;141,00;350,75
28.08.2025 13:45;28.08.2025 14:00;904,00;422,00;117,25;900,00;4.398,75;22,25;-;1.942,25;885,75;1.943,75;44,75;348,75
28.08.2025 14:00;28.08.2025 14:15;903,00;428,25;116,00;900,25;4.279,75;22,25;-;1.972,75;865,75;1.875,00;84,25;348,50
28.08.2025 14:15;28.08.2025 14:30;899,75;443,50;97,25;901,25;4.185,75;22,25;-;1.983,25;856,50;1.808,75;94,25;353,00
28.08.2025 14:30;28.08.2025 14:45;901,50;435,25;99,75;896,75;4.122,00;23,00;-;1.984,50;867,00;1.856,75;57,50;358,50
28.08.2025 14:45;28.08.2025 15:00;904,00;431,75;101,25;908,75;4.102,50;24,75;-;2.001,50;865,25;1.891,25;66,75;360,00
28.08.2025 15:00;28.08.2025 15:15;904,75;438,75;98,25;972,25;3.973,75;24,75;-;1.999,75;866,50;1.930,25;54,75;372,25
28.08.2025 15:15;28.08.2025 15:30;907,75;470,75;94,75;1.023,25;3.822,75;24,75;-;1.991,50;866,00;1.916,25;40,75;382,75
28.08.2025 15:30;28.08.2025 15:45;908,75;474,25;93,00;1.062,25;3.641,00;24,75;-;1.985,75;857,75;1.918,00;34,75;381,00
28.08.2025 15:45;28.08.2025 16:00;907,25;473,75;104,00;1.094,25;3.413,75;24,75;-;1.972,50;846,50;1.919,00;46,50;383,75
28.08.2025 16:00;28.08.2025 16:15;908,25;468,25;134,25;1.124,25;3.217,00;24,75;-;1.977,50;843,25;1.909,00;114,75;384,00
28.08.2025 16:15;28.08.2025 16:30;904,75;455,75;144,50;1.197,00;2.982,50;24,75;-;1.987,00;863,00;1.970,25;102,00;383,00
28.08.2025 16:30;28.08.2025 16:45;905,00;472,00;119,00;1.211,75;2.756,75;24,75;-;2.004,50;900,75;2.130,25;122,00;382,25
28.08.2025 16:45;28.08.2025 17:00;905,00;506,00;105,75;1.225,50;2.532,25;24,75;-;2.040,00;917,25;2.129,50;224,75;379,50
28.08.2025 17:00;28.08.2025 17:15;904,25;481,50;99,25;1.238,00;2.309,75;24,75;-;2.058,00;917,00;2.162,50;138,25;364,00
28.08.2025 17:15;28.08.2025 17:30;905,75;501,25;86,75;1.336,50;2.077,50;24,75;-;2.074,00;934,00;2.255,25;189,00;365,50
28.08.2025 17:30;28.08.2025 17:45;908,50;545,50;85,50;1.383,25;1.839,75;24,75;-;2.078,50;942,75;2.290,25;367,75;362,25
28.08.2025 17:45;28.08.2025 18:00;908,75;565,75;91,50;1.370,75;1.619,50;24,75;-;2.075,00;961,75;2.309,75;484,75;360,25
28.08.2025 18:00;28.08.2025 18:15;912,50;543,00;69,50;1.324,50;1.440,25;24,75;-;2.085,25;981,75;2.341,25;604,25;364,50
28.08.2025 18:15;28.08.2025 18:30;910,75;551,25;67,00;1.291,00;1.236,25;24,75;-;2.091,00;992,25;2.364,50;670,50;361,75
28.08.2025 18:30;28.08.2025 18:45;916,50;575,25;71,75;1.273,75;1.035,50;24,75;-;2.083,00;998,00;2.401,00;900,50;362,75
28.08.2025 18:45;28.08.2025 19:00;911,75;598,50;53,00;1.268,75;829,75;24,75;-;2.099,75;1.001,00;2.427,50;963,00;362,75
28.08.2025 19:00;28.08.2025 19:15;910,25;574,25;44,75;1.254,25;613,75;24,75;-;2.102,50;1.006,50;2.417,00;875,00;364,00
28.08.2025 19:15;28.08.2025 19:30;914,25;570,50;97,75;1.189,75;417,50;24,75;-;2.109,25;1.005,00;2.420,50;899,25;366,75
28.08.2025 19:30;28.08.2025 19:45;916,75;593,50;62,50;1.138,75;248,50;24,75;-;2.115,25;1.005,50;2.440,75;1.018,75;365,75
28.08.2025 19:45;28.08.2025 20:00;916,00;598,50;82,00;1.136,25;118,50;24,75;-;2.112,25;1.009,25;2.437,50;1.012,75;362,75
28.08.2025 20:00;28.08.2025 20:15;918,75;588,50;136,25;1.173,00;41,50;24,75;-;2.110,25;1.007,00;2.438,75;983,00;362,50
28.08.2025 20:15;28.08.2025 20:30;918,00;566,50;115,50;1.117,50;8,25;24,75;-;2.111,75;1.004,00;2.442,25;965,00;364,50
28.08.2025 20:30;28.08.2025 20:45;921,50;579,50;79,25;1.044,25;3,00;24,75;-;2.113,50;1.004,50;2.404,00;951,75;365,00
28.08.2025 20:45;28.08.2025 21:00;925,00;525,00;76,50;1.131,50;2,50;24,75;-;2.113,25;1.007,75;2.322,75;891,75;361,25
28.08.2025 21:00;28.08.2025 21:15;925,25;534,00;84,50;1.270,75;2,50;24,75;-;2.098,50;998,00;2.314,00;649,75;360,25
28.08.2025 21:15;28.08.2025 21:30;923,75;493,50;91,75;1.270,25;2,50;26,00;-;2.113,00;979,25;2.300,75;435,00;362,75
28.08.2025 21:30;28.08.2025 21:45;926,50;478,75;118,50;1.273,00;2,25;26,00;-;2.117,75;971,25;2.238,25;266,25;361,75
28.08.2025 21:45;28.08.2025 22:00;926,50;467,00;126,50;1.189,50;2,25;26,00;-;2.110,75;954,75;2.211,50;238,50;360,50
28.08.2025 22:00;28.08.2025 22:15;925,00;559,50;133,00;1.072,00;2,25;26,00;-;2.100,75;924,00;2.077,50;216,25;361,50
28.08.2025 22:15;28.08.2025 22:30;922,00;576,75;141,00;1.054,50;2,00;24,75;-;2.095,00;902,00;2.064,50;188,00;361,75
28.08.2025 22:30;28.08.2025 22:45;917,00;536,75;155,50;1.062,50;0,00;24,75;-;2.096,75;884,00;2.022,75;81,00;360,50
28.08.2025 22:45;28.08.2025 23:00;925,50;533,50;158,75;1.058,00;0,00;24,75;-;2.084,00;861,75;1.966,75;142,50;357,00
28.08.2025 23:00;28.08.2025 23:15;927,75;541,50;190,50;1.035,00;0,00;24,75;-;2.073,50;859,25;1.910,75;244,50;356,00
28.08.2025 23:15;28.08.2025 23:30;927,25;492,50;229,50;1.035,00;0,00;24,75;-;2.084,75;857,50;1.897,00;200,75;358,25
28.08.2025 23:30;28.08.2025 23:45;928,25;487,50;305,00;1.029,50;0,00;24,75;-;2.088,75;864,00;1.872,25;111,25;356,25
28.08.2025 23:45;29.08.2025 00:00;931,00;471,25;301,25;1.010,50;0,00;24,75;-;2.087,00;880,75;1.791,50;39,50;358,25
29.08.2025 00:00;29.08.2025 00:15;932,25;481,50;294,00;1.004,00;0,00;24,75;-;2.089,00;868,00;1.750,25;51,50;360,50
29.08.2025 00:15;29.08.2025 00:30;929,00;502,50;313,00;1.022,75;0,00;24,75;-;2.094,00;870,00;1.735,00;86,75;379,25
29.08.2025 00:30;29.08.2025 00:45;930,75;492,25;333,75;1.049,00;0,00;24,75;-;2.094,00;873,00;1.697,00;46,50;382,25
29.08.2025 00:45;29.08.2025 01:00;927,25;483,25;333,50;1.048,25;0,00;24,75;-;2.091,25;899,00;1.670,50;20,00;385,50
29.08.2025 01:00;29.08.2025 01:15;927,50;532,00;312,00;1.017,25;0,00;24,75;-;2.089,50;898,50;1.669,00;91,00;378,50
29.08.2025 01:15;29.08.2025 01:30;927,75;513,50;315,25;1.012,25;0,00;24,75;-;2.085,50;925,25;1.654,50;40,50;375,00
29.08.2025 01:30;29.08.2025 01:45;929,25;494,50;294,25;993,50;0,00;24,75;-;2.085,00;927,50;1.646,75;12,50;368,25
29.08.2025 01:45;29.08.2025 02:00;929,50;495,50;292,25;1.005,00;0,00;24,75;-;2.084,50;930,00;1.627,25;7,75;367,75
29.08.2025 02:00;29.08.2025 02:15;929,50;512,50;306,50;1.027,75;0,00;24,75;-;2.082,50;928,75;1.603,75;19,75;373,25
29.08.2025 02:15;29.08.2025 02:30;930,25;516,50;343,25;1.057,00;0,00;24,75;-;2.106,50;927,25;1.553,25;13,75;366,25
29.08.2025 02:30;29.08.2025 02:45;929,00;523,25;377,25;1.083,00;0,00;24,75;-;2.132,75;927,25;1.556,25;12,00;374,00
29.08.2025 02:45;29.08.2025 03:00;923,00;500,00;345,75;1.079,00;0,00;24,75;-;2.130,00;927,00;1.555,50;21,00;378,75
29.08.2025 03:00;29.08.2025 03:15;922,50;513,25;373,00;1.059,50;0,00;24,75;-;2.135,00;927,75;1.552,25;11,75;368,00
29.08.2025 03:15;29.08.2025 03:30;924,00;499,25;415,25;1.070,25;0,00;24,75;-;2.144,50;928,25;1.530,25;6,75;368,25
29.08.2025 03:30;29.08.2025 03:45;927,00;493,25;451,75;1.070,25;0,00;24,75;-;2.150,00;924,25;1.531,75;1,75;373,75
29.08.2025 03:45;29.08.2025 04:00;928,00;499,25;505,25;1.084,75;0,00;24,75;-;2.147,25;926,25;1.538,25;2,00;377,50
29.08.2025 04:00;29.08.2025 04:15;929,00;503,25;504,50;1.125,00;0,00;24,75;-;2.156,50;924,00;1.526,75;1,75;373,75
29.08.2025 04:15;29.08.2025 04:30;926,00;506,25;520,50;1.176,00;0,00;24,75;-;2.154,75;925,25;1.524,25;1,25;377,00
29.08.2025 04:30;29.08.2025 04:45;922,25;510,00;564,00;1.190,00;0,00;24,75;-;2.154,50;928,25;1.539,50;11,00;377,75
29.08.2025 04:45;29.08.2025 05:00;913,25;512,25;588,25;1.204,75;0,00;24,75;-;2.169,75;911,25;1.562,25;17,00;373,25
29.08.2025 05:00;29.08.2025 05:15;920,00;518,75;579,75;1.224,75;0,00;24,75;-;2.176,75;907,00;1.639,75;10,00;364,75
29.08.2025 05:15;29.08.2025 05:30;922,25;525,00;629,50;1.244,25;0,00;24,75;-;2.186,25;879,00;1.672,50;19,25;366,25
29.08.2025 05:30;29.08.2025 05:45;919,25;549,75;666,00;1.263,25;0,00;24,75;-;2.166,25;870,25;1.706,75;47,50;354,00
29.08.2025 05:45;29.08.2025 06:00;911,00;569,75;671,75;1.297,50;0,00;24,75;-;2.196,75;869,00;1.736,00;58,25;356,25
29.08.2025 06:00;29.08.2025 06:15;917,75;565,50;649,50;1.319,50;0,50;24,75;-;2.204,50;864,75;1.755,75;115,25;360,00
29.08.2025 06:15;29.08.2025 06:30;919,00;547,00;666,25;1.347,00;5,25;24,75;-;2.212,75;875,00;1.769,25;243,00;359,00
29.08.2025 06:30;29.08.2025 06:45;919,00;571,00;647,75;1.476,50;33,75;24,75;-;2.207,50;874,50;1.774,25;345,25;362,00
29.08.2025 06:45;29.08.2025 07:00;918,00;597,75;610,00;1.557,00;90,75;24,75;-;2.199,25;873,50;1.794,25;442,75;366,25
29.08.2025 07:00;29.08.2025 07:15;918,50;651,50;612,50;1.571,25;197,50;24,75;-;2.204,75;875,25;1.798,50;825,00;354,00
29.08.2025 07:15;29.08.2025 07:30;914,75;691,75;604,00;1.542,75;363,75;24,75;-;2.205,00;877,00;1.799,75;859,75;362,50
29.08.2025 07:30;29.08.2025 07:45;915,25;676,50;615,25;1.549,50;597,00;24,75;-;2.204,25;878,50;1.798,00;810,00;371,00
29.08.2025 07:45;29.08.2025 08:00;911,25;633,25;648,25;1.516,50;903,00;24,75;-;2.197,00;876,25;1.791,25;738,75;381,25
29.08.2025 08:00;29.08.2025 08:15;909,50;625,00;684,75;1.469,75;1.237,50;24,75;-;2.207,50;875,00;1.793,50;701,00;385,25
29.08.2025 08:15;29.08.2025 08:30;909,50;593,25;691,75;1.380,75;1.649,75;24,75;-;2.211,50;876,00;1.792,25;553,00;378,00
29.08.2025 08:30;29.08.2025 08:45;908,50;557,50;685,75;1.300,25;2.123,75;24,75;-;2.212,75;876,00;1.787,75;428,00;377,25
29.08.2025 08:45;29.08.2025 09:00;908,75;562,75;691,75;1.196,50;2.633,75;24,75;-;2.218,00;870,00;1.713,75;195,25;374,50
29.08.2025 09:00;29.08.2025 09:15;911,25;578,25;659,75;1.090,25;3.168,25;24,75;-;2.216,75;853,00;1.673,25;140,75;370,75
29.08.2025 09:15;29.08.2025 09:30;909,75;545,50;598,50;997,25;3.755,75;24,75;-;2.194,50;775,75;1.565,25;122,75;373,75
29.08.2025 09:30;29.08.2025 09:45;909,25;539,75;547,50;918,75;4.368,75;24,75;-;2.129,75;719,50;1.417,75;106,75;376,25
29.08.2025 09:45;29.08.2025 10:00;908,25;541,50;533,75;862,25;4.948,25;24,75;-;2.079,25;652,00;1.199,75;97,50;379,00
29.08.2025 10:00;29.08.2025 10:15;900,00;576,50;507,75;817,75;5.493,25;24,75;-;1.984,00;619,75;1.071,75;99,00;386,00
29.08.2025 10:15;29.08.2025 10:30;898,75;582,00;529,25;807,25;6.160,00;24,75;-;1.847,25;565,75;986,00;60,75;384,00
29.08.2025 10:30;29.08.2025 10:45;899,75;556,00;517,75;815,00;6.777,50;24,75;-;1.746,50;432,50;908,25;47,50;376,75
29.08.2025 10:45;29.08.2025 11:00;901,75;552,75;473,00;878,75;7.334,25;24,75;-;1.550,75;355,00;775,25;42,25;365,75
29.08.2025 11:00;29.08.2025 11:15;898,50;553,50;401,75;936,25;7.839,75;24,75;-;1.332,50;309,75;716,25;40,75;348,00
29.08.2025 11:15;29.08.2025 11:30;901,25;552,50;361,25;988,00;8.133,00;24,75;-;1.230,75;283,00;693,25;34,00;345,00
29.08.2025 11:30;29.08.2025 11:45;901,25;543,75;350,25;1.101,50;8.378,50;24,75;-;1.119,25;266,75;685,00;38,75;351,00
29.08.2025 11:45;29.08.2025 12:00;905,25;541,00;353,25;1.151,25;8.535,50;24,75;-;1.082,25;258,25;683,25;34,50;356,50
29.08.2025 12:00;29.08.2025 12:15;908,25;540,50;326,50;1.333,25;8.731,25;24,75;-;1.083,50;254,50;660,75;8,75;358,25
29.08.2025 12:15;29.08.2025 12:30;909,00;538,00;297,25;1.447,25;8.840,25;24,75;-;1.100,00;250,75;658,00;8,75;356,50
29.08.2025 12:30;29.08.2025 12:45;912,00;542,75;275,25;1.508,25;8.865,25;24,75;-;1.091,00;202,50;648,00;14,50;354,75
29.08.2025 12:45;29.08.2025 13:00;915,50;542,75;270,25;1.548,75;8.917,75;24,75;-;1.081,75;164,50;645,50;42,25;348,00
29.08.2025 13:00;29.08.2025 13:15;915,50;553,00;287,00;1.548,50;9.025,25;24,75;-;1.072,00;163,75;648,00;0,75;349,50
29.08.2025 13:15;29.08.2025 13:30;919,00;622,00;277,75;1.579,25;9.025,75;24,75;-;1.083,50;164,00;649,75;0,25;353,50
29.08.2025 13:30;29.08.2025 13:45;922,25;621,00;254,50;1.560,75;9.090,00;24,75;-;1.090,75;165,75;666,50;0,25;355,75
29.08.2025 13:45;29.08.2025 14:00;924,25;558,00;239,75;1.562,75;9.079,50;24,75;-;1.192,50;166,25;657,00;0,25;354,25
29.08.2025 14:00;29.08.2025 14:15;922,75;545,25;224,00;1.535,00;9.028,00;24,75;-;1.210,50;165,00;631,50;5,25;352,75
29.08.2025 14:15;29.08.2025 14:30;924,50;544,25;235,00;1.535,50;8.886,75;24,75;-;1.322,00;163,75;627,25;47,00;353,50
29.08.2025 14:30;29.08.2025 14:45;926,50;543,25;230,00;1.520,00;8.749,00;24,75;-;1.392,25;165,50;621,25;33,50;356,00
29.08.2025 14:45;29.08.2025 15:00;924,25;543,75;223,00;1.547,25;8.527,75;24,75;-;1.419,75;167,25;628,75;25,50;357,00
29.08.2025 15:00;29.08.2025 15:15;925,50;543,25;182,25;1.559,00;8.293,75;24,75;-;1.452,00;171,75;634,75;37,75;354,50
29.08.2025 15:15;29.08.2025 15:30;927,75;541,75;177,75;1.567,75;7.936,00;24,75;-;1.473,00;181,25;638,75;36,75;348,00
29.08.2025 15:30;29.08.2025 15:45;927,25;560,75;151,50;1.636,25;7.509,25;24,75;-;1.543,50;214,50;640,50;61,50;348,00
29.08.2025 15:45;29.08.2025 16:00;922,25;575,00;139,25;1.673,25;7.052,00;24,75;-;1.628,00;230,25;662,50;49,50;348,75
29.08.2025 16:00;29.08.2025 16:15;924,75;551,25;117,25;1.742,50;6.617,00;24,75;-;1.639,25;238,25;697,25;9,25;348,00
29.08.2025 16:15;29.08.2025 16:30;924,50;543,50;109,50;1.781,25;6.163,25;24,75;-;1.633,50;285,00;759,50;11,50;347,25
29.08.2025 16:30;29.08.2025 16:45;926,00;558,00;118,75;1.796,25;5.681,50;24,75;-;1.675,75;339,25;807,75;69,00;350,00
29.08.2025 16:45;29.08.2025 17:00;920,00;559,50;121,50;1.811,50;5.164,00;24,75;-;1.763,25;393,75;880,75;113,75;352,50
29.08.2025 17:00;29.08.2025 17:15;922,50;568,75;107,50;1.865,00;4.633,75;24,75;-;1.863,50;448,50;1.164,50;97,75;352,25
29.08.2025 17:15;29.08.2025 17:30;924,50;570,75;111,00;1.955,75;4.144,50;24,75;-;1.946,50;477,75;1.314,50;100,50;346,75
29.08.2025 17:30;29.08.2025 17:45;929,00;583,00;119,00;2.005,25;3.588,00;24,75;-;1.964,00;489,50;1.376,75;295,50;345,50
29.08.2025 17:45;29.08.2025 18:00;926,25;581,25;133,25;2.016,00;3.121,50;24,75;-;1.976,50;536,25;1.460,25;409,00;345,00
29.08.2025 18:00;29.08.2025 18:15;932,00;569,50;169,25;2.011,00;2.638,25;24,75;-;1.994,50;570,00;1.482,00;300,50;334,25
29.08.2025 18:15;29.08.2025 18:30;935,00;571,25;211,50;1.986,25;2.112,50;24,75;-;2.032,50;598,75;1.519,00;709,75;332,00
29.08.2025 18:30;29.08.2025 18:45;937,25;621,50;255,25;1.933,50;1.612,50;24,75;-;2.076,50;639,00;1.628,00;821,00;337,25
29.08.2025 18:45;29.08.2025 19:00;935,75;628,25;309,75;1.914,75;1.167,00;24,75;-;2.108,75;643,00;1.714,25;945,00;352,75
29.08.2025 19:00;29.08.2025 19:15;934,25;595,50;365,75;1.947,50;787,25;24,75;-;2.121,50;645,00;1.735,25;786,50;362,00
29.08.2025 19:15;29.08.2025 19:30;936,00;624,00;431,75;1.926,50;476,25;24,75;-;2.122,75;644,00;1.739,25;977,50;363,75
29.08.2025 19:30;29.08.2025 19:45;935,25;666,25;488,00;2.001,00;250,00;23,75;-;2.123,25;650,25;1.748,25;1.047,00;365,75
29.08.2025 19:45;29.08.2025 20:00;933,25;661,75;613,00;2.178,75;99,50;23,75;-;2.120,75;654,00;1.751,25;1.059,75;366,25
29.08.2025 20:00;29.08.2025 20:15;933,50;660,00;758,00;2.328,25;18,25;23,75;-;2.114,75;652,50;1.747,25;1.141,00;359,00
29.08.2025 20:15;29.08.2025 20:30;932,00;638,00;723,50;2.333,00;1,75;23,75;-;2.116,25;644,75;1.744,25;1.005,75;354,50
29.08.2025 20:30;29.08.2025 20:45;933,25;622,00;635,50;2.384,50;0,50;23,75;-;2.113,75;629,75;1.738,50;884,75;356,00
29.08.2025 20:45;29.08.2025 21:00;936,25;624,75;779,50;2.533,00;0,25;23,75;-;2.115,25;635,50;1.763,00;709,50;350,50
29.08.2025 21:00;29.08.2025 21:15;937,50;645,75;914,75;2.632,75;0,25;23,75;-;2.116,50;642,75;1.743,00;474,50;351,00
29.08.2025 21:15;29.08.2025 21:30;939,25;615,00;743,00;2.686,75;0,25;23,75;-;2.111,00;639,75;1.742,25;332,75;355,00
29.08.2025 21:30;29.08.2025 21:45;937,75;582,25;673,00;2.796,75;0,25;23,75;-;2.120,75;631,75;1.740,50;162,25;356,50
29.08.2025 21:45;29.08.2025 22:00;941,00;573,00;662,00;2.839,00;0,25;23,75;-;2.116,25;622,75;1.735,75;80,50;356,00
29.08.2025 22:00;29.08.2025 22:15;939,00;588,00;668,50;2.787,75;0,25;23,75;-;2.092,00;615,75;1.721,25;241,00;354,50
29.08.2025 22:15;29.08.2025 22:30;938,50;569,00;664,25;2.799,50;0,25;23,75;-;2.068,25;610,50;1.702,00;212,50;355,00
29.08.2025 22:30;29.08.2025 22:45;937,75;555,25;657,25;2.780,75;0,00;23,75;-;2.024,50;609,50;1.691,50;160,25;357,50
29.08.2025 22:45;29.08.2025 23:00;939,75;562,75;673,25;2.754,75;0,00;23,75;-;1.956,25;584,50;1.658,00;139,00;358,75
29.08.2025 23:00;29.08.2025 23:15;940,75;591,50;643,25;2.706,75;0,00;23,75;-;1.889,75;551,75;1.654,25;319,00;356,75
29.08.2025 23:15;29.08.2025 23:30;940,75;587,50;534,50;2.666,00;0,00;23,75;-;1.866,00;528,25;1.645,50;253,00;354,00
29.08.2025 23:30;29.08.2025 23:45;942,25;618,50;455,00;2.660,75;0,00;23,75;-;1.846,25;504,25;1.581,00;227,00;352,75
29.08.2025 23:45;30.08.2025 00:00;943,50;637,75;459,25;2.664,75;0,00;23,75;-;1.783,00;496,50;1.456,25;261,75;351,25
30.08.2025 00:00;30.08.2025 00:15;942,75;633,75;435,50;2.695,25;0,00;24,75;-;1.747,25;405,50;1.393,25;191,75;341,00
30.08.2025 00:15;30.08.2025 00:30;940,75;607,50;426,75;2.716,00;0,00;24,75;-;1.746,25;405,50;1.260,50;184,25;351,25
