,intercept_scaled,mef_scaled
2022-12-30 23:00:00+00:00,-0.0011466379408952392,0.9919767031941267
2022-12-30 23:15:00+00:00,-0.0014113125059843955,0.9970097037501139
2022-12-30 23:30:00+00:00,0.00022707549413288774,1.1032889249256377
2022-12-30 23:45:00+00:00,0.00022721975298371335,1.1033341475224017
2022-12-31 00:00:00+00:00,-0.000808082298005035,0.9970068045466477
2022-12-31 00:15:00+00:00,-0.0005461369751272433,0.5150294728404936
2022-12-31 00:30:00+00:00,0.00030536371102281,1.1208375181406083
2022-12-31 00:45:00+00:00,0.00023977200687884406,1.1026261577109886
2022-12-31 01:00:00+00:00,-7.955979746459015e-05,0.9970440790137793
2022-12-31 01:15:00+00:00,-5.519220961875254e-05,0.9970459841290404
2022-12-31 01:30:00+00:00,0.00024063439896714547,1.1026029805974384
2022-12-31 01:45:00+00:00,-0.0005889166436032987,0.515535341902675
2022-12-31 02:00:00+00:00,-0.0007635532791314842,0.5257365087824473
2022-12-31 02:15:00+00:00,-0.0006985334161034283,0.5153229563792602
2022-12-31 02:30:00+00:00,-0.0006132641875936612,0.5146732552921683
2022-12-31 02:45:00+00:00,-0.0005280051117710472,0.5140098467534135
2022-12-31 03:00:00+00:00,-0.0010871447903059272,0.5633839646994929
2022-12-31 03:15:00+00:00,-0.0006926389666123518,0.5139543577628387
2022-12-31 03:30:00+00:00,-0.0012011290773797573,0.5585403279722303
2022-12-31 03:45:00+00:00,-0.0008370964232842688,0.5193608510464374
2022-12-31 04:00:00+00:00,-0.0022282328161755656,0.9958481591728906
2022-12-31 04:15:00+00:00,-0.0007533372570608285,0.5128615693190954
2022-12-31 04:30:00+00:00,-0.0009311848149347505,0.5364407554686984
2022-12-31 04:45:00+00:00,-0.000702225668960696,0.5136646392852229
2022-12-31 05:00:00+00:00,-0.002960611323785033,0.6251389439086115
2022-12-31 05:15:00+00:00,-0.0008325287925503829,0.5160123971252513
2022-12-31 05:30:00+00:00,-0.0008055724317882111,0.5152259372568104
