Datum von;Datum bis;Generation_DE DT [MW] Berechnete Auflösungen;Generation_DE GT1 [MW] Berechnete Auflösungen;Generation_DE GT3 [MW] Berechnete Auflösungen
Keine Daten für gegebene Anfrage
