Datum von;Datum bis;Generation_DE GT [MW] Berechnete Auflösungen;Generation_DE DT 3 [MW] Berechnete Auflösungen;Generation_DE DT 4 [MW] Berechnete Auflösungen;Generation_DE Holzkraftwerk [MW] Berechnete Auflösungen;Generation_DE Batterie HKW Bi Hybrid [MW] Berechnete Auflösungen
Keine Daten für gegebene Anfrage
