timestamp,delta_generation,delta_emissions,delta_estimated_emissions,intercept_scaled,mef_scaled,mef_t_MWh,mef_g_kWh,intercept
2022-12-30 15:15:00+00:00,0.0082,-0.3861,-0.1149,-0.0306,0.8953,0.8792,879.2402,-0.9641
2022-12-30 15:30:00+00:00,0.1967,-0.6225,-0.1825,-0.0299,0.8973,0.8812,881.2353,-0.9424
2022-12-30 15:45:00+00:00,-0.0328,-0.8825,-0.3634,-0.0291,0.8996,0.8835,883.4719,-0.9176
2022-12-30 16:00:00+00:00,0.1393,-0.2888,-0.3209,-0.0282,0.9021,0.8859,885.8696,-0.8908
2022-12-30 16:15:00+00:00,0.1639,0.0292,-0.0271,-0.0252,0.9096,0.8932,893.2358,-0.8010
2022-12-30 16:30:00+00:00,-0.2623,-0.5091,-0.2423,-0.0254,0.9092,0.8928,892.8409,-0.8095
2022-12-30 16:45:00+00:00,-0.1475,-0.4016,-0.2902,-0.0251,0.9102,0.8939,893.8666,-0.8001
2022-12-30 17:00:00+00:00,-0.1065,-0.2228,-0.0341,-0.0234,0.9146,0.8982,898.1959,-0.7488
2022-12-30 17:15:00+00:00,0.0655,0.3567,0.2775,-0.0237,0.9143,0.8979,897.9246,-0.7558
2022-12-30 17:30:00+00:00,0.0164,0.6581,0.4554,-0.0233,0.9156,0.8991,899.1282,-0.7441
2022-12-30 17:45:00+00:00,0.0655,0.6553,0.5870,-0.0224,0.9178,0.9014,901.3680,-0.7193
2022-12-30 18:00:00+00:00,-0.1885,0.0850,0.2076,-0.0199,0.9243,0.9078,907.7548,-0.6419
2022-12-30 18:15:00+00:00,-0.0246,-0.1424,0.1334,-0.0198,0.9248,0.9082,908.1591,-0.6404
2022-12-30 18:30:00+00:00,0.1229,-0.1923,0.1762,-0.0198,0.9250,0.9084,908.3989,-0.6409
2022-12-30 18:45:00+00:00,-0.1475,-0.5306,-0.2470,-0.0176,0.9307,0.9140,913.9604,-0.5740
2022-12-30 19:00:00+00:00,0.2950,0.3048,0.1702,0.0336,1.0541,1.0352,1035.1623,0.9588
2022-12-30 19:15:00+00:00,-0.0820,-0.1028,-0.1084,0.0423,1.0754,1.0561,1056.1245,1.2209
2022-12-30 19:30:00+00:00,0.1557,0.2438,0.1585,0.0441,1.0801,1.0607,1060.6803,1.2751
2022-12-30 19:45:00+00:00,-0.8933,-0.9744,-0.8627,0.0420,1.0752,1.0559,1055.9430,1.2115
2022-12-30 20:00:00+00:00,0.5736,0.7128,0.4883,0.0330,1.0538,1.0349,1034.8581,0.9406
2022-12-30 20:15:00+00:00,-0.0328,-0.2733,0.2911,-0.0060,0.9603,0.9431,943.0622,-0.2265
2022-12-30 20:30:00+00:00,-0.1885,-0.7174,-0.2183,-0.0133,0.9429,0.9260,925.9683,-0.4468
2022-12-30 20:45:00+00:00,-0.0246,-0.4912,-0.2801,-0.0125,0.9452,0.9282,928.2062,-0.4220
2022-12-30 21:00:00+00:00,0.2458,0.0255,0.0818,-0.0080,0.9563,0.9391,939.1469,-0.2869
2022-12-30 21:15:00+00:00,-0.2459,-0.1615,-0.2575,-0.0052,0.9634,0.9461,946.1334,-0.2019
2022-12-30 21:30:00+00:00,-0.0328,0.2744,-0.0220,-0.0069,0.9595,0.9423,942.2776,-0.2543
2022-12-30 21:45:00+00:00,-0.2295,0.0698,0.0637,-0.0048,0.9648,0.9475,947.4940,-0.1918
2022-12-30 22:00:00+00:00,-0.3442,-0.2237,-0.2699,-0.0019,0.9721,0.9547,954.6624,-0.1045
2022-12-30 22:15:00+00:00,-0.4180,-0.6067,-0.2527,-0.0045,0.9661,0.9488,948.8104,-0.1822
2022-12-30 22:30:00+00:00,-0.1311,-0.4403,-0.1208,-0.0061,0.9626,0.9453,945.3496,-0.2297
2022-12-30 22:45:00+00:00,-0.0574,-0.4617,-0.1683,-0.0055,0.9644,0.9471,947.0915,-0.2112
2022-12-30 23:00:00+00:00,-0.0574,-0.1768,-0.2009,0.0220,1.0308,1.0123,1012.2804,0.6116
2022-12-30 23:15:00+00:00,-0.0820,0.0618,-0.0981,0.0220,1.0308,1.0123,1012.2804,0.6116
2022-12-30 23:30:00+00:00,-0.2377,-0.1882,-0.2090,0.0275,1.0426,1.0239,1023.9219,0.7772
2022-12-30 23:45:00+00:00,0.2704,0.5219,0.3421,0.0253,1.0389,1.0203,1020.2521,0.7099
2022-12-31 00:00:00+00:00,0.1229,0.3175,0.2704,0.0210,1.0311,1.0126,1012.6411,0.5827
2022-12-31 00:15:00+00:00,-0.1721,0.0796,0.0154,-0.0032,0.9832,0.9656,965.5907,-0.1443
2022-12-31 00:30:00+00:00,-0.0902,0.4028,0.0426,-0.0592,0.8718,0.8561,856.1219,-1.8207
2022-12-31 00:45:00+00:00,-0.2786,0.2509,-0.0288,-0.0596,0.8717,0.8561,856.0561,-1.8331
2022-12-31 01:00:00+00:00,0.1065,0.3923,0.1130,-0.0250,0.9418,0.9249,924.9476,-0.7968
2022-12-31 01:15:00+00:00,-0.0984,-0.1721,-0.0512,0.0151,1.0231,1.0047,1004.7061,0.4048
2022-12-31 01:30:00+00:00,-0.0328,-0.0605,-0.0225,0.0291,1.0519,1.0331,1033.0688,0.8247
2022-12-31 01:45:00+00:00,0.1967,0.3244,0.2033,0.0314,1.0573,1.0383,1038.3073,0.8929
2022-12-31 02:00:00+00:00,0.0082,0.1079,0.0152,0.0318,1.0589,1.0399,1039.9183,0.9060
2022-12-31 02:15:00+00:00,-0.1311,-0.1287,-0.1068,0.0320,1.0600,1.0410,1040.9953,0.9109
2022-12-31 02:30:00+00:00,0.0328,0.0875,0.0552,0.0320,1.0608,1.0417,1041.7191,0.9104
2022-12-31 02:45:00+00:00,-0.1229,-0.1559,-0.1054,0.0318,1.0612,1.0422,1042.1985,0.9063
2022-12-31 03:00:00+00:00,0.2294,0.3827,0.2506,0.0316,1.0616,1.0425,1042.5474,0.9001
2022-12-31 03:15:00+00:00,0.1229,0.1400,0.1755,0.0316,1.0623,1.0433,1043.2767,0.8998
2022-12-31 03:30:00+00:00,0.0164,-0.0931,0.0657,0.0311,1.0621,1.0430,1043.0373,0.8847
2022-12-31 03:45:00+00:00,0.1967,0.1863,0.2530,0.0315,1.0636,1.0446,1044.5520,0.8963
