Datetime,Andere,Braunkohle,Steinkohle,Erdgas,Absolute Emissionen,CO₂-Emissionsfaktor des Strommix
2024-01-01T00:00:00,1734.052,3802.977,1405.63,1805.976,10164.578,185.158
2024-01-01T01:00:00,1715.847,3781.673,1401.097,1780.538,9980.922,184.017
2024-01-01T02:00:00,1706.59,3782.514,1381.457,1790.806,9966.24,183.997
2024-01-01T03:00:00,1719.955,3804.379,1372.958,1798.946,10022.082,188.702
2024-01-01T04:00:00,1708.1,3805.219,1384.478,1792.563,9941.641,188.624
2024-01-01T05:00:00,1706.28,3811.386,1383.534,1806.716,9936.67,187.131
2024-01-01T06:00:00,1710.292,3851.471,1386.177,1802.738,9955.356,188.941
2024-01-01T07:00:00,1707.515,3834.932,1396.187,1796.541,9913.445,187.172
2024-01-01T08:00:00,1717.049,3832.41,1386.177,1797.373,9888.754,182.643
2024-01-01T09:00:00,1700.663,3828.485,1372.014,1785.256,9864.688,173.08
2024-01-01T10:00:00,1715.229,3911.457,1404.685,1789.603,10160.024,166.597
2024-01-01T11:00:00,1717.049,3801.855,1429.047,1761.668,10113.135,160.157
2024-01-01T12:00:00,1715.229,3799.613,1443.211,1775.358,10171.879,162.651
2024-01-01T13:00:00,1712.824,3813.909,1445.666,1756.951,10029.564,167.389
2024-01-01T14:00:00,1706.28,4001.157,1447.178,1774.988,10194.088,179.995
2024-01-01T15:00:00,1696.289,3976.77,1477.393,1811.988,10195.856,190.637
2024-01-01T16:00:00,1768.704,3986.861,1559.356,2004.296,10512.243,197.009
2024-01-01T17:00:00,1820.308,4138.789,1648.306,2105.028,10926.429,196.429
2024-01-01T18:00:00,1778.855,4133.183,1684.376,2106.971,10960.879,197.236
2024-01-01T19:00:00,1714.865,4187.844,1677.199,2024.923,10905.822,201.946
2024-01-01T20:00:00,1697.567,4193.73,1635.275,1963.133,10813.996,209.446
2024-01-01T21:00:00,1719.507,4053.855,1593.16,1974.233,10661.939,213.257
2024-01-01T22:00:00,1728.168,4080.485,1494.39,1931.776,10551.342,219.12
2024-01-01T23:00:00,1743.906,4027.226,1400.342,1925.393,10506.596,229.206
2024-01-02T00:00:00,1735.042,3893.237,1337.076,1923.728,10444.836,235.674
2024-01-02T01:00:00,1732.915,3895.479,1332.355,1895.331,10285.227,237.413
2024-01-02T02:00:00,1726.988,3862.403,1351.807,1919.658,10305.537,237.91
2024-01-02T03:00:00,1714.922,3858.198,1419.605,1949.351,10343.261,231.415
2024-01-02T04:00:00,1707.24,3856.236,1449.065,1986.998,10364.997,219.197
