Datum von;Datum bis;Generation_DE Block D [MW] Berechnete Auflösungen;Generation_DE Block C [MW] Berechnete Auflösungen;Generation_DE Block B [MW] Berechnete Auflösungen;Generation_DE Block A [MW] Berechnete Auflösungen
06.03.2025 21:00;06.03.2025 21:15;31,000;16,000;42,000;31,750
06.03.2025 21:15;06.03.2025 21:30;31,000;16,000;42,000;31,750
06.03.2025 21:30;06.03.2025 21:45;31,000;16,000;42,000;31,750
06.03.2025 21:45;06.03.2025 22:00;31,000;16,000;42,000;31,750
06.03.2025 22:00;06.03.2025 22:15;0,000;0,000;12,750;31,250
06.03.2025 22:15;06.03.2025 22:30;0,000;0,000;12,750;31,250
06.03.2025 22:30;06.03.2025 22:45;0,000;0,000;12,750;31,250
06.03.2025 22:45;06.03.2025 23:00;0,000;0,000;12,750;31,250
06.03.2025 23:00;06.03.2025 23:15;0,000;0,000;0,000;0,250
06.03.2025 23:15;06.03.2025 23:30;0,000;0,000;0,000;0,250
06.03.2025 23:30;06.03.2025 23:45;0,000;0,000;0,000;0,250
06.03.2025 23:45;07.03.2025 00:00;0,000;0,000;0,000;0,250
07.03.2025 00:00;07.03.2025 00:15;0,000;0,000;0,000;0,000
07.03.2025 00:15;07.03.2025 00:30;0,000;0,000;0,000;0,000
07.03.2025 00:30;07.03.2025 00:45;0,000;0,000;0,000;0,000
07.03.2025 00:45;07.03.2025 01:00;0,000;0,000;0,000;0,000
07.03.2025 01:00;07.03.2025 01:15;0,000;0,000;0,000;0,000
07.03.2025 01:15;07.03.2025 01:30;0,000;0,000;0,000;0,000
07.03.2025 01:30;07.03.2025 01:45;0,000;0,000;0,000;0,000
07.03.2025 01:45;07.03.2025 02:00;0,000;0,000;0,000;0,000
07.03.2025 02:00;07.03.2025 02:15;0,000;0,000;0,000;0,000
07.03.2025 02:15;07.03.2025 02:30;0,000;0,000;0,000;0,000
07.03.2025 02:30;07.03.2025 02:45;0,000;0,000;0,000;0,000
07.03.2025 02:45;07.03.2025 03:00;0,000;0,000;0,000;0,000
07.03.2025 03:00;07.03.2025 03:15;0,000;0,000;0,000;0,250
07.03.2025 03:15;07.03.2025 03:30;0,000;0,000;0,000;0,250
07.03.2025 03:30;07.03.2025 03:45;0,000;0,000;0,000;0,250
07.03.2025 03:45;07.03.2025 04:00;0,000;0,000;0,000;0,250
07.03.2025 04:00;07.03.2025 04:15;0,000;0,000;0,000;28,500
07.03.2025 04:15;07.03.2025 04:30;0,000;0,000;0,000;28,500
07.03.2025 04:30;07.03.2025 04:45;0,000;0,000;0,000;28,500
07.03.2025 04:45;07.03.2025 05:00;0,000;0,000;0,000;28,500
07.03.2025 05:00;07.03.2025 05:15;0,000;0,000;0,000;46,250
07.03.2025 05:15;07.03.2025 05:30;0,000;0,000;0,000;46,250
07.03.2025 05:30;07.03.2025 05:45;0,000;0,000;0,000;46,250
07.03.2025 05:45;07.03.2025 06:00;0,000;0,000;0,000;46,250
07.03.2025 06:00;07.03.2025 06:15;45,250;42,250;45,000;54,000
07.03.2025 06:15;07.03.2025 06:30;45,250;42,250;45,000;54,000
07.03.2025 06:30;07.03.2025 06:45;45,250;42,250;45,000;54,000
07.03.2025 06:45;07.03.2025 07:00;45,250;42,250;45,000;54,000
07.03.2025 07:00;07.03.2025 07:15;41,250;41,000;47,750;41,500
07.03.2025 07:15;07.03.2025 07:30;41,250;41,000;47,750;41,500
07.03.2025 07:30;07.03.2025 07:45;41,250;41,000;47,750;41,500
07.03.2025 07:45;07.03.2025 08:00;41,250;41,000;47,750;41,500
07.03.2025 08:00;07.03.2025 08:15;14,000;0,000;22,500;25,750
07.03.2025 08:15;07.03.2025 08:30;14,000;0,000;22,500;25,750
07.03.2025 08:30;07.03.2025 08:45;14,000;0,000;22,500;25,750
07.03.2025 08:45;07.03.2025 09:00;14,000;0,000;22,500;25,750
07.03.2025 09:00;07.03.2025 09:15;0,000;0,000;0,000;0,000
07.03.2025 09:15;07.03.2025 09:30;0,000;0,000;0,000;0,000
07.03.2025 09:30;07.03.2025 09:45;0,000;0,000;0,000;0,000
07.03.2025 09:45;07.03.2025 10:00;0,000;0,000;0,000;0,000
07.03.2025 10:00;07.03.2025 10:15;0,000;0,000;0,000;0,000
07.03.2025 10:15;07.03.2025 10:30;0,000;0,000;0,000;0,000
07.03.2025 10:30;07.03.2025 10:45;0,000;0,000;0,000;0,000
07.03.2025 10:45;07.03.2025 11:00;0,000;0,000;0,000;0,000
07.03.2025 11:00;07.03.2025 11:15;0,000;0,000;0,000;0,000
07.03.2025 11:15;07.03.2025 11:30;0,000;0,000;0,000;0,000
07.03.2025 11:30;07.03.2025 11:45;0,000;0,000;0,000;0,000
07.03.2025 11:45;07.03.2025 12:00;0,000;0,000;0,000;0,000
07.03.2025 12:00;07.03.2025 12:15;0,000;0,000;0,000;0,000
07.03.2025 12:15;07.03.2025 12:30;0,000;0,000;0,000;0,000
07.03.2025 12:30;07.03.2025 12:45;0,000;0,000;0,000;0,000
07.03.2025 12:45;07.03.2025 13:00;0,000;0,000;0,000;0,000
07.03.2025 13:00;07.03.2025 13:15;0,000;0,000;0,000;0,000
07.03.2025 13:15;07.03.2025 13:30;0,000;0,000;0,000;0,000
07.03.2025 13:30;07.03.2025 13:45;0,000;0,000;0,000;0,000
07.03.2025 13:45;07.03.2025 14:00;0,000;0,000;0,000;0,000
07.03.2025 14:00;07.03.2025 14:15;0,000;0,000;0,000;0,000
07.03.2025 14:15;07.03.2025 14:30;0,000;0,000;0,000;0,000
07.03.2025 14:30;07.03.2025 14:45;0,000;0,000;0,000;0,000
07.03.2025 14:45;07.03.2025 15:00;0,000;0,000;0,000;0,000
07.03.2025 15:00;07.03.2025 15:15;0,000;0,000;0,000;0,000
07.03.2025 15:15;07.03.2025 15:30;0,000;0,000;0,000;0,000
07.03.2025 15:30;07.03.2025 15:45;0,000;0,000;0,000;0,000
07.03.2025 15:45;07.03.2025 16:00;0,000;0,000;0,000;0,000
07.03.2025 16:00;07.03.2025 16:15;14,750;3,250;0,000;0,000
07.03.2025 16:15;07.03.2025 16:30;14,750;3,250;0,000;0,000
07.03.2025 16:30;07.03.2025 16:45;14,750;3,250;0,000;0,000
07.03.2025 16:45;07.03.2025 17:00;14,750;3,250;0,000;0,000
07.03.2025 17:00;07.03.2025 17:15;59,750;64,500;60,000;48,750
07.03.2025 17:15;07.03.2025 17:30;59,750;64,500;60,000;48,750
07.03.2025 17:30;07.03.2025 17:45;59,750;64,500;60,000;48,750
07.03.2025 17:45;07.03.2025 18:00;59,750;64,500;60,000;48,750
07.03.2025 18:00;07.03.2025 18:15;72,250;70,000;70,000;71,750
07.03.2025 18:15;07.03.2025 18:30;72,250;70,000;70,000;71,750
07.03.2025 18:30;07.03.2025 18:45;72,250;70,000;70,000;71,750
07.03.2025 18:45;07.03.2025 19:00;72,250;70,000;70,000;71,750
07.03.2025 19:00;07.03.2025 19:15;70,000;68,500;68,500;69,750
07.03.2025 19:15;07.03.2025 19:30;70,000;68,500;68,500;69,750
07.03.2025 19:30;07.03.2025 19:45;70,000;68,500;68,500;69,750
07.03.2025 19:45;07.03.2025 20:00;70,000;68,500;68,500;69,750
07.03.2025 20:00;07.03.2025 20:15;67,500;66,250;66,250;67,500
07.03.2025 20:15;07.03.2025 20:30;67,500;66,250;66,250;67,500
07.03.2025 20:30;07.03.2025 20:45;67,500;66,250;66,250;67,500
07.03.2025 20:45;07.03.2025 21:00;67,500;66,250;66,250;67,500
07.03.2025 21:00;07.03.2025 21:15;51,500;54,750;54,500;51,500
07.03.2025 21:15;07.03.2025 21:30;51,500;54,750;54,500;51,500
07.03.2025 21:30;07.03.2025 21:45;51,500;54,750;54,500;51,500
07.03.2025 21:45;07.03.2025 22:00;51,500;54,750;54,500;51,500
07.03.2025 22:00;07.03.2025 22:15;48,000;54,000;59,750;59,500
07.03.2025 22:15;07.03.2025 22:30;48,000;54,000;59,750;59,500
07.03.2025 22:30;07.03.2025 22:45;48,000;54,000;59,750;59,500
07.03.2025 22:45;07.03.2025 23:00;48,000;54,000;59,750;59,500
07.03.2025 23:00;07.03.2025 23:15;0,000;0,000;40,750;38,000
07.03.2025 23:15;07.03.2025 23:30;0,000;0,000;40,750;38,000
07.03.2025 23:30;07.03.2025 23:45;0,000;0,000;40,750;38,000
07.03.2025 23:45;08.03.2025 00:00;0,000;0,000;40,750;38,000
08.03.2025 00:00;08.03.2025 00:15;0,000;0,000;0,000;4,000
08.03.2025 00:15;08.03.2025 00:30;0,000;0,000;0,000;4,000
08.03.2025 00:30;08.03.2025 00:45;0,000;0,000;0,000;4,000
08.03.2025 00:45;08.03.2025 01:00;0,000;0,000;0,000;4,000
08.03.2025 01:00;08.03.2025 01:15;0,000;0,000;0,000;0,000
08.03.2025 01:15;08.03.2025 01:30;0,000;0,000;0,000;0,000
08.03.2025 01:30;08.03.2025 01:45;0,000;0,000;0,000;0,000
08.03.2025 01:45;08.03.2025 02:00;0,000;0,000;0,000;0,000
08.03.2025 02:00;08.03.2025 02:15;0,000;0,000;0,000;0,000
08.03.2025 02:15;08.03.2025 02:30;0,000;0,000;0,000;0,000
08.03.2025 02:30;08.03.2025 02:45;0,000;0,000;0,000;0,000
08.03.2025 02:45;08.03.2025 03:00;0,000;0,000;0,000;0,000
08.03.2025 03:00;08.03.2025 03:15;0,000;0,000;0,000;0,000
08.03.2025 03:15;08.03.2025 03:30;0,000;0,000;0,000;0,000
08.03.2025 03:30;08.03.2025 03:45;0,000;0,000;0,000;0,000
08.03.2025 03:45;08.03.2025 04:00;0,000;0,000;0,000;0,000
08.03.2025 04:00;08.03.2025 04:15;0,000;0,000;0,000;0,000
08.03.2025 04:15;08.03.2025 04:30;0,000;0,000;0,000;0,000
08.03.2025 04:30;08.03.2025 04:45;0,000;0,000;0,000;0,000
08.03.2025 04:45;08.03.2025 05:00;0,000;0,000;0,000;0,000
08.03.2025 05:00;08.03.2025 05:15;0,000;0,000;0,000;0,000
08.03.2025 05:15;08.03.2025 05:30;0,000;0,000;0,000;0,000
08.03.2025 05:30;08.03.2025 05:45;0,000;0,000;0,000;0,000
08.03.2025 05:45;08.03.2025 06:00;0,000;0,000;0,000;0,000
08.03.2025 06:00;08.03.2025 06:15;0,000;0,000;0,000;0,000
08.03.2025 06:15;08.03.2025 06:30;0,000;0,000;0,000;0,000
08.03.2025 06:30;08.03.2025 06:45;0,000;0,000;0,000;0,000
08.03.2025 06:45;08.03.2025 07:00;0,000;0,000;0,000;0,000
08.03.2025 07:00;08.03.2025 07:15;0,000;0,000;0,000;11,500
08.03.2025 07:15;08.03.2025 07:30;0,000;0,000;0,000;11,500
08.03.2025 07:30;08.03.2025 07:45;0,000;0,000;0,000;11,500
08.03.2025 07:45;08.03.2025 08:00;0,000;0,000;0,000;11,500
08.03.2025 08:00;08.03.2025 08:15;0,000;0,000;0,000;13,750
08.03.2025 08:15;08.03.2025 08:30;0,000;0,000;0,000;13,750
08.03.2025 08:30;08.03.2025 08:45;0,000;0,000;0,000;13,750
08.03.2025 08:45;08.03.2025 09:00;0,000;0,000;0,000;13,750
08.03.2025 09:00;08.03.2025 09:15;0,000;0,000;0,000;0,000
08.03.2025 09:15;08.03.2025 09:30;0,000;0,000;0,000;0,000
08.03.2025 09:30;08.03.2025 09:45;0,000;0,000;0,000;0,000
08.03.2025 09:45;08.03.2025 10:00;0,000;0,000;0,000;0,000
08.03.2025 10:00;08.03.2025 10:15;0,000;0,000;0,000;0,000
08.03.2025 10:15;08.03.2025 10:30;0,000;0,000;0,000;0,000
08.03.2025 10:30;08.03.2025 10:45;0,000;0,000;0,000;0,000
08.03.2025 10:45;08.03.2025 11:00;0,000;0,000;0,000;0,000
08.03.2025 11:00;08.03.2025 11:15;0,000;0,000;0,000;0,000
08.03.2025 11:15;08.03.2025 11:30;0,000;0,000;0,000;0,000
08.03.2025 11:30;08.03.2025 11:45;0,000;0,000;0,000;0,000
08.03.2025 11:45;08.03.2025 12:00;0,000;0,000;0,000;0,000
08.03.2025 12:00;08.03.2025 12:15;0,000;0,000;0,000;0,000
08.03.2025 12:15;08.03.2025 12:30;0,000;0,000;0,000;0,000
08.03.2025 12:30;08.03.2025 12:45;0,000;0,000;0,000;0,000
08.03.2025 12:45;08.03.2025 13:00;0,000;0,000;0,000;0,000
08.03.2025 13:00;08.03.2025 13:15;0,000;0,000;0,000;0,000
08.03.2025 13:15;08.03.2025 13:30;0,000;0,000;0,000;0,000
08.03.2025 13:30;08.03.2025 13:45;0,000;0,000;0,000;0,000
08.03.2025 13:45;08.03.2025 14:00;0,000;0,000;0,000;0,000
08.03.2025 14:00;08.03.2025 14:15;0,000;0,000;0,000;0,000
08.03.2025 14:15;08.03.2025 14:30;0,000;0,000;0,000;0,000
08.03.2025 14:30;08.03.2025 14:45;0,000;0,000;0,000;0,000
08.03.2025 14:45;08.03.2025 15:00;0,000;0,000;0,000;0,000
08.03.2025 15:00;08.03.2025 15:15;0,000;0,000;0,000;0,000
08.03.2025 15:15;08.03.2025 15:30;0,000;0,000;0,000;0,000
08.03.2025 15:30;08.03.2025 15:45;0,000;0,000;0,000;0,000
08.03.2025 15:45;08.03.2025 16:00;0,000;0,000;0,000;0,000
08.03.2025 16:00;08.03.2025 16:15;15,250;0,000;0,000;0,000
08.03.2025 16:15;08.03.2025 16:30;15,250;0,000;0,000;0,000
08.03.2025 16:30;08.03.2025 16:45;15,250;0,000;0,000;0,000
08.03.2025 16:45;08.03.2025 17:00;15,250;0,000;0,000;0,000
08.03.2025 17:00;08.03.2025 17:15;57,500;50,250;50,000;48,750
08.03.2025 17:15;08.03.2025 17:30;57,500;50,250;50,000;48,750
08.03.2025 17:30;08.03.2025 17:45;57,500;50,250;50,000;48,750
08.03.2025 17:45;08.03.2025 18:00;57,500;50,250;50,000;48,750
08.03.2025 18:00;08.03.2025 18:15;72,750;68,250;68,250;72,250
08.03.2025 18:15;08.03.2025 18:30;72,750;68,250;68,250;72,250
08.03.2025 18:30;08.03.2025 18:45;72,750;68,250;68,250;72,250
08.03.2025 18:45;08.03.2025 19:00;72,750;68,250;68,250;72,250
08.03.2025 19:00;08.03.2025 19:15;39,750;50,250;50,250;39,750
08.03.2025 19:15;08.03.2025 19:30;39,750;50,250;50,250;39,750
08.03.2025 19:30;08.03.2025 19:45;39,750;50,250;50,250;39,750
08.03.2025 19:45;08.03.2025 20:00;39,750;50,250;50,250;39,750
08.03.2025 20:00;08.03.2025 20:15;7,000;4,250;15,000;31,750
08.03.2025 20:15;08.03.2025 20:30;7,000;4,250;15,000;31,750
08.03.2025 20:30;08.03.2025 20:45;7,000;4,250;15,000;31,750
08.03.2025 20:45;08.03.2025 21:00;7,000;4,250;15,000;31,750
08.03.2025 21:00;08.03.2025 21:15;0,000;0,000;0,000;19,500
08.03.2025 21:15;08.03.2025 21:30;0,000;0,000;0,000;19,500
08.03.2025 21:30;08.03.2025 21:45;0,000;0,000;0,000;19,500
08.03.2025 21:45;08.03.2025 22:00;0,000;0,000;0,000;19,500
08.03.2025 22:00;08.03.2025 22:15;0,000;0,000;0,000;24,500
08.03.2025 22:15;08.03.2025 22:30;0,000;0,000;0,000;24,500
08.03.2025 22:30;08.03.2025 22:45;0,000;0,000;0,000;24,500
08.03.2025 22:45;08.03.2025 23:00;0,000;0,000;0,000;24,500
08.03.2025 23:00;08.03.2025 23:15;0,000;0,000;0,000;11,500
08.03.2025 23:15;08.03.2025 23:30;0,000;0,000;0,000;11,500
08.03.2025 23:30;08.03.2025 23:45;0,000;0,000;0,000;11,500
08.03.2025 23:45;09.03.2025 00:00;0,000;0,000;0,000;11,500
09.03.2025 00:00;09.03.2025 00:15;0,000;0,000;0,000;22,750
09.03.2025 00:15;09.03.2025 00:30;0,000;0,000;0,000;22,750
09.03.2025 00:30;09.03.2025 00:45;0,000;0,000;0,000;22,750
09.03.2025 00:45;09.03.2025 01:00;0,000;0,000;0,000;22,750
09.03.2025 01:00;09.03.2025 01:15;0,000;0,000;0,000;36,250
09.03.2025 01:15;09.03.2025 01:30;0,000;0,000;0,000;36,250
09.03.2025 01:30;09.03.2025 01:45;0,000;0,000;0,000;36,250
09.03.2025 01:45;09.03.2025 02:00;0,000;0,000;0,000;36,250
09.03.2025 02:00;09.03.2025 02:15;0,000;0,000;0,000;36,250
09.03.2025 02:15;09.03.2025 02:30;0,000;0,000;0,000;36,250
09.03.2025 02:30;09.03.2025 02:45;0,000;0,000;0,000;36,250
09.03.2025 02:45;09.03.2025 03:00;0,000;0,000;0,000;36,250
09.03.2025 03:00;09.03.2025 03:15;0,000;0,000;0,000;42,250
09.03.2025 03:15;09.03.2025 03:30;0,000;0,000;0,000;42,250
09.03.2025 03:30;09.03.2025 03:45;0,000;0,000;0,000;42,250
09.03.2025 03:45;09.03.2025 04:00;0,000;0,000;0,000;42,250
09.03.2025 04:00;09.03.2025 04:15;0,000;0,000;0,000;0,250
09.03.2025 04:15;09.03.2025 04:30;0,000;0,000;0,000;0,250
09.03.2025 04:30;09.03.2025 04:45;0,000;0,000;0,000;0,250
09.03.2025 04:45;09.03.2025 05:00;0,000;0,000;0,000;0,250
09.03.2025 05:00;09.03.2025 05:15;0,000;0,000;0,000;0,000
09.03.2025 05:15;09.03.2025 05:30;0,000;0,000;0,000;0,000
09.03.2025 05:30;09.03.2025 05:45;0,000;0,000;0,000;0,000
09.03.2025 05:45;09.03.2025 06:00;0,000;0,000;0,000;0,000
09.03.2025 06:00;09.03.2025 06:15;0,000;0,000;0,000;34,250
09.03.2025 06:15;09.03.2025 06:30;0,000;0,000;0,000;34,250
09.03.2025 06:30;09.03.2025 06:45;0,000;0,000;0,000;34,250
09.03.2025 06:45;09.03.2025 07:00;0,000;0,000;0,000;34,250
09.03.2025 07:00;09.03.2025 07:15;0,000;0,000;0,000;33,500
09.03.2025 07:15;09.03.2025 07:30;0,000;0,000;0,000;33,500
09.03.2025 07:30;09.03.2025 07:45;0,000;0,000;0,000;33,500
09.03.2025 07:45;09.03.2025 08:00;0,000;0,000;0,000;33,500
09.03.2025 08:00;09.03.2025 08:15;0,000;0,000;0,000;9,250
09.03.2025 08:15;09.03.2025 08:30;0,000;0,000;0,000;9,250
09.03.2025 08:30;09.03.2025 08:45;0,000;0,000;0,000;9,250
09.03.2025 08:45;09.03.2025 09:00;0,000;0,000;0,000;9,250
09.03.2025 09:00;09.03.2025 09:15;0,000;0,000;0,000;0,000
09.03.2025 09:15;09.03.2025 09:30;0,000;0,000;0,000;0,000
09.03.2025 09:30;09.03.2025 09:45;0,000;0,000;0,000;0,000
09.03.2025 09:45;09.03.2025 10:00;0,000;0,000;0,000;0,000
09.03.2025 10:00;09.03.2025 10:15;0,000;0,000;0,000;0,000
09.03.2025 10:15;09.03.2025 10:30;0,000;0,000;0,000;0,000
09.03.2025 10:30;09.03.2025 10:45;0,000;0,000;0,000;0,000
09.03.2025 10:45;09.03.2025 11:00;0,000;0,000;0,000;0,000
09.03.2025 11:00;09.03.2025 11:15;0,000;0,000;0,000;0,000
09.03.2025 11:15;09.03.2025 11:30;0,000;0,000;0,000;0,000
09.03.2025 11:30;09.03.2025 11:45;0,000;0,000;0,000;0,000
09.03.2025 11:45;09.03.2025 12:00;0,000;0,000;0,000;0,000
09.03.2025 12:00;09.03.2025 12:15;0,000;0,000;0,000;0,000
09.03.2025 12:15;09.03.2025 12:30;0,000;0,000;0,000;0,000
09.03.2025 12:30;09.03.2025 12:45;0,000;0,000;0,000;0,000
09.03.2025 12:45;09.03.2025 13:00;0,000;0,000;0,000;0,000
09.03.2025 13:00;09.03.2025 13:15;0,000;0,000;0,000;0,000
09.03.2025 13:15;09.03.2025 13:30;0,000;0,000;0,000;0,000
09.03.2025 13:30;09.03.2025 13:45;0,000;0,000;0,000;0,000
09.03.2025 13:45;09.03.2025 14:00;0,000;0,000;0,000;0,000
09.03.2025 14:00;09.03.2025 14:15;0,000;0,000;0,000;0,000
09.03.2025 14:15;09.03.2025 14:30;0,000;0,000;0,000;0,000
09.03.2025 14:30;09.03.2025 14:45;0,000;0,000;0,000;0,000
09.03.2025 14:45;09.03.2025 15:00;0,000;0,000;0,000;0,000
09.03.2025 15:00;09.03.2025 15:15;0,000;0,000;0,000;0,000
09.03.2025 15:15;09.03.2025 15:30;0,000;0,000;0,000;0,000
09.03.2025 15:30;09.03.2025 15:45;0,000;0,000;0,000;0,000
09.03.2025 15:45;09.03.2025 16:00;0,000;0,000;0,000;0,000
09.03.2025 16:00;09.03.2025 16:15;0,000;0,000;14,250;8,000
09.03.2025 16:15;09.03.2025 16:30;0,000;0,000;14,250;8,000
09.03.2025 16:30;09.03.2025 16:45;0,000;0,000;14,250;8,000
09.03.2025 16:45;09.03.2025 17:00;0,000;0,000;14,250;8,000
09.03.2025 17:00;09.03.2025 17:15;33,500;35,250;34,750;33,500
09.03.2025 17:15;09.03.2025 17:30;33,500;35,250;34,750;33,500
09.03.2025 17:30;09.03.2025 17:45;33,500;35,250;34,750;33,500
09.03.2025 17:45;09.03.2025 18:00;33,500;35,250;34,750;33,500
09.03.2025 18:00;09.03.2025 18:15;77,250;74,000;74,250;77,250
09.03.2025 18:15;09.03.2025 18:30;77,250;74,000;74,250;77,250
09.03.2025 18:30;09.03.2025 18:45;77,250;74,000;74,250;77,250
09.03.2025 18:45;09.03.2025 19:00;77,250;74,000;74,250;77,250
09.03.2025 19:00;09.03.2025 19:15;72,250;70,500;70,500;72,500
09.03.2025 19:15;09.03.2025 19:30;72,250;70,500;70,500;72,500
09.03.2025 19:30;09.03.2025 19:45;72,250;70,500;70,500;72,500
09.03.2025 19:45;09.03.2025 20:00;72,250;70,500;70,500;72,500
09.03.2025 20:00;09.03.2025 20:15;67,000;63,500;63,750;66,750
09.03.2025 20:15;09.03.2025 20:30;67,000;63,500;63,750;66,750
09.03.2025 20:30;09.03.2025 20:45;67,000;63,500;63,750;66,750
09.03.2025 20:45;09.03.2025 21:00;67,000;63,500;63,750;66,750
09.03.2025 21:00;09.03.2025 21:15;6,750;13,500;13,500;28,000
09.03.2025 21:15;09.03.2025 21:30;6,750;13,500;13,500;28,000
09.03.2025 21:30;09.03.2025 21:45;6,750;13,500;13,500;28,000
09.03.2025 21:45;09.03.2025 22:00;6,750;13,500;13,500;28,000
09.03.2025 22:00;09.03.2025 22:15;0,000;0,000;0,000;29,250
09.03.2025 22:15;09.03.2025 22:30;0,000;0,000;0,000;29,250
09.03.2025 22:30;09.03.2025 22:45;0,000;0,000;0,000;29,250
09.03.2025 22:45;09.03.2025 23:00;0,000;0,000;0,000;29,250
09.03.2025 23:00;09.03.2025 23:15;0,000;0,000;0,000;21,250
09.03.2025 23:15;09.03.2025 23:30;0,000;0,000;0,000;21,250
09.03.2025 23:30;09.03.2025 23:45;0,000;0,000;0,000;21,250
09.03.2025 23:45;10.03.2025 00:00;0,000;0,000;0,000;21,250
10.03.2025 00:00;10.03.2025 00:15;0,000;0,000;0,000;0,000
10.03.2025 00:15;10.03.2025 00:30;0,000;0,000;0,000;0,000
10.03.2025 00:30;10.03.2025 00:45;0,000;0,000;0,000;0,000
10.03.2025 00:45;10.03.2025 01:00;0,000;0,000;0,000;0,000
10.03.2025 01:00;10.03.2025 01:15;0,000;0,000;0,000;0,000
10.03.2025 01:15;10.03.2025 01:30;0,000;0,000;0,000;0,000
10.03.2025 01:30;10.03.2025 01:45;0,000;0,000;0,000;0,000
10.03.2025 01:45;10.03.2025 02:00;0,000;0,000;0,000;0,000
10.03.2025 02:00;10.03.2025 02:15;0,000;0,000;0,000;0,000
10.03.2025 02:15;10.03.2025 02:30;0,000;0,000;0,000;0,000
10.03.2025 02:30;10.03.2025 02:45;0,000;0,000;0,000;0,000
10.03.2025 02:45;10.03.2025 03:00;0,000;0,000;0,000;0,000
10.03.2025 03:00;10.03.2025 03:15;0,000;0,000;0,000;0,000
10.03.2025 03:15;10.03.2025 03:30;0,000;0,000;0,000;0,000
10.03.2025 03:30;10.03.2025 03:45;0,000;0,000;0,000;0,000
10.03.2025 03:45;10.03.2025 04:00;0,000;0,000;0,000;0,000
10.03.2025 04:00;10.03.2025 04:15;0,000;0,000;0,000;0,000
10.03.2025 04:15;10.03.2025 04:30;0,000;0,000;0,000;0,000
10.03.2025 04:30;10.03.2025 04:45;0,000;0,000;0,000;0,000
10.03.2025 04:45;10.03.2025 05:00;0,000;0,000;0,000;0,000
10.03.2025 05:00;10.03.2025 05:15;0,250;2,250;14,250;24,500
10.03.2025 05:15;10.03.2025 05:30;0,250;2,250;14,250;24,500
10.03.2025 05:30;10.03.2025 05:45;0,250;2,250;14,250;24,500
10.03.2025 05:45;10.03.2025 06:00;0,250;2,250;14,250;24,500
10.03.2025 06:00;10.03.2025 06:15;69,750;63,500;63,750;69,750
10.03.2025 06:15;10.03.2025 06:30;69,750;63,500;63,750;69,750
10.03.2025 06:30;10.03.2025 06:45;69,750;63,500;63,750;69,750
10.03.2025 06:45;10.03.2025 07:00;69,750;63,500;63,750;69,750
10.03.2025 07:00;10.03.2025 07:15;73,750;71,250;71,250;66,250
10.03.2025 07:15;10.03.2025 07:30;73,750;71,250;71,250;66,250
10.03.2025 07:30;10.03.2025 07:45;73,750;71,250;71,250;66,250
10.03.2025 07:45;10.03.2025 08:00;73,750;71,250;71,250;66,250
10.03.2025 08:00;10.03.2025 08:15;41,750;43,500;44,250;40,500
10.03.2025 08:15;10.03.2025 08:30;41,750;43,500;44,250;40,500
10.03.2025 08:30;10.03.2025 08:45;41,750;43,500;44,250;40,500
10.03.2025 08:45;10.03.2025 09:00;41,750;43,500;44,250;40,500
10.03.2025 09:00;10.03.2025 09:15;0,000;0,000;16,750;0,000
10.03.2025 09:15;10.03.2025 09:30;0,000;0,000;16,750;0,000
10.03.2025 09:30;10.03.2025 09:45;0,000;0,000;16,750;0,000
10.03.2025 09:45;10.03.2025 10:00;0,000;0,000;16,750;0,000
10.03.2025 10:00;10.03.2025 10:15;0,000;0,000;0,000;0,000
10.03.2025 10:15;10.03.2025 10:30;0,000;0,000;0,000;0,000
10.03.2025 10:30;10.03.2025 10:45;0,000;0,000;0,000;0,000
10.03.2025 10:45;10.03.2025 11:00;0,000;0,000;0,000;0,000
10.03.2025 11:00;10.03.2025 11:15;0,000;0,000;0,000;0,000
10.03.2025 11:15;10.03.2025 11:30;0,000;0,000;0,000;0,000
10.03.2025 11:30;10.03.2025 11:45;0,000;0,000;0,000;0,000
10.03.2025 11:45;10.03.2025 12:00;0,000;0,000;0,000;0,000
10.03.2025 12:00;10.03.2025 12:15;0,000;0,000;0,000;0,000
10.03.2025 12:15;10.03.2025 12:30;0,000;0,000;0,000;0,000
10.03.2025 12:30;10.03.2025 12:45;0,000;0,000;0,000;0,000
10.03.2025 12:45;10.03.2025 13:00;0,000;0,000;0,000;0,000
10.03.2025 13:00;10.03.2025 13:15;0,000;0,000;0,000;0,000
10.03.2025 13:15;10.03.2025 13:30;0,000;0,000;0,000;0,000
10.03.2025 13:30;10.03.2025 13:45;0,000;0,000;0,000;0,000
10.03.2025 13:45;10.03.2025 14:00;0,000;0,000;0,000;0,000
10.03.2025 14:00;10.03.2025 14:15;0,000;0,000;0,000;0,000
10.03.2025 14:15;10.03.2025 14:30;0,000;0,000;0,000;0,000
10.03.2025 14:30;10.03.2025 14:45;0,000;0,000;0,000;0,000
10.03.2025 14:45;10.03.2025 15:00;0,000;0,000;0,000;0,000
10.03.2025 15:00;10.03.2025 15:15;0,000;0,500;0,000;0,000
10.03.2025 15:15;10.03.2025 15:30;0,000;0,500;0,000;0,000
10.03.2025 15:30;10.03.2025 15:45;0,000;0,500;0,000;0,000
10.03.2025 15:45;10.03.2025 16:00;0,000;0,500;0,000;0,000
10.03.2025 16:00;10.03.2025 16:15;54,250;64,250;45,500;35,000
