Datum von;Datum bis;Generation_DE Block D [MW] Berechnete Auflösungen;Generation_DE Block C [MW] Berechnete Auflösungen;Generation_DE Block B [MW] Berechnete Auflösungen;Generation_DE Block A [MW] Berechnete Auflösungen
01.01.2025 00:00;01.01.2025 00:15;0,000;0,000;0,000;0,000
01.01.2025 00:15;01.01.2025 00:30;0,000;0,000;0,000;0,000
01.01.2025 00:30;01.01.2025 00:45;0,000;0,000;0,000;0,000
01.01.2025 00:45;01.01.2025 01:00;0,000;0,000;0,000;0,000
01.01.2025 01:00;01.01.2025 01:15;0,000;0,000;0,000;0,000
01.01.2025 01:15;01.01.2025 01:30;0,000;0,000;0,000;0,000
01.01.2025 01:30;01.01.2025 01:45;0,000;0,000;0,000;0,000
01.01.2025 01:45;01.01.2025 02:00;0,000;0,000;0,000;0,000
01.01.2025 02:00;01.01.2025 02:15;0,000;0,000;0,000;0,000
01.01.2025 02:15;01.01.2025 02:30;0,000;0,000;0,000;0,000
01.01.2025 02:30;01.01.2025 02:45;0,000;0,000;0,000;0,000
01.01.2025 02:45;01.01.2025 03:00;0,000;0,000;0,000;0,000
01.01.2025 03:00;01.01.2025 03:15;0,000;0,000;0,000;0,000
01.01.2025 03:15;01.01.2025 03:30;0,000;0,000;0,000;0,000
01.01.2025 03:30;01.01.2025 03:45;0,000;0,000;0,000;0,000
01.01.2025 03:45;01.01.2025 04:00;0,000;0,000;0,000;0,000
01.01.2025 04:00;01.01.2025 04:15;0,000;0,000;0,000;0,000
01.01.2025 04:15;01.01.2025 04:30;0,000;0,000;0,000;0,000
01.01.2025 04:30;01.01.2025 04:45;0,000;0,000;0,000;0,000
01.01.2025 04:45;01.01.2025 05:00;0,000;0,000;0,000;0,000
01.01.2025 05:00;01.01.2025 05:15;0,000;0,000;0,000;0,000
01.01.2025 05:15;01.01.2025 05:30;0,000;0,000;0,000;0,000
01.01.2025 05:30;01.01.2025 05:45;0,000;0,000;0,000;0,000
01.01.2025 05:45;01.01.2025 06:00;0,000;0,000;0,000;0,000
01.01.2025 06:00;01.01.2025 06:15;0,000;0,000;0,000;0,000
01.01.2025 06:15;01.01.2025 06:30;0,000;0,000;0,000;0,000
01.01.2025 06:30;01.01.2025 06:45;0,000;0,000;0,000;0,000
01.01.2025 06:45;01.01.2025 07:00;0,000;0,000;0,000;0,000
01.01.2025 07:00;01.01.2025 07:15;0,000;0,000;0,000;0,000
01.01.2025 07:15;01.01.2025 07:30;0,000;0,000;0,000;0,000
01.01.2025 07:30;01.01.2025 07:45;0,000;0,000;0,000;0,000
01.01.2025 07:45;01.01.2025 08:00;0,000;0,000;0,000;0,000
01.01.2025 08:00;01.01.2025 08:15;0,000;0,000;0,000;0,000
01.01.2025 08:15;01.01.2025 08:30;0,000;0,000;0,000;0,000
01.01.2025 08:30;01.01.2025 08:45;0,000;0,000;0,000;0,000
01.01.2025 08:45;01.01.2025 09:00;0,000;0,000;0,000;0,000
01.01.2025 09:00;01.01.2025 09:15;0,000;0,000;0,000;0,000
01.01.2025 09:15;01.01.2025 09:30;0,000;0,000;0,000;0,000
01.01.2025 09:30;01.01.2025 09:45;0,000;0,000;0,000;0,000
01.01.2025 09:45;01.01.2025 10:00;0,000;0,000;0,000;0,000
01.01.2025 10:00;01.01.2025 10:15;0,000;0,000;0,000;0,000
01.01.2025 10:15;01.01.2025 10:30;0,000;0,000;0,000;0,000
01.01.2025 10:30;01.01.2025 10:45;0,000;0,000;0,000;0,000
01.01.2025 10:45;01.01.2025 11:00;0,000;0,000;0,000;0,000
01.01.2025 11:00;01.01.2025 11:15;0,000;0,000;0,000;0,000
01.01.2025 11:15;01.01.2025 11:30;0,000;0,000;0,000;0,000
01.01.2025 11:30;01.01.2025 11:45;0,000;0,000;0,000;0,000
01.01.2025 11:45;01.01.2025 12:00;0,000;0,000;0,000;0,000
01.01.2025 12:00;01.01.2025 12:15;0,000;0,000;0,000;0,000
01.01.2025 12:15;01.01.2025 12:30;0,000;0,000;0,000;0,000
01.01.2025 12:30;01.01.2025 12:45;0,000;0,000;0,000;0,000
01.01.2025 12:45;01.01.2025 13:00;0,000;0,000;0,000;0,000
01.01.2025 13:00;01.01.2025 13:15;0,000;0,000;0,000;0,000
01.01.2025 13:15;01.01.2025 13:30;0,000;0,000;0,000;0,000
01.01.2025 13:30;01.01.2025 13:45;0,000;0,000;0,000;0,000
01.01.2025 13:45;01.01.2025 14:00;0,000;0,000;0,000;0,000
01.01.2025 14:00;01.01.2025 14:15;0,000;0,000;0,000;0,000
01.01.2025 14:15;01.01.2025 14:30;0,000;0,000;0,000;0,000
01.01.2025 14:30;01.01.2025 14:45;0,000;0,000;0,000;0,000
01.01.2025 14:45;01.01.2025 15:00;0,000;0,000;0,000;0,000
01.01.2025 15:00;01.01.2025 15:15;0,000;0,000;0,000;0,000
01.01.2025 15:15;01.01.2025 15:30;0,000;0,000;0,000;0,000
01.01.2025 15:30;01.01.2025 15:45;0,000;0,000;0,000;0,000
01.01.2025 15:45;01.01.2025 16:00;0,000;0,000;0,000;0,000
01.01.2025 16:00;01.01.2025 16:15;0,000;0,000;0,000;0,000
01.01.2025 16:15;01.01.2025 16:30;0,000;0,000;0,000;0,000
01.01.2025 16:30;01.01.2025 16:45;0,000;0,000;0,000;0,000
01.01.2025 16:45;01.01.2025 17:00;0,000;0,000;0,000;0,000
01.01.2025 17:00;01.01.2025 17:15;0,000;0,000;0,000;0,000
01.01.2025 17:15;01.01.2025 17:30;0,000;0,000;0,000;0,000
01.01.2025 17:30;01.01.2025 17:45;0,000;0,000;0,000;0,000
01.01.2025 17:45;01.01.2025 18:00;0,000;0,000;0,000;0,000
01.01.2025 18:00;01.01.2025 18:15;0,000;0,000;0,000;0,000
01.01.2025 18:15;01.01.2025 18:30;0,000;0,000;0,000;0,000
01.01.2025 18:30;01.01.2025 18:45;0,000;0,000;0,000;0,000
01.01.2025 18:45;01.01.2025 19:00;0,000;0,000;0,000;0,000
01.01.2025 19:00;01.01.2025 19:15;0,000;0,000;0,000;0,000
01.01.2025 19:15;01.01.2025 19:30;0,000;0,000;0,000;0,000
01.01.2025 19:30;01.01.2025 19:45;0,000;0,000;0,000;0,000
01.01.2025 19:45;01.01.2025 20:00;0,000;0,000;0,000;0,000
01.01.2025 20:00;01.01.2025 20:15;0,000;0,000;0,000;0,000
01.01.2025 20:15;01.01.2025 20:30;0,000;0,000;0,000;0,000
01.01.2025 20:30;01.01.2025 20:45;0,000;0,000;0,000;0,000
01.01.2025 20:45;01.01.2025 21:00;0,000;0,000;0,000;0,000
01.01.2025 21:00;01.01.2025 21:15;0,000;0,000;0,000;0,000
01.01.2025 21:15;01.01.2025 21:30;0,000;0,000;0,000;0,000
01.01.2025 21:30;01.01.2025 21:45;0,000;0,000;0,000;0,000
01.01.2025 21:45;01.01.2025 22:00;0,000;0,000;0,000;0,000
01.01.2025 22:00;01.01.2025 22:15;0,000;0,000;0,000;0,000
01.01.2025 22:15;01.01.2025 22:30;0,000;0,000;0,000;0,000
01.01.2025 22:30;01.01.2025 22:45;0,000;0,000;0,000;0,000
01.01.2025 22:45;01.01.2025 23:00;0,000;0,000;0,000;0,000
01.01.2025 23:00;01.01.2025 23:15;0,000;0,000;0,000;0,000
01.01.2025 23:15;01.01.2025 23:30;0,000;0,000;0,000;0,000
01.01.2025 23:30;01.01.2025 23:45;0,000;0,000;0,000;0,000
01.01.2025 23:45;02.01.2025 00:00;0,000;0,000;0,000;0,000
02.01.2025 00:00;02.01.2025 00:15;0,000;0,000;0,000;47,750
02.01.2025 00:15;02.01.2025 00:30;0,000;0,000;0,000;47,750
02.01.2025 00:30;02.01.2025 00:45;0,000;0,000;0,000;47,750
02.01.2025 00:45;02.01.2025 01:00;0,000;0,000;0,000;47,750
02.01.2025 01:00;02.01.2025 01:15;0,000;0,000;0,000;43,000
02.01.2025 01:15;02.01.2025 01:30;0,000;0,000;0,000;43,000
02.01.2025 01:30;02.01.2025 01:45;0,000;0,000;0,000;43,000
02.01.2025 01:45;02.01.2025 02:00;0,000;0,000;0,000;43,000
02.01.2025 02:00;02.01.2025 02:15;0,000;0,000;0,000;48,250
02.01.2025 02:15;02.01.2025 02:30;0,000;0,000;0,000;48,250
02.01.2025 02:30;02.01.2025 02:45;0,000;0,000;0,000;48,250
02.01.2025 02:45;02.01.2025 03:00;0,000;0,000;0,000;48,250
02.01.2025 03:00;02.01.2025 03:15;0,000;0,000;0,000;42,000
02.01.2025 03:15;02.01.2025 03:30;0,000;0,000;0,000;42,000
02.01.2025 03:30;02.01.2025 03:45;0,000;0,000;0,000;42,000
02.01.2025 03:45;02.01.2025 04:00;0,000;0,000;0,000;42,000
02.01.2025 04:00;02.01.2025 04:15;0,000;0,000;0,000;0,250
02.01.2025 04:15;02.01.2025 04:30;0,000;0,000;0,000;0,250
02.01.2025 04:30;02.01.2025 04:45;0,000;0,000;0,000;0,250
02.01.2025 04:45;02.01.2025 05:00;0,000;0,000;0,000;0,250
02.01.2025 05:00;02.01.2025 05:15;0,000;0,000;0,000;9,750
02.01.2025 05:15;02.01.2025 05:30;0,000;0,000;0,000;9,750
02.01.2025 05:30;02.01.2025 05:45;0,000;0,000;0,000;9,750
02.01.2025 05:45;02.01.2025 06:00;0,000;0,000;0,000;9,750
02.01.2025 06:00;02.01.2025 06:15;0,000;0,000;0,000;9,500
02.01.2025 06:15;02.01.2025 06:30;0,000;0,000;0,000;9,500
02.01.2025 06:30;02.01.2025 06:45;0,000;0,000;0,000;9,500
02.01.2025 06:45;02.01.2025 07:00;0,000;0,000;0,000;9,500
02.01.2025 07:00;02.01.2025 07:15;0,000;0,000;0,000;9,500
02.01.2025 07:15;02.01.2025 07:30;0,000;0,000;0,000;9,500
02.01.2025 07:30;02.01.2025 07:45;0,000;0,000;0,000;9,500
02.01.2025 07:45;02.01.2025 08:00;0,000;0,000;0,000;9,500
02.01.2025 08:00;02.01.2025 08:15;0,000;0,000;0,000;10,000
02.01.2025 08:15;02.01.2025 08:30;0,000;0,000;0,000;10,000
02.01.2025 08:30;02.01.2025 08:45;0,000;0,000;0,000;10,000
02.01.2025 08:45;02.01.2025 09:00;0,000;0,000;0,000;10,000
02.01.2025 09:00;02.01.2025 09:15;0,000;0,000;0,000;37,500
02.01.2025 09:15;02.01.2025 09:30;0,000;0,000;0,000;37,500
02.01.2025 09:30;02.01.2025 09:45;0,000;0,000;0,000;37,500
02.01.2025 09:45;02.01.2025 10:00;0,000;0,000;0,000;37,500
02.01.2025 10:00;02.01.2025 10:15;0,000;0,000;0,000;47,000
02.01.2025 10:15;02.01.2025 10:30;0,000;0,000;0,000;47,000
02.01.2025 10:30;02.01.2025 10:45;0,000;0,000;0,000;47,000
02.01.2025 10:45;02.01.2025 11:00;0,000;0,000;0,000;47,000
02.01.2025 11:00;02.01.2025 11:15;0,000;0,000;0,000;51,500
02.01.2025 11:15;02.01.2025 11:30;0,000;0,000;0,000;51,500
02.01.2025 11:30;02.01.2025 11:45;0,000;0,000;0,000;51,500
02.01.2025 11:45;02.01.2025 12:00;0,000;0,000;0,000;51,500
02.01.2025 12:00;02.01.2025 12:15;0,000;0,000;0,000;38,750
02.01.2025 12:15;02.01.2025 12:30;0,000;0,000;0,000;38,750
02.01.2025 12:30;02.01.2025 12:45;0,000;0,000;0,000;38,750
02.01.2025 12:45;02.01.2025 13:00;0,000;0,000;0,000;38,750
02.01.2025 13:00;02.01.2025 13:15;0,000;0,000;0,000;29,500
02.01.2025 13:15;02.01.2025 13:30;0,000;0,000;0,000;29,500
02.01.2025 13:30;02.01.2025 13:45;0,000;0,000;0,000;29,500
02.01.2025 13:45;02.01.2025 14:00;0,000;0,000;0,000;29,500
02.01.2025 14:00;02.01.2025 14:15;0,000;0,000;16,750;47,500
02.01.2025 14:15;02.01.2025 14:30;0,000;0,000;16,750;47,500
02.01.2025 14:30;02.01.2025 14:45;0,000;0,000;16,750;47,500
02.01.2025 14:45;02.01.2025 15:00;0,000;0,000;16,750;47,500
02.01.2025 15:00;02.01.2025 15:15;70,750;67,250;67,250;70,750
02.01.2025 15:15;02.01.2025 15:30;70,750;67,250;67,250;70,750
02.01.2025 15:30;02.01.2025 15:45;70,750;67,250;67,250;70,750
02.01.2025 15:45;02.01.2025 16:00;70,750;67,250;67,250;70,750
02.01.2025 16:00;02.01.2025 16:15;74,000;64,250;64,500;73,750
02.01.2025 16:15;02.01.2025 16:30;74,000;64,250;64,500;73,750
02.01.2025 16:30;02.01.2025 16:45;74,000;64,250;64,500;73,750
02.01.2025 16:45;02.01.2025 17:00;74,000;64,250;64,500;73,750
02.01.2025 17:00;02.01.2025 17:15;72,500;64,250;64,250;72,000
02.01.2025 17:15;02.01.2025 17:30;72,500;64,250;64,250;72,000
02.01.2025 17:30;02.01.2025 17:45;72,500;64,250;64,250;72,000
02.01.2025 17:45;02.01.2025 18:00;72,500;64,250;64,250;72,000
02.01.2025 18:00;02.01.2025 18:15;68,750;61,250;61,250;68,500
02.01.2025 18:15;02.01.2025 18:30;68,750;61,250;61,250;68,500
02.01.2025 18:30;02.01.2025 18:45;68,750;61,250;61,250;68,500
02.01.2025 18:45;02.01.2025 19:00;68,750;61,250;61,250;68,500
02.01.2025 19:00;02.01.2025 19:15;63,750;60,500;60,500;63,750
02.01.2025 19:15;02.01.2025 19:30;63,750;60,500;60,500;63,750
02.01.2025 19:30;02.01.2025 19:45;63,750;60,500;60,500;63,750
02.01.2025 19:45;02.01.2025 20:00;63,750;60,500;60,500;63,750
02.01.2025 20:00;02.01.2025 20:15;54,000;56,000;56,000;54,250
02.01.2025 20:15;02.01.2025 20:30;54,000;56,000;56,000;54,250
02.01.2025 20:30;02.01.2025 20:45;54,000;56,000;56,000;54,250
02.01.2025 20:45;02.01.2025 21:00;54,000;56,000;56,000;54,250
02.01.2025 21:00;02.01.2025 21:15;0,500;1,000;1,000;27,750
02.01.2025 21:15;02.01.2025 21:30;0,500;1,000;1,000;27,750
02.01.2025 21:30;02.01.2025 21:45;0,500;1,000;1,000;27,750
02.01.2025 21:45;02.01.2025 22:00;0,500;1,000;1,000;27,750
02.01.2025 22:00;02.01.2025 22:15;0,000;0,000;0,000;17,750
02.01.2025 22:15;02.01.2025 22:30;0,000;0,000;0,000;17,750
02.01.2025 22:30;02.01.2025 22:45;0,000;0,000;0,000;17,750
02.01.2025 22:45;02.01.2025 23:00;0,000;0,000;0,000;17,750
02.01.2025 23:00;02.01.2025 23:15;0,000;0,000;0,000;16,250
02.01.2025 23:15;02.01.2025 23:30;0,000;0,000;0,000;16,250
02.01.2025 23:30;02.01.2025 23:45;0,000;0,000;0,000;16,250
02.01.2025 23:45;03.01.2025 00:00;0,000;0,000;0,000;16,250
03.01.2025 00:00;03.01.2025 00:15;0,000;0,000;0,000;9,000
03.01.2025 00:15;03.01.2025 00:30;0,000;0,000;0,000;9,000
03.01.2025 00:30;03.01.2025 00:45;0,000;0,000;0,000;9,000
03.01.2025 00:45;03.01.2025 01:00;0,000;0,000;0,000;9,000
03.01.2025 01:00;03.01.2025 01:15;0,000;0,000;0,000;0,000
03.01.2025 01:15;03.01.2025 01:30;0,000;0,000;0,000;0,000
03.01.2025 01:30;03.01.2025 01:45;0,000;0,000;0,000;0,000
03.01.2025 01:45;03.01.2025 02:00;0,000;0,000;0,000;0,000
03.01.2025 02:00;03.01.2025 02:15;0,000;0,000;0,000;0,000
03.01.2025 02:15;03.01.2025 02:30;0,000;0,000;0,000;0,000
03.01.2025 02:30;03.01.2025 02:45;0,000;0,000;0,000;0,000
03.01.2025 02:45;03.01.2025 03:00;0,000;0,000;0,000;0,000
03.01.2025 03:00;03.01.2025 03:15;0,000;0,000;0,000;0,000
03.01.2025 03:15;03.01.2025 03:30;0,000;0,000;0,000;0,000
03.01.2025 03:30;03.01.2025 03:45;0,000;0,000;0,000;0,000
03.01.2025 03:45;03.01.2025 04:00;0,000;0,000;0,000;0,000
03.01.2025 04:00;03.01.2025 04:15;0,000;0,000;0,000;0,000
03.01.2025 04:15;03.01.2025 04:30;0,000;0,000;0,000;0,000
03.01.2025 04:30;03.01.2025 04:45;0,000;0,000;0,000;0,000
03.01.2025 04:45;03.01.2025 05:00;0,000;0,000;0,000;0,000
03.01.2025 05:00;03.01.2025 05:15;0,000;0,000;0,000;0,000
03.01.2025 05:15;03.01.2025 05:30;0,000;0,000;0,000;0,000
03.01.2025 05:30;03.01.2025 05:45;0,000;0,000;0,000;0,000
03.01.2025 05:45;03.01.2025 06:00;0,000;0,000;0,000;0,000
03.01.2025 06:00;03.01.2025 06:15;0,000;0,000;0,000;0,000
03.01.2025 06:15;03.01.2025 06:30;0,000;0,000;0,000;0,000
03.01.2025 06:30;03.01.2025 06:45;0,000;0,000;0,000;0,000
03.01.2025 06:45;03.01.2025 07:00;0,000;0,000;0,000;0,000
03.01.2025 07:00;03.01.2025 07:15;0,000;0,000;0,000;0,000
03.01.2025 07:15;03.01.2025 07:30;0,000;0,000;0,000;0,000
03.01.2025 07:30;03.01.2025 07:45;0,000;0,000;0,000;0,000
03.01.2025 07:45;03.01.2025 08:00;0,000;0,000;0,000;0,000
03.01.2025 08:00;03.01.2025 08:15;0,000;0,000;0,000;21,250
03.01.2025 08:15;03.01.2025 08:30;0,000;0,000;0,000;21,250
03.01.2025 08:30;03.01.2025 08:45;0,000;0,000;0,000;21,250
03.01.2025 08:45;03.01.2025 09:00;0,000;0,000;0,000;21,250
03.01.2025 09:00;03.01.2025 09:15;0,000;0,000;0,000;20,250
03.01.2025 09:15;03.01.2025 09:30;0,000;0,000;0,000;20,250
03.01.2025 09:30;03.01.2025 09:45;0,000;0,000;0,000;20,250
03.01.2025 09:45;03.01.2025 10:00;0,000;0,000;0,000;20,250
03.01.2025 10:00;03.01.2025 10:15;0,000;0,000;0,000;0,000
03.01.2025 10:15;03.01.2025 10:30;0,000;0,000;0,000;0,000
03.01.2025 10:30;03.01.2025 10:45;0,000;0,000;0,000;0,000
03.01.2025 10:45;03.01.2025 11:00;0,000;0,000;0,000;0,000
03.01.2025 11:00;03.01.2025 11:15;0,000;0,000;0,000;0,000
03.01.2025 11:15;03.01.2025 11:30;0,000;0,000;0,000;0,000
03.01.2025 11:30;03.01.2025 11:45;0,000;0,000;0,000;0,000
03.01.2025 11:45;03.01.2025 12:00;0,000;0,000;0,000;0,000
03.01.2025 12:00;03.01.2025 12:15;0,000;0,000;0,000;0,000
03.01.2025 12:15;03.01.2025 12:30;0,000;0,000;0,000;0,000
03.01.2025 12:30;03.01.2025 12:45;0,000;0,000;0,000;0,000
03.01.2025 12:45;03.01.2025 13:00;0,000;0,000;0,000;0,000
03.01.2025 13:00;03.01.2025 13:15;0,000;0,000;0,000;0,000
03.01.2025 13:15;03.01.2025 13:30;0,000;0,000;0,000;0,000
03.01.2025 13:30;03.01.2025 13:45;0,000;0,000;0,000;0,000
03.01.2025 13:45;03.01.2025 14:00;0,000;0,000;0,000;0,000
03.01.2025 14:00;03.01.2025 14:15;0,000;0,000;0,000;0,000
03.01.2025 14:15;03.01.2025 14:30;0,000;0,000;0,000;0,000
03.01.2025 14:30;03.01.2025 14:45;0,000;0,000;0,000;0,000
03.01.2025 14:45;03.01.2025 15:00;0,000;0,000;0,000;0,000
03.01.2025 15:00;03.01.2025 15:15;0,000;0,000;0,000;32,250
03.01.2025 15:15;03.01.2025 15:30;0,000;0,000;0,000;32,250
03.01.2025 15:30;03.01.2025 15:45;0,000;0,000;0,000;32,250
03.01.2025 15:45;03.01.2025 16:00;0,000;0,000;0,000;32,250
03.01.2025 16:00;03.01.2025 16:15;0,000;0,000;1,000;24,500
03.01.2025 16:15;03.01.2025 16:30;0,000;0,000;1,000;24,500
03.01.2025 16:30;03.01.2025 16:45;0,000;0,000;1,000;24,500
03.01.2025 16:45;03.01.2025 17:00;0,000;0,000;1,000;24,500
03.01.2025 17:00;03.01.2025 17:15;0,250;52,000;60,750;45,500
03.01.2025 17:15;03.01.2025 17:30;0,250;52,000;60,750;45,500
03.01.2025 17:30;03.01.2025 17:45;0,250;52,000;60,750;45,500
03.01.2025 17:45;03.01.2025 18:00;0,250;52,000;60,750;45,500
03.01.2025 18:00;03.01.2025 18:15;39,750;56,000;56,000;39,750
03.01.2025 18:15;03.01.2025 18:30;39,750;56,000;56,000;39,750
03.01.2025 18:30;03.01.2025 18:45;39,750;56,000;56,000;39,750
03.01.2025 18:45;03.01.2025 19:00;39,750;56,000;56,000;39,750
03.01.2025 19:00;03.01.2025 19:15;38,250;57,500;57,500;38,500
03.01.2025 19:15;03.01.2025 19:30;38,250;57,500;57,500;38,500
03.01.2025 19:30;03.01.2025 19:45;38,250;57,500;57,500;38,500
03.01.2025 19:45;03.01.2025 20:00;38,250;57,500;57,500;38,500
03.01.2025 20:00;03.01.2025 20:15;7,250;38,250;42,750;18,750
03.01.2025 20:15;03.01.2025 20:30;7,250;38,250;42,750;18,750
03.01.2025 20:30;03.01.2025 20:45;7,250;38,250;42,750;18,750
03.01.2025 20:45;03.01.2025 21:00;7,250;38,250;42,750;18,750
03.01.2025 21:00;03.01.2025 21:15;0,000;0,000;1,000;23,750
03.01.2025 21:15;03.01.2025 21:30;0,000;0,000;1,000;23,750
03.01.2025 21:30;03.01.2025 21:45;0,000;0,000;1,000;23,750
03.01.2025 21:45;03.01.2025 22:00;0,000;0,000;1,000;23,750
03.01.2025 22:00;03.01.2025 22:15;0,000;0,000;0,000;0,750
03.01.2025 22:15;03.01.2025 22:30;0,000;0,000;0,000;0,750
03.01.2025 22:30;03.01.2025 22:45;0,000;0,000;0,000;0,750
03.01.2025 22:45;03.01.2025 23:00;0,000;0,000;0,000;0,750
03.01.2025 23:00;03.01.2025 23:15;0,000;0,000;0,000;0,000
03.01.2025 23:15;03.01.2025 23:30;0,000;0,000;0,000;0,000
03.01.2025 23:30;03.01.2025 23:45;0,000;0,000;0,000;0,000
03.01.2025 23:45;04.01.2025 00:00;0,000;0,000;0,000;0,000
04.01.2025 00:00;04.01.2025 00:15;0,000;0,000;0,000;0,000
04.01.2025 00:15;04.01.2025 00:30;0,000;0,000;0,000;0,000
04.01.2025 00:30;04.01.2025 00:45;0,000;0,000;0,000;0,000
04.01.2025 00:45;04.01.2025 01:00;0,000;0,000;0,000;0,000
04.01.2025 01:00;04.01.2025 01:15;0,000;0,000;0,000;0,000
04.01.2025 01:15;04.01.2025 01:30;0,000;0,000;0,000;0,000
04.01.2025 01:30;04.01.2025 01:45;0,000;0,000;0,000;0,000
04.01.2025 01:45;04.01.2025 02:00;0,000;0,000;0,000;0,000
04.01.2025 02:00;04.01.2025 02:15;0,000;0,000;0,000;0,000
04.01.2025 02:15;04.01.2025 02:30;0,000;0,000;0,000;0,000
04.01.2025 02:30;04.01.2025 02:45;0,000;0,000;0,000;0,000
04.01.2025 02:45;04.01.2025 03:00;0,000;0,000;0,000;0,000
04.01.2025 03:00;04.01.2025 03:15;0,000;0,000;0,000;0,000
04.01.2025 03:15;04.01.2025 03:30;0,000;0,000;0,000;0,000
04.01.2025 03:30;04.01.2025 03:45;0,000;0,000;0,000;0,000
04.01.2025 03:45;04.01.2025 04:00;0,000;0,000;0,000;0,000
04.01.2025 04:00;04.01.2025 04:15;0,000;0,000;0,000;0,000
04.01.2025 04:15;04.01.2025 04:30;0,000;0,000;0,000;0,000
04.01.2025 04:30;04.01.2025 04:45;0,000;0,000;0,000;0,000
04.01.2025 04:45;04.01.2025 05:00;0,000;0,000;0,000;0,000
04.01.2025 05:00;04.01.2025 05:15;0,000;0,000;0,000;0,000
04.01.2025 05:15;04.01.2025 05:30;0,000;0,000;0,000;0,000
04.01.2025 05:30;04.01.2025 05:45;0,000;0,000;0,000;0,000
04.01.2025 05:45;04.01.2025 06:00;0,000;0,000;0,000;0,000
04.01.2025 06:00;04.01.2025 06:15;0,000;0,000;0,000;0,000
04.01.2025 06:15;04.01.2025 06:30;0,000;0,000;0,000;0,000
04.01.2025 06:30;04.01.2025 06:45;0,000;0,000;0,000;0,000
04.01.2025 06:45;04.01.2025 07:00;0,000;0,000;0,000;0,000
04.01.2025 07:00;04.01.2025 07:15;0,250;0,000;0,000;0,250
04.01.2025 07:15;04.01.2025 07:30;0,250;0,000;0,000;0,250
04.01.2025 07:30;04.01.2025 07:45;0,250;0,000;0,000;0,250
04.01.2025 07:45;04.01.2025 08:00;0,250;0,000;0,000;0,250
04.01.2025 08:00;04.01.2025 08:15;40,000;58,250;58,250;40,000
04.01.2025 08:15;04.01.2025 08:30;40,000;58,250;58,250;40,000
04.01.2025 08:30;04.01.2025 08:45;40,000;58,250;58,250;40,000
04.01.2025 08:45;04.01.2025 09:00;40,000;58,250;58,250;40,000
04.01.2025 09:00;04.01.2025 09:15;45,500;58,000;58,000;47,500
04.01.2025 09:15;04.01.2025 09:30;45,500;58,000;58,000;47,500
04.01.2025 09:30;04.01.2025 09:45;45,500;58,000;58,000;47,500
04.01.2025 09:45;04.01.2025 10:00;45,500;58,000;58,000;47,500
04.01.2025 10:00;04.01.2025 10:15;0,000;1,750;13,250;41,250
04.01.2025 10:15;04.01.2025 10:30;0,000;1,750;13,250;41,250
04.01.2025 10:30;04.01.2025 10:45;0,000;1,750;13,250;41,250
04.01.2025 10:45;04.01.2025 11:00;0,000;1,750;13,250;41,250
04.01.2025 11:00;04.01.2025 11:15;0,000;0,000;47,500;23,000
04.01.2025 11:15;04.01.2025 11:30;0,000;0,000;47,500;23,000
04.01.2025 11:30;04.01.2025 11:45;0,000;0,000;47,500;23,000
04.01.2025 11:45;04.01.2025 12:00;0,000;0,000;47,500;23,000
04.01.2025 12:00;04.01.2025 12:15;0,000;0,000;0,000;32,750
04.01.2025 12:15;04.01.2025 12:30;0,000;0,000;0,000;32,750
04.01.2025 12:30;04.01.2025 12:45;0,000;0,000;0,000;32,750
04.01.2025 12:45;04.01.2025 13:00;0,000;0,000;0,000;32,750
04.01.2025 13:00;04.01.2025 13:15;0,000;0,000;0,250;39,750
04.01.2025 13:15;04.01.2025 13:30;0,000;0,000;0,250;39,750
04.01.2025 13:30;04.01.2025 13:45;0,000;0,000;0,250;39,750
04.01.2025 13:45;04.01.2025 14:00;0,000;0,000;0,250;39,750
04.01.2025 14:00;04.01.2025 14:15;23,750;39,000;55,500;36,000
04.01.2025 14:15;04.01.2025 14:30;23,750;39,000;55,500;36,000
04.01.2025 14:30;04.01.2025 14:45;23,750;39,000;55,500;36,000
04.01.2025 14:45;04.01.2025 15:00;23,750;39,000;55,500;36,000
04.01.2025 15:00;04.01.2025 15:15;68,500;68,000;68,000;68,000
04.01.2025 15:15;04.01.2025 15:30;68,500;68,000;68,000;68,000
04.01.2025 15:30;04.01.2025 15:45;68,500;68,000;68,000;68,000
04.01.2025 15:45;04.01.2025 16:00;68,500;68,000;68,000;68,000
04.01.2025 16:00;04.01.2025 16:15;63,500;64,500;64,250;63,500
04.01.2025 16:15;04.01.2025 16:30;63,500;64,500;64,250;63,500
04.01.2025 16:30;04.01.2025 16:45;63,500;64,500;64,250;63,500
04.01.2025 16:45;04.01.2025 17:00;63,500;64,500;64,250;63,500
04.01.2025 17:00;04.01.2025 17:15;67,500;65,750;65,750;67,250
04.01.2025 17:15;04.01.2025 17:30;67,500;65,750;65,750;67,250
04.01.2025 17:30;04.01.2025 17:45;67,500;65,750;65,750;67,250
04.01.2025 17:45;04.01.2025 18:00;67,500;65,750;65,750;67,250
04.01.2025 18:00;04.01.2025 18:15;64,750;64,000;64,000;64,750
04.01.2025 18:15;04.01.2025 18:30;64,750;64,000;64,000;64,750
04.01.2025 18:30;04.01.2025 18:45;64,750;64,000;64,000;64,750
04.01.2025 18:45;04.01.2025 19:00;64,750;64,000;64,000;64,750
04.01.2025 19:00;04.01.2025 19:15;54,000;35,500;49,750;54,250
