Datum von;Datum bis;Generation_DE T1 [MW] Berechnete Auflösungen;Generation_DE T4 [MW] Berechnete Auflösungen;Generation_DE GTKW [MW] Berechnete Auflösungen
Keine Daten für gegebene Anfrage
