,intercept_scaled,mef_scaled
2022-12-30 23:00:00+00:00,-0.0023974837899351795,0.6639151852301759
2022-12-30 23:15:00+00:00,-0.00766204460364772,0.6585734109018174
2022-12-30 23:30:00+00:00,-0.007640738323678297,0.6585690389380906
2022-12-30 23:45:00+00:00,-0.007606843477251859,0.6586007880958191
2022-12-31 00:00:00+00:00,-0.0024618537837056303,0.65918668318351
2022-12-31 00:15:00+00:00,0.0007988290041724414,0.7760562525888371
2022-12-31 00:30:00+00:00,0.0008208321069241509,0.7758306110875814
2022-12-31 00:45:00+00:00,0.000602662381352183,0.7669140467924701
2022-12-31 01:00:00+00:00,-0.003130953481112987,0.658984924087328
2022-12-31 01:15:00+00:00,0.0008749254387117228,0.7760157519879077
2022-12-31 01:30:00+00:00,0.0008818725059808142,0.7763576932542854
2022-12-31 01:45:00+00:00,0.0008789573954337788,0.7764313011988588
2022-12-31 02:00:00+00:00,-0.0036340272145323495,0.6587469854578248
2022-12-31 02:15:00+00:00,-0.0037289630300042526,0.6638751191464867
2022-12-31 02:30:00+00:00,-0.004574198794848552,0.6593680112939179
2022-12-31 02:45:00+00:00,0.0007763969475920134,0.7743843910061436
2022-12-31 03:00:00+00:00,-0.0046031194976914845,0.6593513954306697
2022-12-31 03:15:00+00:00,0.0008466919868102683,0.7759398574397749
2022-12-31 03:30:00+00:00,0.0008657479525527152,0.7763843297819527
2022-12-31 03:45:00+00:00,0.0015150658824474392,0.7776043393548879
2022-12-31 04:00:00+00:00,-0.005233325211713229,0.659368960559903
2022-12-31 04:15:00+00:00,0.00059012336713141,0.7703155931138197
2022-12-31 04:30:00+00:00,0.0005561490433784237,0.7686874338847103
2022-12-31 04:45:00+00:00,0.00157334748906907,0.7773442467054432
2022-12-31 05:00:00+00:00,-0.007664108982081004,0.658867584033486
2022-12-31 05:15:00+00:00,0.001164281942534295,0.7765660264632258
2022-12-31 05:30:00+00:00,0.0009279265559880897,0.7760526558839806
2022-12-31 05:45:00+00:00,0.0008756841191744505,0.7758981511999082
2022-12-31 06:00:00+00:00,-0.008278601819625009,0.6591718479485107
2022-12-31 06:15:00+00:00,-0.007969847768240437,0.6644167937214718
2022-12-31 06:30:00+00:00,-0.00853357313508595,0.659191797917979
2022-12-31 06:45:00+00:00,-0.008615369741037085,0.6592476995236475
