datetime,total_emissions,estimated_emissions
2022-12-23 23:15:00+00:00,-2.446804114687298,
2022-12-23 23:30:00+00:00,-0.6345262873596338,
2022-12-23 23:45:00+00:00,-0.22489235214138295,
2022-12-24 00:00:00+00:00,1.131312498242786,
2022-12-24 00:15:00+00:00,-0.35589203700813477,
2022-12-24 00:30:00+00:00,-0.461939400947883,
2022-12-24 00:45:00+00:00,-0.4711810012912184,
2022-12-24 01:00:00+00:00,1.4224229090577842,
2022-12-24 01:15:00+00:00,-0.10960338785829932,
2022-12-24 01:30:00+00:00,-0.7505083716684667,
2022-12-24 01:45:00+00:00,0.2658366260896177,
2022-12-24 02:00:00+00:00,0.1988350236004489,
2022-12-24 02:15:00+00:00,0.005454536416201226,
2022-12-24 02:30:00+00:00,-0.46124628092213366,
2022-12-24 02:45:00+00:00,0.08978413954912008,
2022-12-24 03:00:00+00:00,-0.26601747366922096,
2022-12-24 03:15:00+00:00,-0.34826771672488116,
2022-12-24 03:30:00+00:00,0.4102366314542012,
2022-12-24 03:45:00+00:00,-0.0497640256352178,
2022-12-24 04:00:00+00:00,3.5710949888827916,
2022-12-24 04:15:00+00:00,-0.006097464012965453,
2022-12-24 04:30:00+00:00,0.4222507119005341,
2022-12-24 04:45:00+00:00,1.3002027445172017,
2022-12-24 05:00:00+00:00,5.3933075365795355,
2022-12-24 05:15:00+00:00,3.396659782402365,
2022-12-24 05:30:00+00:00,2.5524395910388757,
2022-12-24 05:45:00+00:00,2.1945586177432865,
2022-12-24 06:00:00+00:00,-0.8045717336769649,
2022-12-24 06:15:00+00:00,2.1326398954429466,
2022-12-24 06:30:00+00:00,1.6218104364652037,
2022-12-24 06:45:00+00:00,2.5607570313478685,
2022-12-24 07:00:00+00:00,-3.4950326336298905,
2022-12-24 07:15:00+00:00,3.6466450716895467,
2022-12-24 07:30:00+00:00,1.4868830714525336,
2022-12-24 07:45:00+00:00,0.980674412646453,
2022-12-24 08:00:00+00:00,-1.6039701633753074,
2022-12-24 08:15:00+00:00,0.12259182076795512,
2022-12-24 08:30:00+00:00,0.5428535963810296,
2022-12-24 08:45:00+00:00,0.12305390078512136,
2022-12-24 09:00:00+00:00,-0.35612307701671786,
