datetime,lignite_generation,hard_coal_generation,fossil_gas_generation,other_conventional_generation,lignite_emissions,hard_coal_emissions,fossil_gas_emissions,other_conventional_emission,total_generation,delta_generation,total_emissions,delta_emissions
2023-01-11 14:00:00+00:00,4.75,264.75,227.0,70.0,5.2231,237.1528,204.8355,121.6446,566.5,1.0,568.86,10.460000000000036
2023-01-11 14:15:00+00:00,4.75,264.75,226.25,70.0,5.1987,236.1823,203.0333,120.2297,565.75,-0.75,564.64,-4.220000000000027
2023-01-11 14:30:00+00:00,4.75,263.5,225.0,70.0,5.1743,234.1012,200.7923,118.8148,563.25,-2.5,558.88,-5.759999999999991
2023-01-11 14:45:00+00:00,4.75,264.25,226.25,70.0,5.1499,233.7989,200.7824,117.3999,565.25,2.0,557.13,-1.75
2023-01-11 15:00:00+00:00,4.75,271.0,232.75,79.75,5.101,239.1763,199.5218,129.5514,588.25,23.0,573.35,16.220000000000027
2023-01-11 15:15:00+00:00,4.75,272.25,230.75,79.75,5.0934,239.0369,200.5611,129.7402,587.5,-0.75,574.43,1.0799999999999272
2023-01-11 15:30:00+00:00,4.75,274.0,232.0,79.75,5.0857,239.3228,204.4162,129.9291,590.5,3.0,578.75,4.32000000000005
2023-01-11 15:45:00+00:00,4.75,275.0,234.25,79.75,5.0781,238.9411,209.1942,130.1179,593.75,3.25,583.33,4.580000000000041
2023-01-11 16:00:00+00:00,4.75,274.0,244.25,78.75,5.14,238.8391,226.722,130.7283,601.75,8.0,601.43,18.09999999999991
2023-01-11 16:15:00+00:00,4.75,276.5,247.75,78.75,5.0861,238.4236,229.2628,129.5455,607.75,6.0,602.32,0.8900000000001
2023-01-11 16:30:00+00:00,4.75,275.25,251.25,78.75,5.0322,234.7629,231.7835,128.3627,610.0,2.25,599.94,-2.3799999999999955
2023-01-11 16:45:00+00:00,4.75,276.0,252.75,78.75,4.9783,232.8126,232.4449,127.18,612.25,2.25,597.42,-2.5200000000000955
2023-01-11 17:00:00+00:00,4.75,275.0,251.25,79.0,4.9035,230.1021,234.4819,125.4768,610.0,-2.25,594.96,-2.4599999999999227
2023-01-11 17:15:00+00:00,4.75,269.25,251.25,79.0,4.8658,222.2855,230.9963,124.9468,604.25,-5.75,583.09,-11.870000000000005
2023-01-11 17:30:00+00:00,4.75,253.25,251.25,79.0,4.8281,206.2496,227.5107,124.4168,588.25,-16.0,563.01,-20.08000000000004
2023-01-11 17:45:00+00:00,4.75,239.5,247.5,79.0,4.7905,192.3781,220.6815,123.8868,570.75,-17.5,541.74,-21.269999999999982
2023-01-11 18:00:00+00:00,4.75,230.25,246.75,79.0,4.9174,179.8444,196.2345,122.7577,560.75,-10.0,503.75,-37.99000000000001
2023-01-11 18:15:00+00:00,4.75,219.5,247.0,79.0,4.7712,170.8193,206.8195,122.6361,550.25,-10.5,505.05,1.3000000000000114
2023-01-11 18:30:00+00:00,4.75,217.75,246.25,79.0,4.625,168.8339,216.5462,122.5145,547.75,-2.5,512.52,7.46999999999997
2023-01-11 18:45:00+00:00,4.75,215.75,245.75,79.0,4.4788,166.6654,226.4401,122.3929,545.25,-2.5,519.98,7.460000000000036
2023-01-11 19:00:00+00:00,4.75,211.25,210.0,79.5,4.1395,161.105,205.8272,123.8792,505.5,-39.75,494.95,-25.03000000000003
2023-01-11 19:15:00+00:00,4.75,208.5,205.5,79.5,4.1394,159.4058,209.6225,123.2013,498.25,-7.25,496.37,1.420000000000016
2023-01-11 19:30:00+00:00,4.75,206.75,205.5,79.5,4.1393,158.4626,217.8283,122.5234,496.5,-1.75,502.95,6.579999999999984
2023-01-11 19:45:00+00:00,4.75,205.75,206.75,79.5,4.1393,158.0889,227.4091,121.8455,496.75,0.25,511.48,8.53000000000003
2023-01-11 20:00:00+00:00,4.75,201.5,195.5,80.0,4.136,152.7868,238.9248,123.4485,481.75,-15.0,519.3,7.819999999999936
2023-01-11 20:15:00+00:00,4.75,219.25,194.5,80.0,4.1381,168.3011,236.0098,121.7687,498.5,16.75,530.22,10.920000000000073
2023-01-11 20:30:00+00:00,4.75,241.5,192.5,80.0,4.1401,187.6446,231.9075,120.0889,518.75,20.25,543.78,13.559999999999945
2023-01-11 20:45:00+00:00,4.75,247.5,186.0,80.0,4.1422,194.6268,222.4579,118.4091,518.25,-0.5,539.64,-4.139999999999986
2023-01-11 21:00:00+00:00,4.25,250.0,175.0,80.75,3.5566,204.7243,198.4788,114.6716,510.0,-8.25,521.43,-18.210000000000036
2023-01-11 21:15:00+00:00,4.25,251.75,174.5,80.75,3.6594,204.8929,202.6367,115.1697,511.25,1.25,526.36,4.930000000000064
2023-01-11 21:30:00+00:00,4.25,251.0,175.0,80.75,3.7621,203.0219,207.9558,115.6678,511.0,-0.25,530.41,4.0499999999999545
2023-01-11 21:45:00+00:00,4.25,249.5,175.0,80.75,3.8649,200.5555,212.6943,116.1658,509.5,-1.5,533.28,2.8700000000000045
2023-01-11 22:00:00+00:00,3.25,242.75,172.5,80.25,3.0513,192.6228,216.4675,119.597,498.75,-10.75,531.74,-1.5399999999999636
2023-01-11 22:15:00+00:00,3.25,243.25,172.5,80.25,3.1275,192.6885,220.1655,117.6636,499.25,0.5,533.65,1.9099999999999682
2023-01-11 22:30:00+00:00,3.25,243.25,172.25,80.25,3.2037,192.3573,223.5391,115.7302,499.0,-0.25,534.83,1.1800000000000637
2023-01-11 22:45:00+00:00,3.25,241.5,171.25,80.25,3.2799,190.6447,225.9125,113.7969,496.25,-2.75,533.63,-1.2000000000000455
2023-01-11 23:00:00+00:00,3.25,227.75,191.5,80.5,3.3269,176.0626,263.6752,109.4047,503.0,6.75,552.47,18.840000000000032
2023-01-11 23:15:00+00:00,3.25,218.25,191.5,80.5,3.4302,170.7104,263.4235,109.4622,493.5,-9.5,547.03,-5.440000000000055
2023-01-11 23:30:00+00:00,3.25,203.5,191.75,80.5,3.5335,161.0304,263.5154,109.5198,479.0,-14.5,537.6,-9.42999999999995
2023-01-11 23:45:00+00:00,3.25,189.25,191.75,80.5,3.6368,151.4815,263.2634,109.5774,464.75,-14.25,527.96,-9.639999999999986
2023-01-12 00:00:00+00:00,3.25,186.75,191.0,80.5,4.0637,158.0584,261.2914,110.0653,461.5,-3.25,533.48,5.519999999999982
2023-01-12 00:15:00+00:00,3.25,186.25,191.0,80.5,3.9642,154.7494,261.502,109.8362,461.0,-0.5,530.05,-3.4300000000000637
2023-01-12 00:30:00+00:00,3.25,184.25,191.0,80.5,3.8646,150.2328,261.7127,109.607,459.0,-2.0,525.42,-4.6299999999999955
2023-01-12 00:45:00+00:00,3.25,186.5,191.0,80.5,3.7651,149.1777,261.9234,109.3779,461.25,2.25,524.24,-1.17999999999995
2023-01-12 01:00:00+00:00,3.25,188.0,190.25,80.5,3.5226,139.3653,261.4793,108.5806,462.0,0.75,512.95,-11.289999999999964
2023-01-12 01:15:00+00:00,3.25,186.75,190.75,80.5,3.5282,141.126,262.1272,108.7321,461.25,-0.75,515.51,2.5599999999999454
2023-01-12 01:30:00+00:00,3.25,186.5,190.75,80.5,3.5337,143.6208,262.088,108.8836,461.0,-0.25,518.13,2.6200000000000045
2023-01-12 01:45:00+00:00,3.25,187.5,191.75,80.5,3.5392,147.089,263.4226,109.0352,463.0,2.0,523.09,4.960000000000036
2023-01-12 02:00:00+00:00,3.25,190.5,190.75,80.0,3.5463,153.6181,261.2082,108.8291,464.5,1.5,527.2,4.110000000000014
2023-01-12 02:15:00+00:00,3.25,190.5,190.75,80.0,3.5508,155.6124,261.7031,108.7668,464.5,0.0,529.63,2.42999999999995
2023-01-12 02:30:00+00:00,3.25,190.5,190.75,80.0,3.5553,157.6066,262.1981,108.7045,464.5,0.0,532.06,2.42999999999995
2023-01-12 02:45:00+00:00,3.25,191.0,190.75,80.0,3.5598,160.0198,262.693,108.6422,465.0,0.5,534.91,2.8500000000000227
2023-01-12 03:00:00+00:00,3.25,197.25,190.25,74.25,3.4248,168.6214,262.2171,100.435,465.0,0.0,534.7,-0.2099999999999227
2023-01-12 03:15:00+00:00,3.25,197.75,190.25,74.25,3.5224,170.3592,262.9013,100.6044,465.5,0.5,537.39,2.689999999999941
2023-01-12 03:30:00+00:00,3.25,197.0,190.25,74.25,3.62,171.0186,263.5856,100.7739,464.75,-0.75,539.0,1.6100000000000136
2023-01-12 03:45:00+00:00,3.25,197.25,190.75,74.25,3.7175,172.5427,264.9644,100.9434,465.5,0.75,542.17,3.169999999999959
2023-01-12 04:00:00+00:00,3.25,202.5,193.75,71.75,3.8557,171.75,281.9251,97.4301,471.25,5.75,554.96,12.790000000000077
2023-01-12 04:15:00+00:00,3.25,205.5,196.5,71.75,3.9373,180.1724,278.5048,97.7805,477.0,5.75,560.4,5.439999999999941
2023-01-12 04:30:00+00:00,3.25,209.5,197.25,71.75,4.019,189.6717,272.1177,98.131,481.75,4.75,563.94,3.5400000000000773
2023-01-12 04:45:00+00:00,3.25,212.0,198.0,71.75,4.1006,197.9989,265.6739,98.4815,485.0,3.25,566.25,2.3099999999999454
2023-01-12 05:00:00+00:00,4.75,214.75,202.0,72.25,6.6749,223.5577,260.1109,100.1556,493.75,8.75,590.5,24.25
2023-01-12 05:15:00+00:00,4.75,221.25,206.75,72.25,6.4293,226.0866,261.5133,100.0903,505.0,11.25,594.12,3.6200000000000045
2023-01-12 05:30:00+00:00,4.75,221.75,212.75,72.25,6.1838,222.3502,264.2518,100.025,511.5,6.5,592.81,-1.3100000000000591
2023-01-12 05:45:00+00:00,4.75,226.75,212.75,72.25,5.9382,223.0207,259.401,99.9596,516.5,5.0,588.32,-4.489999999999895
2023-01-12 06:00:00+00:00,4.75,226.0,222.0,71.75,5.5592,217.441,259.3286,99.5457,524.5,8.0,581.87,-6.4500000000000455
2023-01-12 06:15:00+00:00,4.75,228.0,242.5,71.75,5.4387,215.6558,282.6569,99.2525,547.0,22.5,603.0,21.129999999999995
2023-01-12 06:30:00+00:00,4.75,232.0,246.75,71.75,5.3183,215.6647,286.9811,98.9593,555.25,8.25,606.92,3.919999999999959
2023-01-12 06:45:00+00:00,4.75,236.25,247.75,71.75,5.1979,215.7718,287.512,98.6662,560.5,5.25,607.15,0.2300000000000182
2023-01-12 07:00:00+00:00,4.75,236.5,247.0,76.5,4.8891,208.6602,285.3276,99.647,564.75,4.25,598.52,-8.629999999999995
2023-01-12 07:15:00+00:00,4.75,224.75,246.75,76.5,4.9047,197.014,284.8528,102.8304,552.75,-12.0,589.6,-8.919999999999959
2023-01-12 07:30:00+00:00,4.75,213.25,247.5,76.5,4.9203,185.7193,285.5319,106.0138,542.0,-10.75,582.19,-7.409999999999968
2023-01-12 07:45:00+00:00,4.75,212.75,248.0,76.5,4.9359,184.0728,285.9218,109.1973,542.0,0.0,584.13,1.9399999999999409
2023-01-12 08:00:00+00:00,4.75,211.75,245.0,79.0,4.8868,178.9133,283.7274,123.2061,540.5,-1.5,590.73,6.600000000000023
2023-01-12 08:15:00+00:00,4.75,212.75,245.75,79.0,4.9457,180.6853,283.4397,122.1451,542.25,1.75,591.22,0.4900000000000091
2023-01-12 08:30:00+00:00,4.75,211.75,244.0,79.0,5.0046,180.7587,280.2733,121.0841,539.5,-2.75,587.12,-4.100000000000023
2023-01-12 08:45:00+00:00,4.75,211.0,243.75,79.0,5.0635,181.0379,278.8392,120.0232,538.5,-1.0,584.96,-2.159999999999968
2023-01-12 09:00:00+00:00,4.75,203.5,264.0,79.75,5.2344,180.7206,306.1154,119.9607,552.0,13.5,612.03,27.069999999999936
2023-01-12 09:15:00+00:00,4.75,203.25,263.25,79.75,5.2215,177.9154,300.497,119.0138,551.0,-1.0,602.65,-9.379999999999995
2023-01-12 09:30:00+00:00,4.75,202.0,268.0,79.75,5.2087,174.2539,301.0846,118.0669,554.5,3.5,598.61,-4.039999999999964
2023-01-12 09:45:00+00:00,4.75,203.0,268.25,79.75,5.1958,172.5365,296.5265,117.12,555.75,1.25,591.38,-7.230000000000018
2023-01-12 10:00:00+00:00,4.75,218.25,271.0,80.5,5.1656,179.9997,283.1797,116.6015,574.5,18.75,584.95,-6.42999999999995
2023-01-12 10:15:00+00:00,4.75,252.25,270.25,80.5,5.1644,207.1606,285.4532,116.1187,607.75,33.25,613.9,28.949999999999932
2023-01-12 10:30:00+00:00,4.75,260.25,269.75,80.5,5.1632,212.8224,287.9765,115.6359,615.25,7.5,621.6,7.7000000000000455
2023-01-12 10:45:00+00:00,4.75,260.0,267.75,80.5,5.162,211.7106,288.8702,115.1531,613.0,-2.25,620.9,-0.7000000000000455
2023-01-12 11:00:00+00:00,4.75,261.5,267.25,81.0,4.9748,214.9879,293.32,113.1159,614.5,1.5,626.4,5.5
2023-01-12 11:15:00+00:00,4.75,261.0,267.25,81.0,5.0976,211.6607,295.1516,114.1493,614.0,-0.5,626.06,-0.34000000000003183
2023-01-12 11:30:00+00:00,4.75,260.5,266.75,81.0,5.2204,208.3446,296.4276,115.1827,613.0,-1.0,625.18,-0.8799999999999955
2023-01-12 11:45:00+00:00,4.75,259.75,268.5,81.0,5.3433,204.8426,300.2124,116.2161,614.0,1.0,626.61,1.4300000000000637
2023-01-12 12:00:00+00:00,4.75,261.5,268.5,81.25,5.674,192.9776,307.5294,117.8362,616.0,2.0,624.02,-2.590000000000032
2023-01-12 12:15:00+00:00,4.75,261.25,267.75,81.25,5.6703,196.9311,304.9076,118.7608,615.0,-1.0,626.27,2.25
2023-01-12 12:30:00+00:00,4.75,258.5,266.25,81.25,5.6667,198.9526,301.4464,119.6853,610.75,-4.25,625.75,-0.5199999999999818
2023-01-12 12:45:00+00:00,4.75,258.0,266.25,81.25,5.663,202.6544,299.6935,120.6099,610.25,-0.5,628.62,2.8700000000000045
2023-01-12 13:00:00+00:00,4.75,251.75,271.5,81.25,5.8703,201.1807,303.716,120.6627,609.25,-1.0,631.43,2.8099999999999454
2023-01-12 13:15:00+00:00,4.75,250.5,272.0,81.25,5.726,204.8513,302.5989,122.1975,608.5,-0.75,635.37,3.9400000000000546
2023-01-12 13:30:00+00:00,4.75,249.5,272.0,81.25,5.5816,208.6843,300.9225,123.7322,607.5,-1.0,638.92,3.5499999999999545
2023-01-12 13:45:00+00:00,4.75,249.25,273.0,81.25,5.4372,213.1214,300.3462,125.267,608.25,0.75,644.17,5.25
2023-01-12 14:00:00+00:00,4.75,234.0,270.5,81.5,4.9933,206.3613,292.0758,128.2998,590.75,-17.5,631.73,-12.43999999999994
2023-01-12 14:15:00+00:00,4.75,209.0,270.0,81.5,5.0628,187.6388,292.4721,129.179,565.25,-25.5,614.35,-17.379999999999995
2023-01-12 14:30:00+00:00,4.75,190.25,269.0,81.5,5.1323,173.8315,292.3215,130.0581,545.5,-19.75,601.34,-13.009999999999991
2023-01-12 14:45:00+00:00,4.75,186.25,268.5,81.5,5.2018,173.1394,292.7091,130.9373,541.0,-4.5,601.99,0.6499999999999773
2023-01-12 15:00:00+00:00,4.75,188.25,269.0,81.25,5.5738,184.8147,297.3318,132.5878,543.25,2.25,620.31,18.319999999999936
2023-01-12 15:15:00+00:00,4.75,190.75,267.25,81.25,5.4455,185.7156,294.2525,132.7046,544.0,0.75,618.12,-2.189999999999941
2023-01-12 15:30:00+00:00,4.75,193.75,269.0,81.25,5.3172,187.0584,295.0268,132.8213,548.75,4.75,620.22,2.1000000000000227
2023-01-12 15:45:00+00:00,4.75,195.0,269.75,81.25,5.189,186.6771,294.6937,132.9381,550.75,2.0,619.5,-0.7200000000000273
2023-01-12 16:00:00+00:00,4.75,193.75,273.0,80.25,4.8164,192.3905,301.1457,135.5863,551.75,1.0,633.94,14.440000000000055
2023-01-12 16:15:00+00:00,4.75,195.5,273.0,80.25,4.8628,186.9201,297.2936,132.9227,553.5,1.75,622.0,-11.940000000000055
2023-01-12 16:30:00+00:00,4.75,196.0,276.0,80.25,4.9092,180.1717,296.6662,130.259,557.0,3.5,612.01,-9.990000000000009
2023-01-12 16:45:00+00:00,4.75,199.75,276.25,80.25,4.9557,176.254,293.0369,127.5953,561.0,4.0,601.84,-10.169999999999959
2023-01-12 17:00:00+00:00,4.5,199.25,278.75,80.75,4.9216,158.9232,283.3897,124.6623,563.25,2.25,571.9,-29.940000000000055
2023-01-12 17:15:00+00:00,4.5,198.5,278.5,80.75,4.8454,158.3833,284.9713,122.8911,562.25,-1.0,571.09,-0.8099999999999454
2023-01-12 17:30:00+00:00,4.5,193.5,278.0,80.75,4.7692,154.4506,286.2921,121.1199,556.75,-5.5,566.63,-4.460000000000036
2023-01-12 17:45:00+00:00,4.5,191.5,275.0,80.75,4.6931,152.9104,285.0153,119.3487,551.75,-5.0,561.97,-4.659999999999968
2023-01-12 18:00:00+00:00,4.5,189.0,270.75,80.75,4.6077,149.5301,273.4582,113.4066,545.0,-6.75,541.0,-20.970000000000027
2023-01-12 18:15:00+00:00,4.5,188.0,270.0,80.75,4.5424,149.755,280.473,114.5167,543.25,-1.75,549.29,8.289999999999964
2023-01-12 18:30:00+00:00,4.5,186.5,270.5,80.75,4.477,149.5681,288.779,115.6268,542.25,-1.0,558.45,9.160000000000082
2023-01-12 18:45:00+00:00,4.5,184.5,269.0,80.75,4.4117,148.9613,294.9212,116.7369,538.75,-3.5,565.03,6.579999999999927
2023-01-12 19:00:00+00:00,4.25,187.25,234.25,62.75,4.0819,153.0891,273.1985,92.9566,488.5,-50.25,523.33,-41.69999999999993
2023-01-12 19:15:00+00:00,4.25,186.0,231.5,62.75,4.039,152.5042,271.0701,92.9337,484.5,-4.0,520.55,-2.7800000000000864
2023-01-12 19:30:00+00:00,4.25,184.0,225.25,62.75,3.9961,151.2968,264.8015,92.9109,476.25,-8.25,513.01,-7.539999999999964
2023-01-12 19:45:00+00:00,4.25,180.75,225.75,62.75,3.9532,149.0492,266.4414,92.888,473.5,-2.75,512.33,-0.67999999999995
2023-01-12 20:00:00+00:00,2.5,180.0,201.25,60.5,2.3023,148.5245,232.5166,89.4748,444.25,-29.25,472.82,-39.51000000000005
2023-01-12 20:15:00+00:00,2.5,179.75,200.75,60.5,2.2767,148.9603,236.8483,89.4931,443.5,-0.75,477.58,4.759999999999991
2023-01-12 20:30:00+00:00,2.5,179.75,199.25,60.5,2.2511,149.6023,239.9512,89.5115,442.0,-1.5,481.32,3.740000000000009
2023-01-12 20:45:00+00:00,2.5,180.25,199.25,60.5,2.2255,150.6622,244.8239,89.5298,442.5,0.5,487.24,5.920000000000016
2023-01-12 21:00:00+00:00,2.25,176.5,188.75,61.25,1.7705,152.2981,244.2101,91.3142,428.75,-13.75,489.59,2.349999999999966
2023-01-12 21:15:00+00:00,2.25,175.75,188.5,61.25,1.8881,149.5438,243.7632,90.8955,427.75,-1.0,486.09,-3.5
2023-01-12 21:30:00+00:00,2.25,176.5,188.75,61.25,2.0057,148.0657,243.9629,90.4768,428.75,1.0,484.51,-1.579999999999984
2023-01-12 21:45:00+00:00,2.25,177.0,188.5,61.25,2.1233,146.363,243.5163,90.0581,429.0,0.25,482.06,-2.4499999999999886
2023-01-12 22:00:00+00:00,2.25,183.25,188.75,62.25,2.4292,148.8699,239.7468,90.7842,436.5,7.5,481.83,-0.2300000000000182
2023-01-12 22:15:00+00:00,2.25,189.25,188.5,62.25,2.4525,151.9442,241.9575,90.5789,442.25,5.75,486.93,5.100000000000023
2023-01-12 22:30:00+00:00,2.25,196.25,188.75,62.25,2.4759,155.6976,244.81,90.3736,449.5,7.25,493.36,6.430000000000007
2023-01-12 22:45:00+00:00,2.25,191.75,186.0,62.25,2.4993,150.3036,243.738,90.1682,442.25,-7.25,486.71,-6.650000000000034
2023-01-12 23:00:00+00:00,2.25,183.75,170.0,56.25,2.6629,134.3186,224.5197,79.8932,412.25,-30.0,441.39,-45.31999999999999
2023-01-12 23:15:00+00:00,2.25,184.5,169.5,56.25,2.5937,138.4807,226.5675,80.6417,412.5,0.25,448.28,6.889999999999986
2023-01-12 23:30:00+00:00,2.25,187.0,171.25,56.25,2.5244,144.0199,231.6428,81.3903,416.75,4.25,459.58,11.300000000000011
2023-01-12 23:45:00+00:00,2.25,187.5,171.0,56.25,2.4552,148.0776,234.0368,82.1388,417.0,0.25,466.71,7.1299999999999955
2023-01-13 00:00:00+00:00,2.25,174.5,172.0,56.0,2.2337,149.6846,241.2986,83.8628,404.75,-12.25,477.08,10.370000000000005
2023-01-13 00:15:00+00:00,2.25,164.5,172.0,56.0,2.2732,139.4055,242.0914,83.7401,394.75,-10.0,467.51,-9.569999999999993
2023-01-13 00:30:00+00:00,2.25,174.5,172.0,56.0,2.3126,146.0753,242.8843,83.6173,404.75,10.0,474.89,7.3799999999999955
2023-01-13 00:45:00+00:00,2.25,180.75,170.5,56.0,2.352,149.438,241.552,83.4946,409.5,4.75,476.84,1.9499999999999886
2023-01-13 01:00:00+00:00,2.25,190.5,169.75,56.25,2.4538,150.7877,242.5432,85.0206,418.75,9.25,480.81,3.9700000000000273
2023-01-13 01:15:00+00:00,2.25,202.0,169.5,56.25,2.4545,161.1984,242.13,84.047,430.0,11.25,489.83,9.019999999999982
2023-01-13 01:30:00+00:00,2.25,206.75,173.0,56.25,2.4551,166.3278,247.0725,83.0734,438.25,8.25,498.93,9.100000000000023
2023-01-13 01:45:00+00:00,2.25,206.0,173.0,56.25,2.4557,167.0584,247.0153,82.0998,437.5,-0.75,498.63,-0.30000000000001137
2023-01-13 02:00:00+00:00,2.25,206.25,171.25,55.5,2.4258,169.4092,241.1687,78.2426,435.25,-2.25,491.25,-7.3799999999999955
2023-01-13 02:15:00+00:00,2.25,206.0,172.5,55.5,2.4467,170.0709,245.0788,78.5273,436.25,1.0,496.12,4.8700000000000045
2023-01-13 02:30:00+00:00,2.25,205.75,172.5,55.5,2.4677,170.7305,247.2286,78.8121,436.0,-0.25,499.24,3.1200000000000045
2023-01-13 02:45:00+00:00,2.25,205.25,172.25,55.5,2.4886,171.1795,249.017,79.0968,435.25,-0.75,501.78,2.5399999999999636
2023-01-13 03:00:00+00:00,2.25,200.0,168.0,49.75,2.4875,169.0075,258.0758,70.3353,420.0,-15.25,499.91,-1.8699999999999477
2023-01-13 03:15:00+00:00,2.25,187.75,168.75,49.75,2.5239,158.6047,252.6807,71.1422,408.5,-11.5,484.95,-14.960000000000036
2023-01-13 03:30:00+00:00,2.25,183.0,170.25,49.75,2.5602,154.5423,248.3214,71.9492,405.25,-3.25,477.37,-7.579999999999984
2023-01-13 03:45:00+00:00,2.25,168.25,172.75,49.75,2.5966,142.0403,245.2655,72.7561,393.0,-12.25,462.66,-14.70999999999998
2023-01-13 04:00:00+00:00,3.25,173.5,172.5,48.5,3.8071,141.9284,235.4349,72.2096,397.75,4.75,453.38,-9.28000000000003
2023-01-13 04:15:00+00:00,3.25,173.5,178.75,48.5,3.8601,144.8746,239.655,72.7025,404.0,6.25,461.09,7.7099999999999795
2023-01-13 04:30:00+00:00,3.25,174.5,180.25,48.5,3.913,148.6728,237.3197,73.1953,406.5,2.5,463.1,2.0100000000000477
2023-01-13 04:45:00+00:00,3.25,174.75,180.25,48.5,3.966,151.8532,232.9734,73.6882,406.75,0.25,462.48,-0.6200000000000045
2023-01-13 05:00:00+00:00,4.75,183.25,185.75,55.0,6.0941,167.174,234.9664,84.0376,428.75,22.0,492.27,29.789999999999964
2023-01-13 05:15:00+00:00,4.75,182.75,188.0,55.0,6.029,166.8791,234.0363,84.6687,430.5,1.75,491.61,-0.6599999999999682
2023-01-13 05:30:00+00:00,4.75,186.5,191.75,55.0,5.9639,170.4679,234.853,85.2998,438.0,7.5,496.58,4.96999999999997
2023-01-13 05:45:00+00:00,4.75,186.75,195.75,55.0,5.8989,170.8611,235.8203,85.9309,442.25,4.25,498.51,1.9300000000000068
2023-01-13 06:00:00+00:00,4.75,199.0,215.25,54.25,5.9467,186.5728,255.1045,87.2597,473.25,31.0,534.88,36.370000000000005
2023-01-13 06:15:00+00:00,4.75,205.0,223.0,54.25,5.8091,189.4302,259.9801,86.6488,487.0,13.75,541.87,6.990000000000009
2023-01-13 06:30:00+00:00,4.75,208.0,225.75,54.25,5.6715,189.3939,258.8236,86.0379,492.75,5.75,539.93,-1.9400000000000546
2023-01-13 06:45:00+00:00,4.75,204.5,220.0,54.25,5.5339,183.4458,247.9799,85.427,483.5,-9.25,522.39,-17.539999999999964
2023-01-13 07:00:00+00:00,4.75,207.25,235.0,58.75,5.1799,182.3663,253.6261,90.349,505.75,22.25,531.52,9.129999999999995
2023-01-13 07:15:00+00:00,4.75,209.5,250.25,58.75,5.1993,182.1938,270.3018,90.7077,523.25,17.5,548.4,16.879999999999995
2023-01-13 07:30:00+00:00,4.75,211.0,254.75,58.75,5.2186,181.3306,275.3833,91.0663,529.25,6.0,553.0,4.600000000000023
2023-01-13 07:45:00+00:00,4.75,218.75,253.75,58.75,5.2379,185.7435,274.5223,91.4249,536.0,6.75,556.93,3.92999999999995
2023-01-13 08:00:00+00:00,4.75,216.5,253.0,61.0,5.2944,183.3633,293.8329,96.0428,535.25,-0.75,578.53,21.600000000000023
2023-01-13 08:15:00+00:00,4.75,216.0,254.0,61.0,5.2893,179.5911,281.8555,95.925,535.75,0.5,562.66,-15.870000000000005
2023-01-13 08:30:00+00:00,4.75,210.0,250.75,61.0,5.2842,171.3467,265.2784,95.8072,526.5,-9.25,537.72,-24.93999999999994
2023-01-13 08:45:00+00:00,4.75,209.25,250.75,61.0,5.279,167.4906,252.3077,95.6894,525.75,-0.75,520.77,-16.950000000000045
2023-01-13 09:00:00+00:00,4.75,202.0,284.5,61.5,5.6343,149.5961,245.9061,97.6052,552.75,27.0,498.74,-22.029999999999973
2023-01-13 09:15:00+00:00,4.75,201.5,296.0,61.5,5.3889,152.3194,260.9134,96.6536,563.75,11.0,515.28,16.539999999999964
2023-01-13 09:30:00+00:00,4.75,200.75,308.5,61.5,5.1435,154.8345,277.2129,95.7019,575.5,11.75,532.89,17.610000000000014
2023-01-13 09:45:00+00:00,4.75,202.5,323.0,61.5,4.8981,159.2932,295.7719,94.7503,591.75,16.25,554.71,21.82000000000005
2023-01-13 10:00:00+00:00,4.75,208.25,314.5,62.0,4.0834,168.3875,308.826,93.8806,589.5,-2.25,575.18,20.469999999999914
2023-01-13 10:15:00+00:00,4.75,215.75,318.5,62.0,4.2603,177.0913,308.5383,93.4125,601.0,11.5,583.3,8.120000000000005
2023-01-13 10:30:00+00:00,4.75,214.75,326.0,62.0,4.4372,178.8977,311.489,92.9443,607.5,6.5,587.77,4.470000000000027
2023-01-13 10:45:00+00:00,4.75,208.5,351.25,62.0,4.6141,176.2418,330.9661,92.4762,626.5,19.0,604.3,16.529999999999973
2023-01-13 11:00:00+00:00,4.75,202.75,403.75,62.25,5.0418,183.6133,370.3294,91.5738,673.5,47.0,650.56,46.25999999999999
2023-01-13 11:15:00+00:00,4.75,203.5,414.5,62.25,5.0821,180.4106,378.1255,91.65,685.0,11.5,655.27,4.710000000000036
2023-01-13 11:30:00+00:00,4.75,203.25,424.5,62.25,5.1225,176.3119,385.1341,91.7261,694.75,9.75,658.29,3.019999999999982
2023-01-13 11:45:00+00:00,4.75,203.5,419.0,62.25,5.1628,172.6469,378.0578,91.8023,689.5,-5.25,647.67,-10.620000000000005
2023-01-13 12:00:00+00:00,4.75,203.5,433.5,62.5,5.0557,159.3324,375.6844,92.7899,704.25,14.75,632.86,-14.809999999999945
2023-01-13 12:15:00+00:00,4.75,203.75,446.75,62.5,5.1956,162.2669,394.2109,92.505,717.75,13.5,654.18,21.319999999999936
2023-01-13 12:30:00+00:00,4.75,203.25,421.75,62.5,5.3356,164.6008,378.8003,92.2202,692.25,-25.5,640.96,-13.219999999999914
2023-01-13 12:45:00+00:00,4.75,202.25,415.5,62.5,5.4755,166.5095,379.7377,91.9354,685.0,-7.25,643.66,2.699999999999932
