timestamp,Hydro pumped storage consumption,Cross border electricity trading,Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil coal-derived gas,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load,Residual load,Renewable share of load,Renewable share of generation,deprecated
2024-12-31 23:00:00+00:00,-720.5,-11166.1,1706.2,4075.3,3267.6,2890.5,382.1,668.7,4139.5,23.8,108.6,453.1,211.7,997.3,2415.1,32060.2,0.0,48412.1,13936.9,84.4,76.5,False
2024-12-31 23:15:00+00:00,-828.9,-11166.1,1721.0,3943.3,3281.4,2628.4,382.2,568.0,4125.5,23.8,160.7,838.4,211.7,997.0,2601.3,31922.3,0.0,47534.7,13011.1,85.9,76.5,False
2024-12-31 23:30:00+00:00,-940.4,-10936.5,1720.6,3882.6,3278.1,2602.5,382.2,567.1,4086.5,23.8,75.1,435.4,211.8,997.1,2542.3,31920.9,0.0,47573.4,13110.3,85.4,77.1,False
2024-12-31 23:45:00+00:00,-979.7,-10936.5,1751.2,3854.1,3309.5,2589.8,382.2,579.2,4141.6,23.9,58.0,105.9,211.7,998.6,2450.0,31982.0,0.0,47446.9,13014.9,85.6,77.4,False
2025-01-01 00:00:00+00:00,-658.1,-12252.4,1723.3,3919.8,3848.7,2582.7,382.2,570.7,3960.2,24.0,58.5,367.0,211.6,1002.6,2252.6,32334.3,0.0,47200.3,12613.4,86.4,76.6,False
2025-01-01 00:15:00+00:00,-856.8,-12252.4,1687.0,3870.1,3874.1,2601.4,382.2,560.2,3718.8,23.9,30.2,84.9,211.6,992.6,2510.0,32564.7,0.0,46926.8,11852.1,87.7,77.5,False
2025-01-01 00:30:00+00:00,-1319.7,-12237.3,1709.1,3866.5,3701.2,2593.9,382.2,567.5,3700.6,23.9,55.5,124.7,211.5,1004.0,2410.5,32711.5,0.0,46816.4,11694.4,88.1,77.8,False
2025-01-01 00:45:00+00:00,-1566.6,-12237.3,1728.5,3870.5,3600.3,2599.3,382.2,581.0,3831.0,23.9,55.4,0.30000000000000004,211.5,1003.2,2407.9,32781.2,0.0,46525.8,11336.6,88.9,77.9,False
2025-01-01 01:00:00+00:00,-1625.8,-10352.9,1693.8,3832.8,3324.3,2597.8,382.2,564.1,3678.6,23.9,35.1,3.8,211.5,997.4,2676.4,32844.0,0.0,46239.0,10718.6,89.9,78.7,False
2025-01-01 01:15:00+00:00,-2103.8,-10352.9,1680.4,3858.8,3270.7,2601.3,382.2,532.4,3722.1,23.9,17.3,0.2,211.9,996.9,2663.9,32979.8,0.0,45860.0,10216.3,90.9,78.8,False
2025-01-01 01:30:00+00:00,-2521.5,-9978.0,1707.8,3857.1,3280.9,2589.4,382.1,543.0,3708.2,23.9,40.3,0.2,211.8,1000.4,2586.3,32773.4,0.0,45637.9,10278.2,90.9,78.7,False
2025-01-01 01:45:00+00:00,-2749.0,-9939.9,1686.5,3870.8,3243.0,2581.3,382.1,513.1,3715.8,24.1,23.0,0.2,211.7,998.0,2529.9,32755.8,0.0,45453.2,10167.5,91.0,78.7,False
2025-01-01 02:00:00+00:00,-2226.0,-8998.3,1682.0,3867.5,3247.2,2588.5,382.1,502.7,3682.1,24.2,21.9,306.0,211.9,987.1,1805.2,31821.3,0.0,44889.3,11262.9,88.4,77.6,False
2025-01-01 02:15:00+00:00,-2531.3,-8993.8,1678.0,3862.4,3237.5,2525.0,382.2,488.4,3748.2,24.2,22.8,81.6,211.5,990.0,1746.9,31712.1,0.0,44878.9,11420.0,88.1,77.9,False
2025-01-01 02:30:00+00:00,-2773.6,-8836.2,1664.8,3846.9,3235.2,2473.8,382.2,490.6,3800.4,24.1,15.1,0.2,211.5,995.6,1640.6,32027.8,0.0,44397.8,10729.4,89.4,78.1,False
2025-01-01 02:45:00+00:00,-3049.1,-8832.4,1661.4,3854.3,3243.9,2485.0,382.1,496.2,3811.9,24.2,9.3,0.2,211.4,994.6,1544.3,32326.4,0.0,44327.8,10457.1,90.0,78.2,False
2025-01-01 03:00:00+00:00,-4082.6,-7935.8,1666.1,3848.9,3265.6,2473.8,382.1,487.8,3813.8,24.2,60.3,10.4,211.5,983.2,1424.0,32158.6,0.0,43738.2,10155.6,90.7,78.0,False
2025-01-01 03:15:00+00:00,-4682.1,-7981.2,1665.6,3833.0,3255.8,2484.6,382.2,475.9,3822.0,24.3,17.6,1.6,211.5,999.9,1379.3,32045.1,0.0,43811.5,10387.2,90.0,78.0,False
2025-01-01 03:30:00+00:00,-4746.9,-7816.6,1668.6,3822.8,3247.4,2468.1,382.2,467.4,3785.6,24.3,21.9,1.3,211.6,998.1,1296.6,32195.5,8.7,43583.4,10082.6,90.7,78.1,False
2025-01-01 03:45:00+00:00,-4753.3,-7810.6,1655.8,3821.9,3239.2,2432.2,382.2,465.5,3815.3,24.3,12.9,0.1,211.6,994.6,1211.1,32413.1,8.6,43371.2,9738.4,91.4,78.2,False
2025-01-01 04:00:00+00:00,-5098.7,-7680.1,1649.6,3815.0,3228.7,2295.6,382.2,469.1,3905.6,24.2,9.4,0.0,211.5,1007.8,1267.0,32526.8,9.2,43999.4,10196.4,90.4,78.3,False
2025-01-01 04:15:00+00:00,-5187.1,-7680.4,1657.3,3826.5,3239.4,2279.7,382.2,470.8,3929.3,24.2,11.0,0.0,211.5,998.9,1230.5,32555.6,8.4,43837.0,10042.4,90.8,78.3,False
2025-01-01 04:30:00+00:00,-5207.9,-7750.5,1658.6,3837.4,3247.4,2294.8,382.2,462.3,3925.6,24.1,10.7,0.0,211.5,999.5,1166.7,32722.3,8.4,43794.0,9896.5,91.1,78.3,False
2025-01-01 04:45:00+00:00,-5156.0,-7746.4,1661.0,3853.6,3237.4,2302.2,382.2,462.4,3929.9,24.1,12.3,0.0,211.6,992.3,987.6,32784.3,8.4,43724.1,9943.7,91.0,78.3,False
2025-01-01 05:00:00+00:00,-4926.8,-9645.9,1661.3,3872.7,3257.1,2241.1,382.2,477.9,3919.2,24.0,44.7,19.0,209.8,1001.3,935.1,34484.0,9.9,43408.7,7979.6,95.6,79.0,False
2025-01-01 05:15:00+00:00,-4966.0,-9647.2,1669.0,3867.9,3256.8,2205.0,382.2,468.1,3907.1,23.9,45.3,34.2,209.6,995.1,1006.0,34411.1,10.0,43168.7,7741.7,96.2,79.1,False
2025-01-01 05:30:00+00:00,-4906.5,-9715.1,1671.7,3860.7,3250.5,2115.0,382.2,452.6,3942.6,23.9,34.4,12.9,209.6,989.9,1102.9,34361.1,10.1,43146.7,7672.6,96.3,79.2,False
2025-01-01 05:45:00+00:00,-5008.4,-9728.2,1681.6,3878.0,3242.6,2095.4,382.2,464.9,3970.3,23.9,84.4,1.4,209.6,1002.8,1103.6,34606.6,10.2,42979.3,7258.9,97.4,79.4,False
2025-01-01 06:00:00+00:00,-3272.0,-11681.8,1694.4,3911.7,3292.8,1982.2,382.2,455.6,3954.8,23.9,181.9,322.8,209.6,999.5,1257.5,34980.1,10.3,43201.8,6953.9,98.5,79.3,False
2025-01-01 06:15:00+00:00,-3121.8,-11681.8,1689.7,3910.2,3269.5,1886.7,382.2,474.6,3910.7,23.1,163.6,22.9,209.5,994.1,1269.5,35049.4,10.5,43500.7,7171.2,97.9,80.0,False
2025-01-01 06:30:00+00:00,-2638.4,-11747.4,1655.6,3858.8,3246.5,1897.4,382.2,461.4,3879.1,23.0,151.2,23.1,209.6,997.3,1345.9,35201.3,11.0,43625.8,7067.5,97.9,80.1,False
2025-01-01 06:45:00+00:00,-2339.9,-11747.4,1667.5,3928.2,3254.5,1820.3,382.1,462.6,3815.0,23.0,106.2,11.4,209.5,1001.5,1366.7,35156.2,15.5,43770.9,7232.5,97.6,80.3,False
2025-01-01 07:00:00+00:00,-1758.6,-11136.1,1675.6,3993.0,3244.5,1802.1,382.2,455.6,3766.5,23.0,104.6,23.7,209.5,995.3,2305.8,34873.4,41.4,45071.2,7850.5,96.5,80.7,False
2025-01-01 07:15:00+00:00,-2284.9,-11176.6,1676.2,4019.0,3246.6,1813.7,382.2,454.3,3587.8,22.9,108.3,66.9,209.5,991.5,2509.1,34831.0,198.1,45572.8,8034.6,96.2,81.0,False
2025-01-01 07:30:00+00:00,-2429.7,-11150.5,1673.6,4020.9,3266.3,1748.1,382.2,450.3,3466.2,22.8,135.8,68.9,209.4,986.0,2439.0,34537.0,886.6,45796.2,7933.5,96.5,81.4,False
2025-01-01 07:45:00+00:00,-2570.4,-11150.5,1676.9,4004.5,3265.3,1734.9,382.2,458.7,3522.9,22.7,87.3,66.8,209.5,1001.5,2422.2,34481.0,1626.1,46196.5,7667.2,97.0,81.5,False
2025-01-01 08:00:00+00:00,-3940.2,-10328.8,1692.0,4014.8,3248.0,1743.5,382.2,457.2,3530.9,22.5,107.6,27.3,209.5,1001.0,2238.3,33747.8,2485.5,46896.1,8424.5,95.5,81.6,False
2025-01-01 08:15:00+00:00,-4136.4,-10358.6,1718.7,4008.0,3255.7,1738.4,382.2,452.2,3531.3,22.4,149.6,41.0,209.5,1002.3,2102.1,33591.3,3365.2,47342.4,8283.9,96.0,81.8,False
2025-01-01 08:30:00+00:00,-4066.9,-10500.2,1709.4,4024.7,3255.7,1743.3,382.2,456.3,3529.1,22.2,165.4,56.6,209.6,996.9,2020.1,33548.3,4325.6,47845.2,7951.2,96.8,82.0,False
2025-01-01 08:45:00+00:00,-4158.5,-10504.1,1712.8,4025.4,3253.3,1752.4,382.2,475.9,3503.0,22.1,52.8,37.4,209.5,996.4,2015.5,33696.3,5239.2,48636.7,7685.6,97.1,82.3,False
2025-01-01 09:00:00+00:00,-5490.9,-12240.5,1725.9,3980.7,3285.7,1748.7,382.2,493.1,3522.9,21.9,119.3,45.0,206.2,996.9,2169.6,34772.4,6159.8,49367.3,6265.6,100.1,82.9,False
2025-01-01 09:15:00+00:00,-5524.3,-12244.2,1737.8,3962.4,3287.1,1753.1,382.2,514.4,3501.4,21.6,47.1,25.4,205.7,999.9,2189.3,35276.0,7099.9,49920.7,5355.4,101.8,83.3,False
2025-01-01 09:30:00+00:00,-5664.6,-12187.2,1743.7,3910.6,3288.7,1767.2,382.2,492.5,3483.4,21.5,108.3,34.5,205.7,997.9,2033.5,35336.5,7975.1,50204.3,4859.3,102.8,83.5,False
2025-01-01 09:45:00+00:00,-5849.5,-12165.2,1750.1,3916.7,3290.3,1770.2,382.2,493.2,3509.3,21.2,45.5,2.4,205.6,998.1,2073.1,35225.4,8871.0,50861.0,4691.4,103.0,83.7,False
2025-01-01 10:00:00+00:00,-5737.5,-12666.3,1766.3,3957.4,3286.1,1759.7,382.2,522.6,3504.6,20.8,66.7,32.1,205.1,994.9,1840.3,35340.5,9687.9,51451.8,4583.1,103.3,83.9,False
2025-01-01 10:15:00+00:00,-5555.6,-12673.3,1770.1,3961.2,3281.1,1765.5,382.2,537.2,3481.3,20.6,61.0,45.7,203.9,997.3,1855.8,35003.6,10435.4,51985.6,4690.9,103.1,84.0,False
2025-01-01 10:30:00+00:00,-5522.7,-12663.8,1765.0,3967.3,3279.3,1766.4,382.2,540.2,3491.6,20.5,72.3,45.8,203.9,995.6,1852.2,34810.5,10937.6,52395.7,4795.5,102.9,84.0,False
2025-01-01 10:45:00+00:00,-5521.0,-12663.8,1759.2,3917.9,3274.4,1768.7,382.2,551.9,3474.1,20.3,60.8,93.2,204.0,1000.9,1855.8,34565.9,11349.6,52523.9,4752.5,102.8,84.0,False
2025-01-01 11:00:00+00:00,-5293.7,-13972.5,1797.6,3927.8,3315.0,1769.9,382.2,559.2,3357.6,20.1,95.7,29.3,203.9,985.7,2034.1,35214.6,11500.8,53075.3,4325.8,103.7,84.5,False
2025-01-01 11:15:00+00:00,-5567.0,-13973.5,1784.0,3870.7,3309.2,1765.7,382.2,530.8,3154.4,20.3,109.0,88.7,203.7,976.0,2150.2,35622.1,11581.9,53079.5,3725.3,104.8,84.8,False
2025-01-01 11:30:00+00:00,-5525.8,-13973.5,1775.7,3841.8,3284.8,1762.4,382.2,531.5,3154.4,20.8,96.8,17.7,203.7,994.7,2194.2,35872.3,11582.6,53125.5,3476.3,105.1,85.0,False
2025-01-01 11:45:00+00:00,-5686.3,-13973.5,1792.7,3925.6,3284.8,1757.4,382.2,548.3,3149.5,20.8,92.3,79.3,203.7,993.3,2201.5,35823.7,11410.9,53231.3,3795.3,104.7,84.9,False
2025-01-01 12:00:00+00:00,-5629.0,-14633.0,1795.7,3913.7,3275.1,1761.1,382.2,562.4,3132.4,20.8,108.2,172.8,203.8,1004.6,2299.4,36445.6,11066.1,52812.4,3001.4,106.3,84.9,False
2025-01-01 12:15:00+00:00,-5382.8,-14660.3,1781.3,3841.4,3272.6,1770.5,382.2,534.2,3199.4,20.8,53.8,138.9,203.7,993.4,2618.3,36346.0,10558.3,51808.7,2286.2,107.5,84.8,False
2025-01-01 12:30:00+00:00,-5228.2,-14656.0,1776.6,3855.8,3245.0,1769.2,382.2,520.2,3200.4,21.0,130.1,89.9,203.8,988.0,2787.3,36583.0,9865.2,51546.8,2311.3,107.7,84.8,False
2025-01-01 12:45:00+00:00,-5299.0,-14656.0,1769.7,3884.1,3234.3,1757.9,382.2,491.2,3202.2,20.8,129.5,159.2,203.8,988.2,3055.1,36953.9,9065.8,51267.7,2192.9,108.0,84.8,False
2025-01-01 13:00:00+00:00,-5049.3,-13477.4,1752.7,3848.1,3248.5,1765.1,382.2,473.3,3189.9,20.7,97.3,20.6,203.8,979.7,3002.8,36867.8,8108.5,51031.1,3051.9,106.1,84.7,False
2025-01-01 13:15:00+00:00,-5239.3,-13483.7,1746.6,3922.5,3291.4,1742.0,382.1,499.9,3184.2,20.6,37.6,167.4,203.8,995.9,3293.8,37206.6,7246.6,50704.1,2957.2,106.4,84.4,False
2025-01-01 13:30:00+00:00,-5056.2,-13483.7,1730.4,3909.3,3327.1,1744.9,382.2,479.8,3179.8,20.7,104.7,79.7,203.9,997.2,3553.9,37826.9,6233.4,50651.9,3037.7,106.3,84.4,False
2025-01-01 13:45:00+00:00,-4712.8,-13483.7,1710.6,3843.0,3358.1,1754.6,382.2,488.3,3148.1,20.7,120.5,83.7,203.8,997.6,4002.9,38219.9,5207.3,50665.4,3235.2,105.8,84.4,False
2025-01-01 14:00:00+00:00,-3601.8,-13092.9,1693.6,3831.2,3365.1,1748.6,382.2,496.0,3137.0,20.9,60.8,41.1,199.1,1005.8,4450.4,38872.4,4139.6,51659.0,4196.6,103.7,84.4,False
2025-01-01 14:15:00+00:00,-3320.8,-13092.9,1719.2,3925.6,3362.5,1752.5,382.2,498.3,3160.8,20.9,69.3,42.2,198.3,983.9,4643.5,39942.6,3096.2,51698.6,4016.3,104.2,84.5,False
2025-01-01 14:30:00+00:00,-3073.5,-13156.1,1717.0,3951.2,3377.5,1770.8,382.2,514.6,3167.1,21.2,70.4,11.9,198.2,981.6,4802.6,40669.7,2094.1,51789.1,4222.6,103.9,84.4,False
2025-01-01 14:45:00+00:00,-2587.2,-13156.1,1705.4,3997.4,3349.9,1726.2,382.1,553.2,3155.8,21.2,192.5,293.1,198.3,994.9,4554.7,41023.0,1219.2,52205.4,5408.6,101.9,83.9,False
2025-01-01 15:00:00+00:00,-1472.3,-12662.1,1696.5,3983.2,3403.7,1726.1,382.2,572.6,3169.2,21.5,122.1,269.6,198.0,1011.4,4611.2,40231.0,540.7,52806.8,7423.9,97.9,83.5,False
2025-01-01 15:15:00+00:00,-1395.9,-12663.6,1716.3,4102.0,3393.1,1770.1,382.2,560.1,3213.1,21.8,83.8,416.8,198.2,1004.0,4917.0,40547.0,137.7,53268.2,7666.5,97.6,83.3,False
2025-01-01 15:30:00+00:00,-959.9,-12670.5,1722.7,4139.7,3416.0,1910.1,382.2,575.1,3217.4,22.1,188.1,387.4,197.8,1008.5,4876.8,41085.7,32.9,54211.7,8216.4,96.9,83.2,False
2025-01-01 15:45:00+00:00,-574.4,-12670.5,1709.8,4160.0,3431.3,1976.4,382.2,565.2,3201.9,22.3,130.0,654.7,196.2,1007.2,4476.8,41125.9,21.5,55431.8,9807.6,94.0,82.7,False
2025-01-01 16:00:00+00:00,-499.3,-13536.6,1728.1,4200.2,3391.2,2011.7,382.2,551.3,3242.0,22.3,123.3,331.2,196.3,1006.4,4499.5,41732.3,20.6,55093.4,8841.0,95.8,83.2,False
2025-01-01 16:15:00+00:00,-513.3,-13536.6,1721.2,4225.9,3358.5,2166.8,382.2,564.1,3239.2,21.9,100.8,322.4,196.1,1006.2,4885.6,42634.8,20.2,55523.9,7983.3,97.4,83.4,False
2025-01-01 16:30:00+00:00,-541.0,-13624.2,1715.1,4227.7,3331.2,2293.7,382.2,561.9,3243.0,22.2,114.1,413.1,196.0,1009.6,4945.4,42873.3,16.7,56059.3,8223.9,97.0,83.2,False
2025-01-01 16:45:00+00:00,-512.0,-13624.2,1715.9,4260.3,3329.4,2406.9,382.2,557.8,3250.0,22.3,51.4,506.9,196.1,1014.6,4909.3,42991.0,15.4,56412.6,8496.8,96.5,83.0,False
2025-01-01 17:00:00+00:00,-470.1,-14037.0,1717.0,4252.8,3315.3,2477.9,382.2,541.4,3235.4,22.3,37.0,574.2,196.0,1009.3,4050.0,43120.6,14.7,56492.4,9307.1,95.1,82.7,False
2025-01-01 17:15:00+00:00,-443.8,-14037.0,1705.2,4235.9,3297.1,2513.8,382.2,517.9,3236.1,22.3,28.8,525.8,196.0,1007.8,3858.2,43138.4,14.2,56059.1,9048.3,95.4,82.7,False
2025-01-01 17:30:00+00:00,-415.6,-14037.0,1713.6,4275.5,3307.1,2551.3,382.2,500.1,3251.0,22.2,27.9,646.0,196.1,995.3,3722.6,42857.7,13.6,55847.6,9253.7,95.1,82.4,False
2025-01-01 17:45:00+00:00,-462.6,-14037.0,1710.6,4283.0,3298.0,2638.6,382.2,530.5,3277.0,22.1,25.3,317.6,196.0,1007.2,3582.1,42818.8,13.5,55295.7,8881.2,95.7,82.6,False
2025-01-01 18:00:00+00:00,-808.2,-13579.5,1732.4,4256.8,3312.0,2647.4,382.2,539.2,3296.6,22.1,67.7,540.3,196.1,1007.2,3548.2,42462.7,12.8,55446.3,9422.6,94.8,82.1,False
2025-01-01 18:15:00+00:00,-765.2,-13579.5,1751.7,4245.5,3336.5,2646.6,382.2,510.2,3292.0,22.0,142.2,507.4,196.2,1006.0,3504.9,42214.6,12.0,54864.8,9133.3,95.5,82.1,False
2025-01-01 18:30:00+00:00,-704.4,-13579.3,1708.9,4235.0,3323.2,2646.1,382.2,509.0,3280.8,22.0,87.6,367.7,196.1,993.9,3477.2,42085.8,11.0,54692.6,9118.5,95.3,82.3,False
2025-01-01 18:45:00+00:00,-991.4,-13579.3,1705.8,4234.1,3322.8,2663.4,382.2,506.0,3247.8,22.0,54.9,380.1,196.1,998.8,3456.6,41821.7,10.9,54021.1,8732.0,95.9,82.2,False
2025-01-01 19:00:00+00:00,-1242.6,-14325.8,1704.6,4167.4,3259.1,2697.3,382.2,513.0,3198.4,21.9,39.9,596.3,196.2,983.8,3974.9,41861.7,12.9,53227.5,7378.0,98.2,82.1,False
2025-01-01 19:15:00+00:00,-1293.0,-14325.8,1702.4,4180.7,3214.4,2750.5,382.2,514.2,3156.7,21.8,27.9,495.1,196.3,964.6,4052.1,41509.1,11.4,52970.5,7397.9,98.1,82.3,False
2025-01-01 19:30:00+00:00,-1518.3,-14325.8,1693.0,4154.2,3208.1,2783.3,382.2,531.6,3122.8,21.7,31.9,312.0,196.3,981.6,3996.3,41296.6,11.6,52344.1,7039.6,98.7,82.4,False
2025-01-01 19:45:00+00:00,-1694.6,-14325.8,1690.0,4151.7,3214.5,2828.5,382.2,514.0,3126.1,21.8,22.9,214.4,196.4,981.1,3894.5,41335.2,11.7,51563.4,6322.0,100.1,82.4,False
2025-01-01 20:00:00+00:00,-1611.7,-14115.1,1686.8,4103.6,3210.3,2829.7,382.2,527.0,3120.8,21.8,20.4,552.0,196.4,1002.9,4055.7,40943.5,11.0,51529.6,6519.5,99.6,81.9,False
2025-01-01 20:15:00+00:00,-1464.3,-14115.1,1683.9,4104.7,3211.7,2840.8,382.2,520.0,3133.1,22.3,56.2,435.8,196.4,1019.5,4166.0,40350.6,10.6,51071.3,6544.0,99.6,81.9,False
2025-01-01 20:30:00+00:00,-1409.3,-14115.1,1683.1,4097.3,3205.0,2901.0,382.2,511.6,3133.4,22.0,57.3,412.6,196.5,995.8,3980.1,39965.8,10.8,50362.5,6405.8,99.9,81.7,False
2025-01-01 20:45:00+00:00,-1608.4,-14115.0,1680.5,4098.5,3211.5,2897.5,382.2,485.3,3136.7,22.0,54.8,824.3,196.5,997.0,3716.3,39867.0,10.5,49780.2,6186.4,100.3,81.1,False
2025-01-01 21:00:00+00:00,-626.3,-14328.5,1701.1,4066.4,3214.8,2900.9,382.1,462.0,3099.3,22.4,86.0,825.6,196.5,1001.3,3986.2,38473.3,0.0,49452.7,6993.2,98.7,80.8,False
2025-01-01 21:15:00+00:00,-1012.1,-14328.5,1689.8,4067.0,3200.5,2943.7,382.2,470.3,3103.8,22.8,31.8,460.8,196.6,1000.6,4010.3,38572.8,0.0,49192.6,6609.5,99.3,81.2,False
2025-01-01 21:30:00+00:00,-1205.4,-14328.4,1682.9,4052.4,3201.9,2971.5,382.2,488.0,3102.4,22.9,28.5,460.7,196.6,1008.9,3706.0,38639.9,0.0,48326.6,5980.6,100.6,81.1,False
2025-01-01 21:45:00+00:00,-1468.3,-14328.4,1670.2,4030.0,3208.0,2976.7,382.2,504.4,3105.5,23.0,17.9,494.9,196.6,1007.5,3711.6,38601.9,0.0,47410.6,5097.2,102.4,81.0,False
2025-01-01 22:00:00+00:00,-1294.5,-16288.3,1686.0,3979.6,3185.9,2980.7,382.2,503.4,3091.3,23.0,71.1,700.7,196.6,1009.2,3977.5,38884.8,0.0,47091.8,4229.4,104.3,80.9,False
2025-01-01 22:15:00+00:00,-1153.8,-16289.3,1689.2,3958.8,3192.1,2980.6,382.2,490.9,3082.4,23.3,46.2,444.0,196.7,1001.0,3916.9,38740.2,0.0,46790.6,4133.4,104.4,81.2,False
2025-01-01 22:30:00+00:00,-1492.0,-16304.8,1672.8,3949.0,3205.7,2969.2,382.2,500.1,3108.6,23.3,29.5,319.3,196.7,986.7,4283.8,38433.2,0.0,45454.9,2738.0,107.5,81.4,False
2025-01-01 22:45:00+00:00,-1741.1,-16304.8,1671.2,3927.6,3218.6,2958.1,382.2,530.4,3113.1,23.3,22.5,486.4,196.8,1001.7,4280.6,38032.4,0.0,44668.5,2355.6,108.4,80.9,False
2025-01-01 23:00:00+00:00,-2057.1,-17365.7,1656.0,3787.8,3380.9,3045.4,366.3,664.9,3151.7,23.3,88.7,502.8,196.8,1002.5,4196.9,37645.9,0.0,44869.8,3027.1,106.7,80.2,False
2025-01-01 23:15:00+00:00,-1846.4,-17365.7,1680.1,3849.7,3461.0,3140.4,366.2,493.9,3161.1,23.4,118.0,735.9,196.8,987.5,3989.4,36820.8,0.0,44617.6,3807.4,105.2,79.5,False
2025-01-01 23:30:00+00:00,-2084.2,-17365.7,1671.9,3870.8,3459.0,3096.3,366.2,495.8,3161.1,23.3,98.0,733.0,196.8,971.0,3988.9,36585.2,0.0,43681.3,3107.3,106.9,79.5,False
2025-01-01 23:45:00+00:00,-1949.7,-17365.7,1672.7,3868.0,3525.1,3038.9,366.2,482.4,3051.9,23.3,103.9,800.4,196.8,984.5,3956.8,35745.9,0.0,43236.5,3533.8,106.0,79.3,False
2025-01-02 00:00:00+00:00,-2563.4,-17350.7,1678.1,3853.5,3753.0,2936.9,366.1,485.8,2960.2,23.5,97.6,685.2,196.9,982.2,4597.0,35517.8,0.0,42330.3,2215.4,109.2,79.5,False
2025-01-02 00:15:00+00:00,-2512.9,-17350.7,1665.4,3844.6,3828.4,2817.7,366.2,488.9,2950.4,23.5,32.0,339.6,196.8,973.6,4743.6,35570.4,0.0,42129.2,1815.2,110.0,80.1,False
2025-01-02 00:30:00+00:00,-2261.9,-17350.7,1659.5,3827.1,3904.9,2733.4,366.2,500.2,2931.7,23.5,31.1,334.9,196.7,996.8,4787.6,35385.9,0.0,41944.7,1771.1,110.1,80.1,False
2025-01-02 00:45:00+00:00,-2093.6,-17350.7,1664.6,3838.3,3960.2,2617.5,366.1,505.3,2920.2,23.4,55.2,443.8,196.7,1003.5,4885.8,34462.0,0.0,41802.6,2454.8,108.6,79.7,False
2025-01-02 01:00:00+00:00,-1813.6,-16855.3,1681.8,3843.6,3954.8,2505.1,366.1,508.3,2992.4,23.2,53.6,352.3,196.8,1014.5,5110.9,33404.1,0.0,41274.3,2759.3,108.1,79.6,False
2025-01-02 01:15:00+00:00,-2004.4,-16855.3,1697.4,3853.4,3958.8,2377.8,366.1,504.5,2991.7,23.2,82.1,586.8,196.6,999.1,5121.8,32872.2,0.0,41264.1,3270.1,106.9,79.3,False
2025-01-02 01:30:00+00:00,-1787.0,-16855.3,1664.3,3859.8,3955.0,2294.5,366.2,496.8,2989.0,23.0,46.6,410.1,196.8,1004.8,5333.0,33096.8,0.0,41064.2,2634.4,108.4,79.8,False
2025-01-02 01:45:00+00:00,-1899.6,-16855.3,1635.0,3821.8,3967.9,2213.6,366.2,480.2,2945.1,22.8,25.4,296.4,196.7,1010.5,5493.0,33220.7,0.0,41335.9,2622.2,108.1,80.3,False
2025-01-02 02:00:00+00:00,-1692.5,-15904.8,1638.7,3843.2,3982.2,2170.5,366.2,484.6,2938.1,22.6,24.0,302.4,196.6,1022.7,5615.2,32633.9,0.0,40992.3,2743.2,108.0,80.1,False
2025-01-02 02:15:00+00:00,-1674.1,-15904.8,1631.0,3826.5,3989.6,2192.6,366.2,496.9,3083.9,22.5,42.3,364.1,196.6,995.5,5598.4,32040.3,0.0,41541.7,3903.1,105.0,79.6,False
2025-01-02 02:30:00+00:00,-1326.0,-15904.8,1660.6,3849.1,3989.5,2201.6,366.1,493.7,3085.2,22.4,113.1,508.5,196.6,992.7,5627.6,31192.0,0.0,41742.4,4922.8,102.9,79.1,False
2025-01-02 02:45:00+00:00,-1316.2,-15904.8,1663.9,3879.2,4108.4,2212.4,366.2,494.6,3155.0,22.7,125.7,518.0,196.7,998.8,5534.0,30727.6,0.0,41914.2,5652.7,101.2,78.6,False
2025-01-02 03:00:00+00:00,-1237.0,-14542.6,1651.9,3836.4,4429.1,2291.7,366.2,488.8,3329.7,22.4,125.4,139.3,196.6,999.5,4998.9,30231.2,0.0,42075.5,6845.4,98.3,77.8,False
2025-01-02 03:15:00+00:00,-1255.7,-14557.4,1654.7,3892.0,4474.7,2306.9,366.2,494.5,3542.2,22.2,122.1,110.2,196.6,983.9,4997.8,30199.3,0.0,41618.7,6421.6,99.4,77.5,False
2025-01-02 03:30:00+00:00,-1090.6,-14451.9,1659.5,3899.2,4503.9,2379.4,366.2,507.5,3684.9,22.0,124.9,58.0,196.5,1005.0,4918.7,29993.5,5.6,41921.9,7004.2,98.0,77.1,False
2025-01-02 03:45:00+00:00,-964.4,-14476.8,1652.9,3898.2,4531.4,2585.2,366.1,507.5,3796.4,22.0,118.7,285.1,202.2,1007.1,4819.1,29722.3,5.7,42635.4,8088.3,95.5,76.1,False
2025-01-02 04:00:00+00:00,-1349.0,-11321.9,1638.7,3918.6,4555.6,2635.7,366.1,495.5,4196.3,21.8,103.1,117.9,209.6,1004.7,4589.4,29317.2,5.6,42776.8,8864.6,93.7,75.4,False
2025-01-02 04:15:00+00:00,-1192.7,-11341.2,1644.5,3931.8,4576.7,2684.4,366.2,499.9,4448.1,21.6,123.0,123.5,209.6,1002.2,4546.3,29071.0,5.9,43331.1,9707.8,91.9,74.8,False
