,intercept_scaled,mef_scaled
2023-12-30 23:00:00+00:00,0.002633371436317297,0.791623304375341
2023-12-30 23:15:00+00:00,-0.0011552600717041825,0.9223813856385707
2023-12-30 23:30:00+00:00,-0.00037692447951454314,0.9202126174859188
2023-12-30 23:45:00+00:00,-0.0009395495567078018,0.9225882480445304
2023-12-31 00:00:00+00:00,-0.03849001772702988,0.42663778707087746
2023-12-31 00:15:00+00:00,0.0008170497675789595,0.9186982876201143
2023-12-31 00:30:00+00:00,-0.0011313328419926612,0.9223119616698691
2023-12-31 00:45:00+00:00,-0.0009178283431277472,0.9224165378422774
2023-12-31 01:00:00+00:00,-0.001082609463792326,0.9228057744512093
2023-12-31 01:15:00+00:00,-0.0010370040957955746,0.9225030579798486
2023-12-31 01:30:00+00:00,0.00962473374378267,0.8591170962456748
2023-12-31 01:45:00+00:00,-0.0012087018467692298,0.9216783855623971
2023-12-31 02:00:00+00:00,0.008791731716559215,0.839726047612398
2023-12-31 02:15:00+00:00,-0.0011849469773735247,0.9223092668175633
2023-12-31 02:30:00+00:00,-0.0008679814791349097,0.921548182654797
2023-12-31 02:45:00+00:00,-0.000375355807735481,0.9180685612336295
2023-12-31 03:00:00+00:00,-0.020515254294459297,0.5479843883085826
2023-12-31 03:15:00+00:00,-0.0004683569812883608,0.9213918910108033
2023-12-31 03:30:00+00:00,-0.0010995632731927514,0.9224183994266849
2023-12-31 03:45:00+00:00,-0.0009938407106011484,0.9222504624317935
2023-12-31 04:00:00+00:00,-0.0436481461049539,0.4197940908652618
2023-12-31 04:15:00+00:00,0.0001607973475660131,0.9210083676812099
2023-12-31 04:30:00+00:00,-0.0012233969391342193,0.921749056440963
2023-12-31 04:45:00+00:00,-0.00043710437126073923,0.9182392469389093
2023-12-31 05:00:00+00:00,0.011705635625722481,0.858293610811865
2023-12-31 05:15:00+00:00,-0.0013701340726900533,0.9210924171873669
2023-12-31 05:30:00+00:00,-0.0005489507479408263,0.9192235196491797
2023-12-31 05:45:00+00:00,-0.001166518332811449,0.9218848813412107
2023-12-31 06:00:00+00:00,0.011304112855841727,0.8491029256040573
2023-12-31 06:15:00+00:00,-0.0008858381430640133,0.9187051984773195
2023-12-31 06:30:00+00:00,-0.000747944097251396,0.9188990429005017
2023-12-31 06:45:00+00:00,-0.0001656463478834347,0.9162442742470857
2023-12-31 07:00:00+00:00,0.0067871959196523935,0.82899351311772
2023-12-31 07:15:00+00:00,-0.0009831042873231837,0.9172161174015485
2023-12-31 07:30:00+00:00,-0.0011149820966907741,0.9190503588946487
2023-12-31 07:45:00+00:00,-0.0012983906988237183,0.9198964342767777
2023-12-31 08:00:00+00:00,-0.0009435441279822933,0.9190523983728794
2023-12-31 08:15:00+00:00,-0.0011682945471354707,0.9203041198548009
2023-12-31 08:30:00+00:00,-0.0010758768746136525,0.9202602869364962
2023-12-31 08:45:00+00:00,-0.0010212901412166634,0.9199004063177875
2023-12-31 09:00:00+00:00,0.005554766405326841,0.840976304494123
2023-12-31 09:15:00+00:00,-0.0012669270704370084,0.9177987484096027
