datetime,total_emissions,estimated_emissions
2023-12-23 23:15:00+00:00,-0.24907285944218924,
2023-12-23 23:30:00+00:00,-0.024335967701658707,
2023-12-23 23:45:00+00:00,0.15805919081239642,
2023-12-24 00:00:00+00:00,0.008053648740816561,
2023-12-24 00:15:00+00:00,-0.04315451580231445,
2023-12-24 00:30:00+00:00,0.10431776017879062,
2023-12-24 00:45:00+00:00,0.10069880862097332,
2023-12-24 01:00:00+00:00,-0.10739090595359475,
2023-12-24 01:15:00+00:00,-0.1819413080446547,
2023-12-24 01:30:00+00:00,0.07102340584685947,
2023-12-24 01:45:00+00:00,0.12747905014883082,
2023-12-24 02:00:00+00:00,0.009682176941835478,
2023-12-24 02:15:00+00:00,0.0677663494448237,
2023-12-24 02:30:00+00:00,-0.015650483962893882,
2023-12-24 02:45:00+00:00,0.11264134876177186,
2023-12-24 03:00:00+00:00,-0.0853153014508991,
2023-12-24 03:15:00+00:00,0.028500725042491223,
2023-12-24 03:30:00+00:00,-0.018907540364929663,
2023-12-24 03:45:00+00:00,0.053471490791439064,
2023-12-24 04:00:00+00:00,-0.17723667101949075,
2023-12-24 04:15:00+00:00,-0.01022205662616484,
2023-12-24 04:30:00+00:00,0.1330884250634465,
2023-12-24 04:45:00+00:00,0.05835707539449582,
2023-12-24 05:00:00+00:00,0.08025173231929865,
2023-12-24 05:15:00+00:00,-0.13073314350152368,
2023-12-24 05:30:00+00:00,-0.18103657015520086,
2023-12-24 05:45:00+00:00,-0.12367618796377776,
2023-12-24 06:00:00+00:00,0.1853822750739262,
2023-12-24 06:15:00+00:00,-0.037545140887696705,
2023-12-24 06:30:00+00:00,0.10069880862097332,
2023-12-24 06:45:00+00:00,-0.022888387078532607,
2023-12-24 07:00:00+00:00,0.029948305665621438,
2023-12-24 07:15:00+00:00,0.060528446329184964,
2023-12-24 07:30:00+00:00,0.058899918128168104,
2023-12-24 07:45:00+00:00,-0.09001993847606304,
2023-12-24 08:00:00+00:00,0.019453346147944875,
2023-12-24 08:15:00+00:00,-0.008774476003038741,
2023-12-24 08:30:00+00:00,-0.14774221582326974,
2023-12-24 08:45:00+00:00,-0.07156328553119089,
2023-12-24 09:00:00+00:00,0.07916604685195201,
2023-12-24 09:15:00+00:00,-0.49606630326330414,
2023-12-24 09:30:00+00:00,0.058176127816603,
2023-12-24 09:45:00+00:00,0.09943217557573591,
2023-12-24 10:00:00+00:00,-0.1765128807079277,
2023-12-24 10:15:00+00:00,0.03085304355507525,
2023-12-24 10:30:00+00:00,0.22446695189836588,
2023-12-24 10:45:00+00:00,0.010225019675509824,
2023-12-24 11:00:00+00:00,0.07663278076147723,
2023-12-24 11:15:00+00:00,0.00823459631870938,
2023-12-24 11:30:00+00:00,-0.10033395041584679,
2023-12-24 11:45:00+00:00,-0.23278757743200623,
2023-12-24 12:00:00+00:00,-0.094000785189666,
2023-12-24 12:15:00+00:00,0.0824231032539878,
2023-12-24 12:30:00+00:00,0.21288630691334884,
2023-12-24 12:45:00+00:00,0.09689890948526113,
2023-12-24 13:00:00+00:00,-0.08694382965191803,
2023-12-24 13:15:00+00:00,-0.025783548324786864,
2023-12-24 13:30:00+00:00,-0.09400078518966393,
2023-12-24 13:45:00+00:00,0.0281388298867097,
2023-12-24 14:00:00+00:00,-0.024878810435330995,
2023-12-24 14:15:00+00:00,0.022710402549982713,
2023-12-24 14:30:00+00:00,0.1073938690029377,
2023-12-24 14:45:00+00:00,-0.09635310370224795,
2023-12-24 15:00:00+00:00,-0.16294181236610816,
2023-12-24 15:15:00+00:00,0.241476024220114,
2023-12-24 15:30:00+00:00,0.16330667057123263,
2023-12-24 15:45:00+00:00,-0.3248898945784886,
2023-12-24 16:00:00+00:00,0.18429658960658166,
2023-12-24 16:15:00+00:00,-0.19279816271811276,
2023-12-24 16:30:00+00:00,-0.4732669084490475,
2023-12-24 16:45:00+00:00,-0.0570874792999155,
2023-12-24 17:00:00+00:00,0.159144876279741,
2023-12-24 17:15:00+00:00,-0.08929614816450206,
2023-12-24 17:30:00+00:00,0.02234850739420119,
2023-12-24 17:45:00+00:00,-0.17108445337119865,
2023-12-24 18:00:00+00:00,-0.020897963721732166,
2023-12-24 18:15:00+00:00,0.15027844496308745,
2023-12-24 18:30:00+00:00,0.23948560086331355,
2023-12-24 18:45:00+00:00,0.3272451761404115,
2023-12-24 19:00:00+00:00,-0.24907285944218924,
2023-12-24 19:15:00+00:00,-0.07880118864682754,
2023-12-24 19:30:00+00:00,0.1899059645211994,
2023-12-24 19:45:00+00:00,-0.1830269935120013,
2023-12-24 20:00:00+00:00,-0.03121197566151385,
2023-12-24 20:15:00+00:00,0.010225019675509824,
2023-12-24 20:30:00+00:00,-0.1262094540542505,
2023-12-24 20:45:00+00:00,0.0017204835146357627,
2023-12-24 21:00:00+00:00,-0.10141963588319342,
2023-12-24 21:15:00+00:00,0.0484049586104936,
2023-12-24 21:30:00+00:00,0.23478096383814961,
2023-12-24 21:45:00+00:00,-0.006603105068347536,
2023-12-24 22:00:00+00:00,-0.35746045859885467,
2023-12-24 22:15:00+00:00,0.12422199374679299,
2023-12-24 22:30:00+00:00,-0.10829564384304856,
2023-12-24 22:45:00+00:00,-0.1967790094317116,
2023-12-24 23:00:00+00:00,0.16764941244061504,
2023-12-24 23:15:00+00:00,-0.04948768102849731,
2023-12-24 23:30:00+00:00,0.02144376950474532,
2023-12-24 23:45:00+00:00,0.00823459631870938,
2023-12-25 00:00:00+00:00,-0.039897459400278674,
2023-12-25 00:15:00+00:00,0.04532884978634858,
2023-12-25 00:30:00+00:00,-0.015107641229219539,
2023-12-25 00:45:00+00:00,-0.015650483962893882,
2023-12-25 01:00:00+00:00,0.01293923334387126,
2023-12-25 01:15:00+00:00,-0.0487638907169322,
2023-12-25 01:30:00+00:00,0.07247098646998763,
2023-12-25 01:45:00+00:00,0.024338930750999577,
2023-12-25 02:00:00+00:00,-0.053830422897877664,
2023-12-25 02:15:00+00:00,-0.015107641229221596,
2023-12-25 02:30:00+00:00,0.02379608801732729,
2023-12-25 02:45:00+00:00,0.0011776407809634755,
2023-12-25 03:00:00+00:00,-0.007688790535694167,
2023-12-25 03:15:00+00:00,-0.027593024103694488,
2023-12-25 03:30:00+00:00,0.056185704459804614,
2023-12-25 03:45:00+00:00,-0.02958344746049493,
2023-12-25 04:00:00+00:00,0.18321090413923502,
2023-12-25 04:15:00+00:00,0.03591957573602071,
2023-12-25 04:30:00+00:00,-0.03863082635504128,
2023-12-25 04:45:00+00:00,0.042071793384310746,
2023-12-25 05:00:00+00:00,0.041167055494856934,
2023-12-25 05:15:00+00:00,-0.0270501813700222,
2023-12-25 05:30:00+00:00,0.4622320692470457,
2023-12-25 05:45:00+00:00,-0.026688286214240676,
2023-12-25 06:00:00+00:00,-0.06776338639548077,
2023-12-25 06:15:00+00:00,0.01655818490169062,
2023-12-25 06:30:00+00:00,-0.07536318466689895,
2023-12-25 06:45:00+00:00,0.050395381967294046,
2023-12-25 07:00:00+00:00,0.01800576552481878,
2023-12-25 07:15:00+00:00,-0.02632639105845915,
2023-12-25 07:30:00+00:00,0.056547599615586135,
2023-12-25 07:45:00+00:00,-0.019812278254385533,
2023-12-25 08:00:00+00:00,0.11372703422912055,
2023-12-25 08:15:00+00:00,0.10558439322402595,
2023-12-25 08:30:00+00:00,-0.03772608846558747,
2023-12-25 08:45:00+00:00,-0.013117217872419096,
2023-12-25 09:00:00+00:00,-0.007869738113584929,
2023-12-25 09:15:00+00:00,0.15425929167668628,
2023-12-25 09:30:00+00:00,-0.0417069351791863,
2023-12-25 09:45:00+00:00,0.032843466911873634,
2023-12-25 10:00:00+00:00,0.007872701162927855,
2023-12-25 10:15:00+00:00,0.04822401103260284,
2023-12-25 10:30:00+00:00,0.049490644077840235,
2023-12-25 10:45:00+00:00,-0.9281691192668396,
2023-12-25 11:00:00+00:00,0.46874618205111934,
2023-12-25 11:15:00+00:00,0.09726080464104471,
2023-12-25 11:30:00+00:00,-0.03374524175198658,
