timestamp,delta_generation,delta_emissions,delta_estimated_emissions,intercept_scaled,mef_scaled,mef_t_MWh,mef_g_kWh,intercept
2022-12-30 15:15:00+00:00,0.0100,-0.0061,0.0179,0.0207,1.3522,0.7792,779.2147,0.3014
2022-12-30 15:30:00+00:00,0.7515,1.1266,1.0784,0.0175,1.4642,0.8438,843.7653,0.2541
2022-12-30 15:45:00+00:00,0.3363,0.4401,0.4786,0.0114,1.5251,0.8788,878.8491,0.1656
2022-12-30 16:00:00+00:00,0.0595,-0.0087,0.0382,-0.0085,1.6159,0.9312,931.1923,-0.1240
2022-12-30 16:15:00+00:00,0.1188,-0.0164,0.0668,-0.0130,1.6100,0.9278,927.8201,-0.1897
2022-12-30 16:30:00+00:00,0.0595,-0.2373,-0.0066,-0.0140,1.6953,0.9770,976.9712,-0.2037
2022-12-30 16:45:00+00:00,0.2868,0.0865,0.2994,-0.0141,1.6817,0.9691,969.1183,-0.2056
2022-12-30 17:00:00+00:00,0.2967,0.2521,0.2549,-0.0150,1.7653,1.0173,1017.2823,-0.2185
2022-12-30 17:15:00+00:00,0.1979,0.1667,0.1128,-0.0084,1.7674,1.0185,1018.4752,-0.1218
2022-12-30 17:30:00+00:00,0.2572,0.2775,0.3540,-0.0024,1.7045,0.9823,982.2756,-0.0355
2022-12-30 17:45:00+00:00,0.1682,0.1848,0.2674,0.0078,1.6891,0.9734,973.3595,0.1141
2022-12-30 18:00:00+00:00,-0.2767,-0.3525,-0.3587,0.0180,1.6462,0.9487,948.6665,0.2617
2022-12-30 18:15:00+00:00,-0.1679,-0.2640,-0.1987,0.0189,1.6590,0.9560,956.0336,0.2760
2022-12-30 18:30:00+00:00,-0.3063,-0.3465,-0.4023,0.0201,1.6644,0.9591,959.1334,0.2927
2022-12-30 18:45:00+00:00,-0.4645,-0.6111,-0.6403,0.0200,1.6843,0.9706,970.5863,0.2918
2022-12-30 19:00:00+00:00,-0.3261,-0.4019,-0.4456,0.0196,1.7102,0.9855,985.5109,0.2862
2022-12-30 19:15:00+00:00,0.0199,0.0245,0.0306,0.0188,1.7340,0.9993,999.2640,0.2747
2022-12-30 19:30:00+00:00,-0.0493,-0.1215,-0.0569,0.0164,1.7582,1.0132,1013.1732,0.2399
2022-12-30 19:45:00+00:00,-0.0097,-0.0967,-0.0958,-0.0105,1.3490,0.7774,777.3672,-0.1534
2022-12-30 20:00:00+00:00,0.0001,-0.1648,-0.0511,-0.0141,1.3042,0.7516,751.5763,-0.2068
2022-12-30 20:15:00+00:00,-0.0592,-0.1878,-0.1989,-0.0145,1.3191,0.7602,760.1659,-0.2121
2022-12-30 20:30:00+00:00,-0.0295,-0.1749,-0.1686,-0.0149,1.3400,0.7722,772.1924,-0.2183
2022-12-30 20:45:00+00:00,0.0298,-0.1192,-0.0940,-0.0154,1.3642,0.7862,786.1694,-0.2249
2022-12-30 21:00:00+00:00,0.0298,-0.1252,-0.0387,-0.0159,1.3971,0.8051,805.1113,-0.2324
2022-12-30 21:15:00+00:00,-0.0394,-0.3416,-0.1176,-0.0166,1.4434,0.8318,831.7616,-0.2417
2022-12-30 21:30:00+00:00,0.0001,-0.4105,-0.3104,-0.0167,1.4261,0.8218,821.8011,-0.2432
2022-12-30 21:45:00+00:00,0.0001,-0.3575,-0.3183,-0.0171,1.4470,0.8339,833.8869,-0.2493
2022-12-30 22:00:00+00:00,0.0001,-0.1592,-0.2292,-0.0177,1.4934,0.8606,860.5785,-0.2585
2022-12-30 22:15:00+00:00,-0.0097,0.1498,-0.0314,-0.0188,1.6062,0.9256,925.6053,-0.2741
2022-12-30 22:30:00+00:00,-0.0592,0.2707,0.1567,-0.0186,1.5437,0.8896,889.5974,-0.2718
2022-12-30 22:45:00+00:00,-0.5436,-0.2240,-0.2391,-0.0188,1.5327,0.8833,883.2702,-0.2741
2022-12-30 23:00:00+00:00,-1.9671,-2.0174,-2.0518,-0.0192,1.5541,0.8956,895.5802,-0.2803
2022-12-30 23:15:00+00:00,0.0693,0.2905,0.2000,-0.0192,1.5541,0.8956,895.5802,-0.2803
2022-12-30 23:30:00+00:00,0.0001,0.2191,0.1579,-0.0059,1.2262,0.7066,706.6423,-0.0874
2022-12-30 23:45:00+00:00,0.0001,0.1746,0.2081,-0.0020,1.1330,0.6529,652.8884,-0.0306
2022-12-31 00:00:00+00:00,0.0001,0.0571,0.1315,-0.0002,1.0913,0.6289,628.8784,-0.0037
2022-12-31 00:15:00+00:00,0.0001,0.0071,0.0528,0.0020,1.0417,0.6003,600.2875,0.0277
2022-12-31 00:30:00+00:00,-0.0493,-0.0586,-0.0455,0.0030,1.0213,0.5886,588.5692,0.0422
2022-12-31 00:45:00+00:00,0.0001,0.0059,-0.0444,0.0030,1.0244,0.5903,590.3063,0.0431
2022-12-31 01:00:00+00:00,0.0397,0.0546,0.0412,0.0031,1.0268,0.5917,591.7345,0.0444
2022-12-31 01:15:00+00:00,0.0100,0.0190,0.0508,0.0031,1.0310,0.5941,594.1289,0.0446
2022-12-31 01:30:00+00:00,0.0001,-0.0062,0.0167,0.0032,1.0344,0.5961,596.0849,0.0453
2022-12-31 01:45:00+00:00,0.0001,-0.0062,-0.0032,0.0033,1.0373,0.5978,597.7652,0.0463
2022-12-31 02:00:00+00:00,0.0001,-0.0025,-0.0031,0.0033,1.0404,0.5996,599.5709,0.0472
2022-12-31 02:15:00+00:00,0.0001,0.0024,0.0004,0.0034,1.0436,0.6014,601.4016,0.0480
2022-12-31 02:30:00+00:00,0.0001,0.0043,0.0043,0.0034,1.0469,0.6033,603.2824,0.0488
2022-12-31 02:45:00+00:00,0.0001,0.0035,0.0059,0.0035,1.0506,0.6054,605.4159,0.0493
2022-12-31 03:00:00+00:00,-0.0295,-0.0575,-0.0246,0.0035,1.0553,0.6081,608.1467,0.0493
