Datum von;Datum bis;Generation_DE Schkopau B [MW] Berechnete Auflösungen;Generation_DE Schkopau A+B Bahngenerator [MW] Berechnete Auflösungen;Generation_DE Schkopau A [MW] Berechnete Auflösungen
30.08.2025 10:00;30.08.2025 10:15;40,500;-;0,000
30.08.2025 10:15;30.08.2025 10:30;40,500;-;0,000
30.08.2025 10:30;30.08.2025 10:45;40,500;-;0,000
30.08.2025 10:45;30.08.2025 11:00;40,500;-;0,000
30.08.2025 11:00;30.08.2025 11:15;40,500;-;0,000
30.08.2025 11:15;30.08.2025 11:30;40,500;-;0,000
30.08.2025 11:30;30.08.2025 11:45;40,500;-;0,000
30.08.2025 11:45;30.08.2025 12:00;40,500;-;0,000
30.08.2025 12:00;30.08.2025 12:15;40,500;-;0,000
30.08.2025 12:15;30.08.2025 12:30;40,500;-;0,000
30.08.2025 12:30;30.08.2025 12:45;40,500;-;0,000
30.08.2025 12:45;30.08.2025 13:00;40,500;-;0,000
30.08.2025 13:00;30.08.2025 13:15;40,750;-;0,000
30.08.2025 13:15;30.08.2025 13:30;40,750;-;0,000
30.08.2025 13:30;30.08.2025 13:45;40,750;-;0,000
30.08.2025 13:45;30.08.2025 14:00;40,750;-;0,000
30.08.2025 14:00;30.08.2025 14:15;40,750;-;0,000
30.08.2025 14:15;30.08.2025 14:30;40,750;-;0,000
30.08.2025 14:30;30.08.2025 14:45;40,750;-;0,000
30.08.2025 14:45;30.08.2025 15:00;40,750;-;0,000
30.08.2025 15:00;30.08.2025 15:15;40,750;-;0,000
30.08.2025 15:15;30.08.2025 15:30;40,750;-;0,000
30.08.2025 15:30;30.08.2025 15:45;40,750;-;0,000
30.08.2025 15:45;30.08.2025 16:00;40,750;-;0,000
30.08.2025 16:00;30.08.2025 16:15;40,500;-;0,000
30.08.2025 16:15;30.08.2025 16:30;40,500;-;0,000
30.08.2025 16:30;30.08.2025 16:45;40,500;-;0,000
30.08.2025 16:45;30.08.2025 17:00;40,500;-;0,000
30.08.2025 17:00;30.08.2025 17:15;43,500;-;0,000
30.08.2025 17:15;30.08.2025 17:30;43,500;-;0,000
30.08.2025 17:30;30.08.2025 17:45;43,500;-;0,000
30.08.2025 17:45;30.08.2025 18:00;43,500;-;0,000
30.08.2025 18:00;30.08.2025 18:15;76,500;-;0,000
30.08.2025 18:15;30.08.2025 18:30;76,500;-;0,000
30.08.2025 18:30;30.08.2025 18:45;76,500;-;0,000
30.08.2025 18:45;30.08.2025 19:00;76,500;-;0,000
30.08.2025 19:00;30.08.2025 19:15;78,000;-;0,000
30.08.2025 19:15;30.08.2025 19:30;78,000;-;0,000
30.08.2025 19:30;30.08.2025 19:45;78,000;-;0,000
30.08.2025 19:45;30.08.2025 20:00;78,000;-;0,000
30.08.2025 20:00;30.08.2025 20:15;77,750;-;0,000
30.08.2025 20:15;30.08.2025 20:30;77,750;-;0,000
30.08.2025 20:30;30.08.2025 20:45;77,750;-;0,000
30.08.2025 20:45;30.08.2025 21:00;77,750;-;0,000
30.08.2025 21:00;30.08.2025 21:15;81,750;-;0,000
30.08.2025 21:15;30.08.2025 21:30;81,750;-;0,000
30.08.2025 21:30;30.08.2025 21:45;81,750;-;0,000
30.08.2025 21:45;30.08.2025 22:00;81,750;-;0,000
30.08.2025 22:00;30.08.2025 22:15;76,500;-;0,000
30.08.2025 22:15;30.08.2025 22:30;76,500;-;0,000
30.08.2025 22:30;30.08.2025 22:45;76,500;-;0,000
30.08.2025 22:45;30.08.2025 23:00;76,500;-;0,000
30.08.2025 23:00;30.08.2025 23:15;41,750;-;0,000
30.08.2025 23:15;30.08.2025 23:30;41,750;-;0,000
30.08.2025 23:30;30.08.2025 23:45;41,750;-;0,000
30.08.2025 23:45;31.08.2025 00:00;41,750;-;0,000
31.08.2025 00:00;31.08.2025 00:15;38,750;-;0,000
31.08.2025 00:15;31.08.2025 00:30;38,750;-;0,000
31.08.2025 00:30;31.08.2025 00:45;38,750;-;0,000
31.08.2025 00:45;31.08.2025 01:00;38,750;-;0,000
31.08.2025 01:00;31.08.2025 01:15;39,250;-;0,000
31.08.2025 01:15;31.08.2025 01:30;39,250;-;0,000
31.08.2025 01:30;31.08.2025 01:45;39,250;-;0,000
31.08.2025 01:45;31.08.2025 02:00;39,250;-;0,000
31.08.2025 02:00;31.08.2025 02:15;38,750;-;0,000
31.08.2025 02:15;31.08.2025 02:30;38,750;-;0,000
31.08.2025 02:30;31.08.2025 02:45;38,750;-;0,000
31.08.2025 02:45;31.08.2025 03:00;38,750;-;0,000
31.08.2025 03:00;31.08.2025 03:15;39,500;-;0,000
31.08.2025 03:15;31.08.2025 03:30;39,500;-;0,000
31.08.2025 03:30;31.08.2025 03:45;39,500;-;0,000
31.08.2025 03:45;31.08.2025 04:00;39,500;-;0,000
31.08.2025 04:00;31.08.2025 04:15;39,500;-;0,000
31.08.2025 04:15;31.08.2025 04:30;39,500;-;0,000
31.08.2025 04:30;31.08.2025 04:45;39,500;-;0,000
31.08.2025 04:45;31.08.2025 05:00;39,500;-;0,000
31.08.2025 05:00;31.08.2025 05:15;39,500;-;0,000
31.08.2025 05:15;31.08.2025 05:30;39,500;-;0,000
31.08.2025 05:30;31.08.2025 05:45;39,500;-;0,000
31.08.2025 05:45;31.08.2025 06:00;39,500;-;0,000
31.08.2025 06:00;31.08.2025 06:15;39,250;-;0,000
31.08.2025 06:15;31.08.2025 06:30;39,250;-;0,000
31.08.2025 06:30;31.08.2025 06:45;39,250;-;0,000
31.08.2025 06:45;31.08.2025 07:00;39,250;-;0,000
31.08.2025 07:00;31.08.2025 07:15;39,000;-;0,000
31.08.2025 07:15;31.08.2025 07:30;39,000;-;0,000
31.08.2025 07:30;31.08.2025 07:45;39,000;-;0,000
31.08.2025 07:45;31.08.2025 08:00;39,000;-;0,000
31.08.2025 08:00;31.08.2025 08:15;39,000;-;0,000
31.08.2025 08:15;31.08.2025 08:30;39,000;-;0,000
31.08.2025 08:30;31.08.2025 08:45;39,000;-;0,000
31.08.2025 08:45;31.08.2025 09:00;39,000;-;0,000
31.08.2025 09:00;31.08.2025 09:15;39,250;-;0,000
31.08.2025 09:15;31.08.2025 09:30;39,250;-;0,000
31.08.2025 09:30;31.08.2025 09:45;39,250;-;0,000
31.08.2025 09:45;31.08.2025 10:00;39,250;-;0,000
31.08.2025 10:00;31.08.2025 10:15;39,000;-;0,000
31.08.2025 10:15;31.08.2025 10:30;39,000;-;0,000
31.08.2025 10:30;31.08.2025 10:45;39,000;-;0,000
31.08.2025 10:45;31.08.2025 11:00;39,000;-;0,000
31.08.2025 11:00;31.08.2025 11:15;39,250;-;0,000
31.08.2025 11:15;31.08.2025 11:30;39,250;-;0,000
31.08.2025 11:30;31.08.2025 11:45;39,250;-;0,000
31.08.2025 11:45;31.08.2025 12:00;39,250;-;0,000
31.08.2025 12:00;31.08.2025 12:15;39,750;-;0,000
31.08.2025 12:15;31.08.2025 12:30;39,750;-;0,000
31.08.2025 12:30;31.08.2025 12:45;39,750;-;0,000
31.08.2025 12:45;31.08.2025 13:00;39,750;-;0,000
31.08.2025 13:00;31.08.2025 13:15;39,750;-;0,000
31.08.2025 13:15;31.08.2025 13:30;39,750;-;0,000
31.08.2025 13:30;31.08.2025 13:45;39,750;-;0,000
31.08.2025 13:45;31.08.2025 14:00;39,750;-;0,000
31.08.2025 14:00;31.08.2025 14:15;39,750;-;0,000
31.08.2025 14:15;31.08.2025 14:30;39,750;-;0,000
31.08.2025 14:30;31.08.2025 14:45;39,750;-;0,000
31.08.2025 14:45;31.08.2025 15:00;39,750;-;0,000
31.08.2025 15:00;31.08.2025 15:15;39,750;-;0,000
31.08.2025 15:15;31.08.2025 15:30;39,750;-;0,000
31.08.2025 15:30;31.08.2025 15:45;39,750;-;0,000
31.08.2025 15:45;31.08.2025 16:00;39,750;-;0,000
31.08.2025 16:00;31.08.2025 16:15;38,750;-;0,000
31.08.2025 16:15;31.08.2025 16:30;38,750;-;0,000
31.08.2025 16:30;31.08.2025 16:45;38,750;-;0,000
31.08.2025 16:45;31.08.2025 17:00;38,750;-;0,000
31.08.2025 17:00;31.08.2025 17:15;38,000;-;0,000
31.08.2025 17:15;31.08.2025 17:30;38,000;-;0,000
31.08.2025 17:30;31.08.2025 17:45;38,000;-;0,000
31.08.2025 17:45;31.08.2025 18:00;38,000;-;0,000
31.08.2025 18:00;31.08.2025 18:15;60,250;-;0,000
31.08.2025 18:15;31.08.2025 18:30;60,250;-;0,000
31.08.2025 18:30;31.08.2025 18:45;60,250;-;0,000
31.08.2025 18:45;31.08.2025 19:00;60,250;-;0,000
31.08.2025 19:00;31.08.2025 19:15;87,000;-;0,000
31.08.2025 19:15;31.08.2025 19:30;87,000;-;0,000
31.08.2025 19:30;31.08.2025 19:45;87,000;-;0,000
31.08.2025 19:45;31.08.2025 20:00;87,000;-;0,000
31.08.2025 20:00;31.08.2025 20:15;88,500;-;0,000
31.08.2025 20:15;31.08.2025 20:30;88,500;-;0,000
31.08.2025 20:30;31.08.2025 20:45;88,500;-;0,000
31.08.2025 20:45;31.08.2025 21:00;88,500;-;0,000
31.08.2025 21:00;31.08.2025 21:15;81,500;-;0,000
31.08.2025 21:15;31.08.2025 21:30;81,500;-;0,000
31.08.2025 21:30;31.08.2025 21:45;81,500;-;0,000
31.08.2025 21:45;31.08.2025 22:00;81,500;-;0,000
31.08.2025 22:00;31.08.2025 22:15;44,500;-;0,000
31.08.2025 22:15;31.08.2025 22:30;44,500;-;0,000
31.08.2025 22:30;31.08.2025 22:45;44,500;-;0,000
31.08.2025 22:45;31.08.2025 23:00;44,500;-;0,000
31.08.2025 23:00;31.08.2025 23:15;39,000;-;0,000
31.08.2025 23:15;31.08.2025 23:30;39,000;-;0,000
31.08.2025 23:30;31.08.2025 23:45;39,000;-;0,000
31.08.2025 23:45;01.09.2025 00:00;39,000;-;0,000
01.09.2025 00:00;01.09.2025 00:15;38,750;-;0,000
01.09.2025 00:15;01.09.2025 00:30;38,750;-;0,000
01.09.2025 00:30;01.09.2025 00:45;38,750;-;0,000
01.09.2025 00:45;01.09.2025 01:00;38,750;-;0,000
01.09.2025 01:00;01.09.2025 01:15;39,000;-;0,000
01.09.2025 01:15;01.09.2025 01:30;39,000;-;0,000
01.09.2025 01:30;01.09.2025 01:45;39,000;-;0,000
01.09.2025 01:45;01.09.2025 02:00;39,000;-;0,000
01.09.2025 02:00;01.09.2025 02:15;39,250;-;0,000
01.09.2025 02:15;01.09.2025 02:30;39,250;-;0,000
01.09.2025 02:30;01.09.2025 02:45;39,250;-;0,000
01.09.2025 02:45;01.09.2025 03:00;39,250;-;0,000
01.09.2025 03:00;01.09.2025 03:15;39,000;-;0,000
01.09.2025 03:15;01.09.2025 03:30;39,000;-;0,000
01.09.2025 03:30;01.09.2025 03:45;39,000;-;0,000
01.09.2025 03:45;01.09.2025 04:00;39,000;-;0,000
01.09.2025 04:00;01.09.2025 04:15;39,250;-;0,000
01.09.2025 04:15;01.09.2025 04:30;39,250;-;0,000
01.09.2025 04:30;01.09.2025 04:45;39,250;-;0,000
01.09.2025 04:45;01.09.2025 05:00;39,250;-;0,000
01.09.2025 05:00;01.09.2025 05:15;44,500;-;0,000
01.09.2025 05:15;01.09.2025 05:30;44,500;-;0,000
01.09.2025 05:30;01.09.2025 05:45;44,500;-;0,000
01.09.2025 05:45;01.09.2025 06:00;44,500;-;0,000
01.09.2025 06:00;01.09.2025 06:15;74,750;-;0,000
01.09.2025 06:15;01.09.2025 06:30;74,750;-;0,000
01.09.2025 06:30;01.09.2025 06:45;74,750;-;0,000
01.09.2025 06:45;01.09.2025 07:00;74,750;-;0,000
01.09.2025 07:00;01.09.2025 07:15;76,000;-;0,000
01.09.2025 07:15;01.09.2025 07:30;76,000;-;0,000
01.09.2025 07:30;01.09.2025 07:45;76,000;-;0,000
01.09.2025 07:45;01.09.2025 08:00;76,000;-;0,000
01.09.2025 08:00;01.09.2025 08:15;60,000;-;0,000
01.09.2025 08:15;01.09.2025 08:30;60,000;-;0,000
01.09.2025 08:30;01.09.2025 08:45;60,000;-;0,000
01.09.2025 08:45;01.09.2025 09:00;60,000;-;0,000
01.09.2025 09:00;01.09.2025 09:15;44,000;-;0,000
01.09.2025 09:15;01.09.2025 09:30;44,000;-;0,000
01.09.2025 09:30;01.09.2025 09:45;44,000;-;0,000
01.09.2025 09:45;01.09.2025 10:00;44,000;-;0,000
01.09.2025 10:00;01.09.2025 10:15;43,250;-;0,000
01.09.2025 10:15;01.09.2025 10:30;43,250;-;0,000
01.09.2025 10:30;01.09.2025 10:45;43,250;-;0,000
01.09.2025 10:45;01.09.2025 11:00;43,250;-;0,000
01.09.2025 11:00;01.09.2025 11:15;42,250;-;0,000
01.09.2025 11:15;01.09.2025 11:30;42,250;-;0,000
01.09.2025 11:30;01.09.2025 11:45;42,250;-;0,000
01.09.2025 11:45;01.09.2025 12:00;42,250;-;0,000
01.09.2025 12:00;01.09.2025 12:15;42,000;-;0,000
01.09.2025 12:15;01.09.2025 12:30;42,000;-;0,000
01.09.2025 12:30;01.09.2025 12:45;42,000;-;0,000
01.09.2025 12:45;01.09.2025 13:00;42,000;-;0,000
01.09.2025 13:00;01.09.2025 13:15;42,000;-;0,000
01.09.2025 13:15;01.09.2025 13:30;42,000;-;0,000
01.09.2025 13:30;01.09.2025 13:45;42,000;-;0,000
01.09.2025 13:45;01.09.2025 14:00;42,000;-;0,000
01.09.2025 14:00;01.09.2025 14:15;41,750;-;0,000
01.09.2025 14:15;01.09.2025 14:30;41,750;-;0,000
01.09.2025 14:30;01.09.2025 14:45;41,750;-;0,000
01.09.2025 14:45;01.09.2025 15:00;41,750;-;0,000
01.09.2025 15:00;01.09.2025 15:15;42,000;-;0,000
01.09.2025 15:15;01.09.2025 15:30;42,000;-;0,000
01.09.2025 15:30;01.09.2025 15:45;42,000;-;0,000
01.09.2025 15:45;01.09.2025 16:00;42,000;-;0,000
01.09.2025 16:00;01.09.2025 16:15;65,500;-;10,500
01.09.2025 16:15;01.09.2025 16:30;65,500;-;10,500
01.09.2025 16:30;01.09.2025 16:45;65,500;-;10,500
01.09.2025 16:45;01.09.2025 17:00;65,500;-;10,500
01.09.2025 17:00;01.09.2025 17:15;74,750;-;38,000
01.09.2025 17:15;01.09.2025 17:30;74,750;-;38,000
01.09.2025 17:30;01.09.2025 17:45;74,750;-;38,000
01.09.2025 17:45;01.09.2025 18:00;74,750;-;38,000
01.09.2025 18:00;01.09.2025 18:15;75,750;-;45,000
01.09.2025 18:15;01.09.2025 18:30;75,750;-;45,000
01.09.2025 18:30;01.09.2025 18:45;75,750;-;45,000
01.09.2025 18:45;01.09.2025 19:00;75,750;-;45,000
01.09.2025 19:00;01.09.2025 19:15;75,750;-;86,000
01.09.2025 19:15;01.09.2025 19:30;75,750;-;86,000
01.09.2025 19:30;01.09.2025 19:45;75,750;-;86,000
01.09.2025 19:45;01.09.2025 20:00;75,750;-;86,000
01.09.2025 20:00;01.09.2025 20:15;74,500;-;109,750
01.09.2025 20:15;01.09.2025 20:30;74,500;-;109,750
01.09.2025 20:30;01.09.2025 20:45;74,500;-;109,750
01.09.2025 20:45;01.09.2025 21:00;74,500;-;109,750
01.09.2025 21:00;01.09.2025 21:15;79,250;-;110,250
01.09.2025 21:15;01.09.2025 21:30;79,250;-;110,250
01.09.2025 21:30;01.09.2025 21:45;79,250;-;110,250
01.09.2025 21:45;01.09.2025 22:00;79,250;-;110,250
01.09.2025 22:00;01.09.2025 22:15;87,250;-;105,000
01.09.2025 22:15;01.09.2025 22:30;87,250;-;105,000
01.09.2025 22:30;01.09.2025 22:45;87,250;-;105,000
01.09.2025 22:45;01.09.2025 23:00;87,250;-;105,000
01.09.2025 23:00;01.09.2025 23:15;51,750;-;54,000
01.09.2025 23:15;01.09.2025 23:30;51,750;-;54,000
01.09.2025 23:30;01.09.2025 23:45;51,750;-;54,000
01.09.2025 23:45;02.09.2025 00:00;51,750;-;54,000
02.09.2025 00:00;02.09.2025 00:15;39,750;-;39,000
02.09.2025 00:15;02.09.2025 00:30;39,750;-;39,000
02.09.2025 00:30;02.09.2025 00:45;39,750;-;39,000
02.09.2025 00:45;02.09.2025 01:00;39,750;-;39,000
02.09.2025 01:00;02.09.2025 01:15;40,750;-;39,250
02.09.2025 01:15;02.09.2025 01:30;40,750;-;39,250
02.09.2025 01:30;02.09.2025 01:45;40,750;-;39,250
02.09.2025 01:45;02.09.2025 02:00;40,750;-;39,250
02.09.2025 02:00;02.09.2025 02:15;36,250;-;38,750
02.09.2025 02:15;02.09.2025 02:30;36,250;-;38,750
02.09.2025 02:30;02.09.2025 02:45;36,250;-;38,750
02.09.2025 02:45;02.09.2025 03:00;36,250;-;38,750
02.09.2025 03:00;02.09.2025 03:15;39,750;-;39,250
02.09.2025 03:15;02.09.2025 03:30;39,750;-;39,250
02.09.2025 03:30;02.09.2025 03:45;39,750;-;39,250
02.09.2025 03:45;02.09.2025 04:00;39,750;-;39,250
02.09.2025 04:00;02.09.2025 04:15;41,500;-;42,250
02.09.2025 04:15;02.09.2025 04:30;41,500;-;42,250
02.09.2025 04:30;02.09.2025 04:45;41,500;-;42,250
02.09.2025 04:45;02.09.2025 05:00;41,500;-;42,250
02.09.2025 05:00;02.09.2025 05:15;71,250;-;97,000
02.09.2025 05:15;02.09.2025 05:30;71,250;-;97,000
02.09.2025 05:30;02.09.2025 05:45;71,250;-;97,000
02.09.2025 05:45;02.09.2025 06:00;71,250;-;97,000
02.09.2025 06:00;02.09.2025 06:15;86,750;-;110,250
02.09.2025 06:15;02.09.2025 06:30;86,750;-;110,250
02.09.2025 06:30;02.09.2025 06:45;86,750;-;110,250
02.09.2025 06:45;02.09.2025 07:00;86,750;-;110,250
02.09.2025 07:00;02.09.2025 07:15;76,750;-;110,000
02.09.2025 07:15;02.09.2025 07:30;76,750;-;110,000
02.09.2025 07:30;02.09.2025 07:45;76,750;-;110,000
02.09.2025 07:45;02.09.2025 08:00;76,750;-;110,000
02.09.2025 08:00;02.09.2025 08:15;77,500;-;110,250
02.09.2025 08:15;02.09.2025 08:30;77,500;-;110,250
02.09.2025 08:30;02.09.2025 08:45;77,500;-;110,250
02.09.2025 08:45;02.09.2025 09:00;77,500;-;110,250
02.09.2025 09:00;02.09.2025 09:15;72,000;-;108,000
02.09.2025 09:15;02.09.2025 09:30;72,000;-;108,000
02.09.2025 09:30;02.09.2025 09:45;72,000;-;108,000
02.09.2025 09:45;02.09.2025 10:00;72,000;-;108,000
02.09.2025 10:00;02.09.2025 10:15;50,250;-;66,250
02.09.2025 10:15;02.09.2025 10:30;50,250;-;66,250
02.09.2025 10:30;02.09.2025 10:45;50,250;-;66,250
02.09.2025 10:45;02.09.2025 11:00;50,250;-;66,250
02.09.2025 11:00;02.09.2025 11:15;32,250;-;40,000
02.09.2025 11:15;02.09.2025 11:30;32,250;-;40,000
02.09.2025 11:30;02.09.2025 11:45;32,250;-;40,000
02.09.2025 11:45;02.09.2025 12:00;32,250;-;40,000
02.09.2025 12:00;02.09.2025 12:15;41,000;-;39,500
02.09.2025 12:15;02.09.2025 12:30;41,000;-;39,500
02.09.2025 12:30;02.09.2025 12:45;41,000;-;39,500
02.09.2025 12:45;02.09.2025 13:00;41,000;-;39,500
02.09.2025 13:00;02.09.2025 13:15;21,250;-;40,000
02.09.2025 13:15;02.09.2025 13:30;21,250;-;40,000
02.09.2025 13:30;02.09.2025 13:45;21,250;-;40,000
02.09.2025 13:45;02.09.2025 14:00;21,250;-;40,000
02.09.2025 14:00;02.09.2025 14:15;19,750;-;40,750
02.09.2025 14:15;02.09.2025 14:30;19,750;-;40,750
02.09.2025 14:30;02.09.2025 14:45;19,750;-;40,750
02.09.2025 14:45;02.09.2025 15:00;19,750;-;40,750
02.09.2025 15:00;02.09.2025 15:15;30,250;-;39,250
02.09.2025 15:15;02.09.2025 15:30;30,250;-;39,250
02.09.2025 15:30;02.09.2025 15:45;30,250;-;39,250
02.09.2025 15:45;02.09.2025 16:00;30,250;-;39,250
02.09.2025 16:00;02.09.2025 16:15;27,500;-;39,750
02.09.2025 16:15;02.09.2025 16:30;27,500;-;39,750
02.09.2025 16:30;02.09.2025 16:45;27,500;-;39,750
02.09.2025 16:45;02.09.2025 17:00;27,500;-;39,750
02.09.2025 17:00;02.09.2025 17:15;31,000;-;69,500
02.09.2025 17:15;02.09.2025 17:30;31,000;-;69,500
02.09.2025 17:30;02.09.2025 17:45;31,000;-;69,500
02.09.2025 17:45;02.09.2025 18:00;31,000;-;69,500
02.09.2025 18:00;02.09.2025 18:15;63,750;-;106,000
02.09.2025 18:15;02.09.2025 18:30;63,750;-;106,000
02.09.2025 18:30;02.09.2025 18:45;63,750;-;106,000
02.09.2025 18:45;02.09.2025 19:00;63,750;-;106,000
02.09.2025 19:00;02.09.2025 19:15;54,500;-;110,250
02.09.2025 19:15;02.09.2025 19:30;54,500;-;110,250
02.09.2025 19:30;02.09.2025 19:45;54,500;-;110,250
02.09.2025 19:45;02.09.2025 20:00;54,500;-;110,250
02.09.2025 20:00;02.09.2025 20:15;74,250;-;109,250
02.09.2025 20:15;02.09.2025 20:30;74,250;-;109,250
02.09.2025 20:30;02.09.2025 20:45;74,250;-;109,250
02.09.2025 20:45;02.09.2025 21:00;74,250;-;109,250
02.09.2025 21:00;02.09.2025 21:15;83,750;-;92,500
02.09.2025 21:15;02.09.2025 21:30;83,750;-;92,500
02.09.2025 21:30;02.09.2025 21:45;83,750;-;92,500
02.09.2025 21:45;02.09.2025 22:00;83,750;-;92,500
02.09.2025 22:00;02.09.2025 22:15;71,500;-;44,000
02.09.2025 22:15;02.09.2025 22:30;71,500;-;44,000
02.09.2025 22:30;02.09.2025 22:45;71,500;-;44,000
02.09.2025 22:45;02.09.2025 23:00;71,500;-;44,000
02.09.2025 23:00;02.09.2025 23:15;34,500;-;45,000
02.09.2025 23:15;02.09.2025 23:30;34,500;-;45,000
02.09.2025 23:30;02.09.2025 23:45;34,500;-;45,000
02.09.2025 23:45;03.09.2025 00:00;34,500;-;45,000
03.09.2025 00:00;03.09.2025 00:15;0,000;-;40,750
03.09.2025 00:15;03.09.2025 00:30;0,000;-;40,750
03.09.2025 00:30;03.09.2025 00:45;0,000;-;40,750
03.09.2025 00:45;03.09.2025 01:00;0,000;-;40,750
03.09.2025 01:00;03.09.2025 01:15;0,000;-;40,250
03.09.2025 01:15;03.09.2025 01:30;0,000;-;40,250
03.09.2025 01:30;03.09.2025 01:45;0,000;-;40,250
03.09.2025 01:45;03.09.2025 02:00;0,000;-;40,250
03.09.2025 02:00;03.09.2025 02:15;0,000;-;40,250
03.09.2025 02:15;03.09.2025 02:30;0,000;-;40,250
03.09.2025 02:30;03.09.2025 02:45;0,000;-;40,250
03.09.2025 02:45;03.09.2025 03:00;0,000;-;40,250
03.09.2025 03:00;03.09.2025 03:15;0,000;-;40,250
03.09.2025 03:15;03.09.2025 03:30;0,000;-;40,250
03.09.2025 03:30;03.09.2025 03:45;0,000;-;40,250
03.09.2025 03:45;03.09.2025 04:00;0,000;-;40,250
03.09.2025 04:00;03.09.2025 04:15;0,000;-;40,250
03.09.2025 04:15;03.09.2025 04:30;0,000;-;40,250
03.09.2025 04:30;03.09.2025 04:45;0,000;-;40,250
03.09.2025 04:45;03.09.2025 05:00;0,000;-;40,250
03.09.2025 05:00;03.09.2025 05:15;0,000;-;45,250
03.09.2025 05:15;03.09.2025 05:30;0,000;-;45,250
03.09.2025 05:30;03.09.2025 05:45;0,000;-;45,250
03.09.2025 05:45;03.09.2025 06:00;0,000;-;45,250
03.09.2025 06:00;03.09.2025 06:15;0,000;-;86,000
03.09.2025 06:15;03.09.2025 06:30;0,000;-;86,000
03.09.2025 06:30;03.09.2025 06:45;0,000;-;86,000
03.09.2025 06:45;03.09.2025 07:00;0,000;-;86,000
03.09.2025 07:00;03.09.2025 07:15;0,000;-;60,750
03.09.2025 07:15;03.09.2025 07:30;0,000;-;60,750
03.09.2025 07:30;03.09.2025 07:45;0,000;-;60,750
03.09.2025 07:45;03.09.2025 08:00;0,000;-;60,750
03.09.2025 08:00;03.09.2025 08:15;0,000;-;69,500
03.09.2025 08:15;03.09.2025 08:30;0,000;-;69,500
03.09.2025 08:30;03.09.2025 08:45;0,000;-;69,500
03.09.2025 08:45;03.09.2025 09:00;0,000;-;69,500
03.09.2025 09:00;03.09.2025 09:15;0,000;-;42,000
03.09.2025 09:15;03.09.2025 09:30;0,000;-;42,000
03.09.2025 09:30;03.09.2025 09:45;0,000;-;42,000
03.09.2025 09:45;03.09.2025 10:00;0,000;-;42,000
03.09.2025 10:00;03.09.2025 10:15;0,000;-;40,000
03.09.2025 10:15;03.09.2025 10:30;0,000;-;40,000
03.09.2025 10:30;03.09.2025 10:45;0,000;-;40,000
03.09.2025 10:45;03.09.2025 11:00;0,000;-;40,000
03.09.2025 11:00;03.09.2025 11:15;0,000;-;42,500
03.09.2025 11:15;03.09.2025 11:30;0,000;-;42,500
03.09.2025 11:30;03.09.2025 11:45;0,000;-;42,500
03.09.2025 11:45;03.09.2025 12:00;0,000;-;42,500
03.09.2025 12:00;03.09.2025 12:15;0,000;-;42,750
03.09.2025 12:15;03.09.2025 12:30;0,000;-;42,750
03.09.2025 12:30;03.09.2025 12:45;0,000;-;42,750
03.09.2025 12:45;03.09.2025 13:00;0,000;-;42,750
03.09.2025 13:00;03.09.2025 13:15;23,500;-;40,750
03.09.2025 13:15;03.09.2025 13:30;23,500;-;40,750
03.09.2025 13:30;03.09.2025 13:45;23,500;-;40,750
03.09.2025 13:45;03.09.2025 14:00;23,500;-;40,750
03.09.2025 14:00;03.09.2025 14:15;40,500;-;30,000
03.09.2025 14:15;03.09.2025 14:30;40,500;-;30,000
03.09.2025 14:30;03.09.2025 14:45;40,500;-;30,000
03.09.2025 14:45;03.09.2025 15:00;40,500;-;30,000
03.09.2025 15:00;03.09.2025 15:15;42,250;-;37,250
03.09.2025 15:15;03.09.2025 15:30;42,250;-;37,250
03.09.2025 15:30;03.09.2025 15:45;42,250;-;37,250
03.09.2025 15:45;03.09.2025 16:00;42,250;-;37,250
03.09.2025 16:00;03.09.2025 16:15;45,750;-;0,000
03.09.2025 16:15;03.09.2025 16:30;45,750;-;0,000
03.09.2025 16:30;03.09.2025 16:45;45,750;-;0,000
03.09.2025 16:45;03.09.2025 17:00;45,750;-;0,000
03.09.2025 17:00;03.09.2025 17:15;47,250;-;0,000
03.09.2025 17:15;03.09.2025 17:30;47,250;-;0,000
03.09.2025 17:30;03.09.2025 17:45;47,250;-;0,000
03.09.2025 17:45;03.09.2025 18:00;47,250;-;0,000
03.09.2025 18:00;03.09.2025 18:15;74,000;-;0,000
03.09.2025 18:15;03.09.2025 18:30;74,000;-;0,000
03.09.2025 18:30;03.09.2025 18:45;74,000;-;0,000
03.09.2025 18:45;03.09.2025 19:00;74,000;-;0,000
03.09.2025 19:00;03.09.2025 19:15;76,000;-;0,000
03.09.2025 19:15;03.09.2025 19:30;76,000;-;0,000
03.09.2025 19:30;03.09.2025 19:45;76,000;-;0,000
03.09.2025 19:45;03.09.2025 20:00;76,000;-;0,000
03.09.2025 20:00;03.09.2025 20:15;73,750;-;0,000
03.09.2025 20:15;03.09.2025 20:30;73,750;-;0,000
03.09.2025 20:30;03.09.2025 20:45;73,750;-;0,000
03.09.2025 20:45;03.09.2025 21:00;73,750;-;0,000
03.09.2025 21:00;03.09.2025 21:15;41,000;-;0,000
03.09.2025 21:15;03.09.2025 21:30;41,000;-;0,000
03.09.2025 21:30;03.09.2025 21:45;41,000;-;0,000
03.09.2025 21:45;03.09.2025 22:00;41,000;-;0,000
03.09.2025 22:00;03.09.2025 22:15;41,500;-;0,000
03.09.2025 22:15;03.09.2025 22:30;41,500;-;0,000
