Datum von;Datum bis;Generation_DE Huckingen A [MW] Berechnete Auflösungen;Generation_DE Huckingen B [MW] Berechnete Auflösungen
26.08.2025 00:00;26.08.2025 00:15;51,250;0,000
26.08.2025 00:15;26.08.2025 00:30;51,250;0,000
26.08.2025 00:30;26.08.2025 00:45;51,250;0,000
26.08.2025 00:45;26.08.2025 01:00;51,250;0,000
26.08.2025 01:00;26.08.2025 01:15;49,500;0,000
26.08.2025 01:15;26.08.2025 01:30;49,500;0,000
26.08.2025 01:30;26.08.2025 01:45;49,500;0,000
26.08.2025 01:45;26.08.2025 02:00;49,500;0,000
26.08.2025 02:00;26.08.2025 02:15;48,250;0,000
26.08.2025 02:15;26.08.2025 02:30;48,250;0,000
26.08.2025 02:30;26.08.2025 02:45;48,250;0,000
26.08.2025 02:45;26.08.2025 03:00;48,250;0,000
26.08.2025 03:00;26.08.2025 03:15;47,500;0,000
26.08.2025 03:15;26.08.2025 03:30;47,500;0,000
26.08.2025 03:30;26.08.2025 03:45;47,500;0,000
26.08.2025 03:45;26.08.2025 04:00;47,500;0,000
26.08.2025 04:00;26.08.2025 04:15;45,750;0,000
26.08.2025 04:15;26.08.2025 04:30;45,750;0,000
26.08.2025 04:30;26.08.2025 04:45;45,750;0,000
26.08.2025 04:45;26.08.2025 05:00;45,750;0,000
26.08.2025 05:00;26.08.2025 05:15;48,750;0,000
26.08.2025 05:15;26.08.2025 05:30;48,750;0,000
26.08.2025 05:30;26.08.2025 05:45;48,750;0,000
26.08.2025 05:45;26.08.2025 06:00;48,750;0,000
26.08.2025 06:00;26.08.2025 06:15;52,500;0,000
26.08.2025 06:15;26.08.2025 06:30;52,500;0,000
26.08.2025 06:30;26.08.2025 06:45;52,500;0,000
26.08.2025 06:45;26.08.2025 07:00;52,500;0,000
26.08.2025 07:00;26.08.2025 07:15;48,750;0,000
26.08.2025 07:15;26.08.2025 07:30;48,750;0,000
26.08.2025 07:30;26.08.2025 07:45;48,750;0,000
26.08.2025 07:45;26.08.2025 08:00;48,750;0,000
26.08.2025 08:00;26.08.2025 08:15;49,250;0,000
26.08.2025 08:15;26.08.2025 08:30;49,250;0,000
26.08.2025 08:30;26.08.2025 08:45;49,250;0,000
26.08.2025 08:45;26.08.2025 09:00;49,250;0,000
26.08.2025 09:00;26.08.2025 09:15;51,250;0,000
26.08.2025 09:15;26.08.2025 09:30;51,250;0,000
26.08.2025 09:30;26.08.2025 09:45;51,250;0,000
26.08.2025 09:45;26.08.2025 10:00;51,250;0,000
26.08.2025 10:00;26.08.2025 10:15;49,000;0,000
26.08.2025 10:15;26.08.2025 10:30;49,000;0,000
26.08.2025 10:30;26.08.2025 10:45;49,000;0,000
26.08.2025 10:45;26.08.2025 11:00;49,000;0,000
26.08.2025 11:00;26.08.2025 11:15;47,750;0,000
26.08.2025 11:15;26.08.2025 11:30;47,750;0,000
26.08.2025 11:30;26.08.2025 11:45;47,750;0,000
26.08.2025 11:45;26.08.2025 12:00;47,750;0,000
26.08.2025 12:00;26.08.2025 12:15;49,500;0,000
26.08.2025 12:15;26.08.2025 12:30;49,500;0,000
26.08.2025 12:30;26.08.2025 12:45;49,500;0,000
26.08.2025 12:45;26.08.2025 13:00;49,500;0,000
26.08.2025 13:00;26.08.2025 13:15;49,750;0,000
26.08.2025 13:15;26.08.2025 13:30;49,750;0,000
26.08.2025 13:30;26.08.2025 13:45;49,750;0,000
26.08.2025 13:45;26.08.2025 14:00;49,750;0,000
26.08.2025 14:00;26.08.2025 14:15;48,500;0,000
26.08.2025 14:15;26.08.2025 14:30;48,500;0,000
26.08.2025 14:30;26.08.2025 14:45;48,500;0,000
26.08.2025 14:45;26.08.2025 15:00;48,500;0,000
26.08.2025 15:00;26.08.2025 15:15;48,750;0,000
26.08.2025 15:15;26.08.2025 15:30;48,750;0,000
26.08.2025 15:30;26.08.2025 15:45;48,750;0,000
26.08.2025 15:45;26.08.2025 16:00;48,750;0,000
26.08.2025 16:00;26.08.2025 16:15;45,750;0,000
26.08.2025 16:15;26.08.2025 16:30;45,750;0,000
26.08.2025 16:30;26.08.2025 16:45;45,750;0,000
26.08.2025 16:45;26.08.2025 17:00;45,750;0,000
26.08.2025 17:00;26.08.2025 17:15;46,500;0,000
26.08.2025 17:15;26.08.2025 17:30;46,500;0,000
26.08.2025 17:30;26.08.2025 17:45;46,500;0,000
26.08.2025 17:45;26.08.2025 18:00;46,500;0,000
26.08.2025 18:00;26.08.2025 18:15;57,250;0,000
26.08.2025 18:15;26.08.2025 18:30;57,250;0,000
26.08.2025 18:30;26.08.2025 18:45;57,250;0,000
26.08.2025 18:45;26.08.2025 19:00;57,250;0,000
26.08.2025 19:00;26.08.2025 19:15;56,250;0,000
26.08.2025 19:15;26.08.2025 19:30;56,250;0,000
26.08.2025 19:30;26.08.2025 19:45;56,250;0,000
26.08.2025 19:45;26.08.2025 20:00;56,250;0,000
26.08.2025 20:00;26.08.2025 20:15;60,750;0,000
26.08.2025 20:15;26.08.2025 20:30;60,750;0,000
26.08.2025 20:30;26.08.2025 20:45;60,750;0,000
26.08.2025 20:45;26.08.2025 21:00;60,750;0,000
26.08.2025 21:00;26.08.2025 21:15;50,750;0,000
26.08.2025 21:15;26.08.2025 21:30;50,750;0,000
26.08.2025 21:30;26.08.2025 21:45;50,750;0,000
26.08.2025 21:45;26.08.2025 22:00;50,750;0,000
26.08.2025 22:00;26.08.2025 22:15;48,250;0,000
26.08.2025 22:15;26.08.2025 22:30;48,250;0,000
26.08.2025 22:30;26.08.2025 22:45;48,250;0,000
26.08.2025 22:45;26.08.2025 23:00;48,250;0,000
26.08.2025 23:00;26.08.2025 23:15;47,750;0,000
26.08.2025 23:15;26.08.2025 23:30;47,750;0,000
26.08.2025 23:30;26.08.2025 23:45;47,750;0,000
26.08.2025 23:45;27.08.2025 00:00;47,750;0,000
27.08.2025 00:00;27.08.2025 00:15;49,500;0,000
27.08.2025 00:15;27.08.2025 00:30;49,500;0,000
27.08.2025 00:30;27.08.2025 00:45;49,500;0,000
27.08.2025 00:45;27.08.2025 01:00;49,500;0,000
27.08.2025 01:00;27.08.2025 01:15;48,750;0,000
27.08.2025 01:15;27.08.2025 01:30;48,750;0,000
27.08.2025 01:30;27.08.2025 01:45;48,750;0,000
27.08.2025 01:45;27.08.2025 02:00;48,750;0,000
27.08.2025 02:00;27.08.2025 02:15;48,500;0,000
27.08.2025 02:15;27.08.2025 02:30;48,500;0,000
27.08.2025 02:30;27.08.2025 02:45;48,500;0,000
27.08.2025 02:45;27.08.2025 03:00;48,500;0,000
27.08.2025 03:00;27.08.2025 03:15;50,500;0,000
27.08.2025 03:15;27.08.2025 03:30;50,500;0,000
27.08.2025 03:30;27.08.2025 03:45;50,500;0,000
27.08.2025 03:45;27.08.2025 04:00;50,500;0,000
27.08.2025 04:00;27.08.2025 04:15;50,250;0,000
27.08.2025 04:15;27.08.2025 04:30;50,250;0,000
27.08.2025 04:30;27.08.2025 04:45;50,250;0,000
27.08.2025 04:45;27.08.2025 05:00;50,250;0,000
27.08.2025 05:00;27.08.2025 05:15;47,500;0,000
27.08.2025 05:15;27.08.2025 05:30;47,500;0,000
27.08.2025 05:30;27.08.2025 05:45;47,500;0,000
27.08.2025 05:45;27.08.2025 06:00;47,500;0,000
27.08.2025 06:00;27.08.2025 06:15;49,500;0,000
27.08.2025 06:15;27.08.2025 06:30;49,500;0,000
27.08.2025 06:30;27.08.2025 06:45;49,500;0,000
27.08.2025 06:45;27.08.2025 07:00;49,500;0,000
27.08.2025 07:00;27.08.2025 07:15;50,000;0,000
27.08.2025 07:15;27.08.2025 07:30;50,000;0,000
27.08.2025 07:30;27.08.2025 07:45;50,000;0,000
27.08.2025 07:45;27.08.2025 08:00;50,000;0,000
27.08.2025 08:00;27.08.2025 08:15;50,750;0,000
27.08.2025 08:15;27.08.2025 08:30;50,750;0,000
27.08.2025 08:30;27.08.2025 08:45;50,750;0,000
27.08.2025 08:45;27.08.2025 09:00;50,750;0,000
27.08.2025 09:00;27.08.2025 09:15;54,000;0,000
27.08.2025 09:15;27.08.2025 09:30;54,000;0,000
27.08.2025 09:30;27.08.2025 09:45;54,000;0,000
27.08.2025 09:45;27.08.2025 10:00;54,000;0,000
27.08.2025 10:00;27.08.2025 10:15;50,500;0,000
27.08.2025 10:15;27.08.2025 10:30;50,500;0,000
27.08.2025 10:30;27.08.2025 10:45;50,500;0,000
27.08.2025 10:45;27.08.2025 11:00;50,500;0,000
27.08.2025 11:00;27.08.2025 11:15;51,250;0,000
27.08.2025 11:15;27.08.2025 11:30;51,250;0,000
27.08.2025 11:30;27.08.2025 11:45;51,250;0,000
27.08.2025 11:45;27.08.2025 12:00;51,250;0,000
27.08.2025 12:00;27.08.2025 12:15;52,750;0,000
27.08.2025 12:15;27.08.2025 12:30;52,750;0,000
27.08.2025 12:30;27.08.2025 12:45;52,750;0,000
27.08.2025 12:45;27.08.2025 13:00;52,750;0,000
27.08.2025 13:00;27.08.2025 13:15;49,750;0,000
27.08.2025 13:15;27.08.2025 13:30;49,750;0,000
27.08.2025 13:30;27.08.2025 13:45;49,750;0,000
27.08.2025 13:45;27.08.2025 14:00;49,750;0,000
27.08.2025 14:00;27.08.2025 14:15;49,250;0,000
27.08.2025 14:15;27.08.2025 14:30;49,250;0,000
27.08.2025 14:30;27.08.2025 14:45;49,250;0,000
27.08.2025 14:45;27.08.2025 15:00;49,250;0,000
27.08.2025 15:00;27.08.2025 15:15;51,250;0,000
27.08.2025 15:15;27.08.2025 15:30;51,250;0,000
27.08.2025 15:30;27.08.2025 15:45;51,250;0,000
27.08.2025 15:45;27.08.2025 16:00;51,250;0,000
27.08.2025 16:00;27.08.2025 16:15;50,750;0,000
27.08.2025 16:15;27.08.2025 16:30;50,750;0,000
27.08.2025 16:30;27.08.2025 16:45;50,750;0,000
27.08.2025 16:45;27.08.2025 17:00;50,750;0,000
27.08.2025 17:00;27.08.2025 17:15;50,000;0,000
27.08.2025 17:15;27.08.2025 17:30;50,000;0,000
27.08.2025 17:30;27.08.2025 17:45;50,000;0,000
27.08.2025 17:45;27.08.2025 18:00;50,000;0,000
27.08.2025 18:00;27.08.2025 18:15;49,500;0,000
27.08.2025 18:15;27.08.2025 18:30;49,500;0,000
27.08.2025 18:30;27.08.2025 18:45;49,500;0,000
27.08.2025 18:45;27.08.2025 19:00;49,500;0,000
27.08.2025 19:00;27.08.2025 19:15;47,000;0,000
27.08.2025 19:15;27.08.2025 19:30;47,000;0,000
27.08.2025 19:30;27.08.2025 19:45;47,000;0,000
27.08.2025 19:45;27.08.2025 20:00;47,000;0,000
27.08.2025 20:00;27.08.2025 20:15;47,750;0,000
27.08.2025 20:15;27.08.2025 20:30;47,750;0,000
27.08.2025 20:30;27.08.2025 20:45;47,750;0,000
27.08.2025 20:45;27.08.2025 21:00;47,750;0,000
27.08.2025 21:00;27.08.2025 21:15;49,000;0,000
27.08.2025 21:15;27.08.2025 21:30;49,000;0,000
27.08.2025 21:30;27.08.2025 21:45;49,000;0,000
27.08.2025 21:45;27.08.2025 22:00;49,000;0,000
27.08.2025 22:00;27.08.2025 22:15;48,500;0,000
27.08.2025 22:15;27.08.2025 22:30;48,500;0,000
27.08.2025 22:30;27.08.2025 22:45;48,500;0,000
27.08.2025 22:45;27.08.2025 23:00;48,500;0,000
27.08.2025 23:00;27.08.2025 23:15;47,500;0,000
27.08.2025 23:15;27.08.2025 23:30;47,500;0,000
27.08.2025 23:30;27.08.2025 23:45;47,500;0,000
27.08.2025 23:45;28.08.2025 00:00;47,500;0,000
28.08.2025 00:00;28.08.2025 00:15;50,250;0,000
28.08.2025 00:15;28.08.2025 00:30;50,250;0,000
28.08.2025 00:30;28.08.2025 00:45;50,250;0,000
28.08.2025 00:45;28.08.2025 01:00;50,250;0,000
28.08.2025 01:00;28.08.2025 01:15;48,250;0,000
28.08.2025 01:15;28.08.2025 01:30;48,250;0,000
28.08.2025 01:30;28.08.2025 01:45;48,250;0,000
28.08.2025 01:45;28.08.2025 02:00;48,250;0,000
28.08.2025 02:00;28.08.2025 02:15;48,500;0,000
28.08.2025 02:15;28.08.2025 02:30;48,500;0,000
28.08.2025 02:30;28.08.2025 02:45;48,500;0,000
28.08.2025 02:45;28.08.2025 03:00;48,500;0,000
28.08.2025 03:00;28.08.2025 03:15;50,500;0,000
28.08.2025 03:15;28.08.2025 03:30;50,500;0,000
28.08.2025 03:30;28.08.2025 03:45;50,500;0,000
28.08.2025 03:45;28.08.2025 04:00;50,500;0,000
28.08.2025 04:00;28.08.2025 04:15;52,250;0,000
28.08.2025 04:15;28.08.2025 04:30;52,250;0,000
28.08.2025 04:30;28.08.2025 04:45;52,250;0,000
28.08.2025 04:45;28.08.2025 05:00;52,250;0,000
28.08.2025 05:00;28.08.2025 05:15;40,750;0,000
28.08.2025 05:15;28.08.2025 05:30;40,750;0,000
28.08.2025 05:30;28.08.2025 05:45;40,750;0,000
28.08.2025 05:45;28.08.2025 06:00;40,750;0,000
28.08.2025 06:00;28.08.2025 06:15;32,750;0,000
28.08.2025 06:15;28.08.2025 06:30;32,750;0,000
28.08.2025 06:30;28.08.2025 06:45;32,750;0,000
28.08.2025 06:45;28.08.2025 07:00;32,750;0,000
28.08.2025 07:00;28.08.2025 07:15;32,000;0,000
28.08.2025 07:15;28.08.2025 07:30;32,000;0,000
28.08.2025 07:30;28.08.2025 07:45;32,000;0,000
28.08.2025 07:45;28.08.2025 08:00;32,000;0,000
28.08.2025 08:00;28.08.2025 08:15;31,250;0,000
28.08.2025 08:15;28.08.2025 08:30;31,250;0,000
28.08.2025 08:30;28.08.2025 08:45;31,250;0,000
28.08.2025 08:45;28.08.2025 09:00;31,250;0,000
28.08.2025 09:00;28.08.2025 09:15;31,750;0,000
28.08.2025 09:15;28.08.2025 09:30;31,750;0,000
28.08.2025 09:30;28.08.2025 09:45;31,750;0,000
28.08.2025 09:45;28.08.2025 10:00;31,750;0,000
28.08.2025 10:00;28.08.2025 10:15;31,750;0,000
28.08.2025 10:15;28.08.2025 10:30;31,750;0,000
28.08.2025 10:30;28.08.2025 10:45;31,750;0,000
28.08.2025 10:45;28.08.2025 11:00;31,750;0,000
28.08.2025 11:00;28.08.2025 11:15;32,000;0,000
28.08.2025 11:15;28.08.2025 11:30;32,000;0,000
28.08.2025 11:30;28.08.2025 11:45;32,000;0,000
28.08.2025 11:45;28.08.2025 12:00;32,000;0,000
28.08.2025 12:00;28.08.2025 12:15;33,750;0,000
28.08.2025 12:15;28.08.2025 12:30;33,750;0,000
28.08.2025 12:30;28.08.2025 12:45;33,750;0,000
28.08.2025 12:45;28.08.2025 13:00;33,750;0,000
28.08.2025 13:00;28.08.2025 13:15;35,000;0,000
28.08.2025 13:15;28.08.2025 13:30;35,000;0,000
28.08.2025 13:30;28.08.2025 13:45;35,000;0,000
28.08.2025 13:45;28.08.2025 14:00;35,000;0,000
28.08.2025 14:00;28.08.2025 14:15;40,500;0,000
28.08.2025 14:15;28.08.2025 14:30;40,500;0,000
28.08.2025 14:30;28.08.2025 14:45;40,500;0,000
28.08.2025 14:45;28.08.2025 15:00;40,500;0,000
28.08.2025 15:00;28.08.2025 15:15;44,750;0,000
28.08.2025 15:15;28.08.2025 15:30;44,750;0,000
28.08.2025 15:30;28.08.2025 15:45;44,750;0,000
28.08.2025 15:45;28.08.2025 16:00;44,750;0,000
28.08.2025 16:00;28.08.2025 16:15;46,000;0,000
28.08.2025 16:15;28.08.2025 16:30;46,000;0,000
28.08.2025 16:30;28.08.2025 16:45;46,000;0,000
28.08.2025 16:45;28.08.2025 17:00;46,000;0,000
28.08.2025 17:00;28.08.2025 17:15;45,500;0,000
28.08.2025 17:15;28.08.2025 17:30;45,500;0,000
28.08.2025 17:30;28.08.2025 17:45;45,500;0,000
28.08.2025 17:45;28.08.2025 18:00;45,500;0,000
28.08.2025 18:00;28.08.2025 18:15;43,750;0,000
28.08.2025 18:15;28.08.2025 18:30;43,750;0,000
28.08.2025 18:30;28.08.2025 18:45;43,750;0,000
28.08.2025 18:45;28.08.2025 19:00;43,750;0,000
28.08.2025 19:00;28.08.2025 19:15;46,500;0,000
28.08.2025 19:15;28.08.2025 19:30;46,500;0,000
28.08.2025 19:30;28.08.2025 19:45;46,500;0,000
28.08.2025 19:45;28.08.2025 20:00;46,500;0,000
28.08.2025 20:00;28.08.2025 20:15;44,750;0,000
28.08.2025 20:15;28.08.2025 20:30;44,750;0,000
28.08.2025 20:30;28.08.2025 20:45;44,750;0,000
28.08.2025 20:45;28.08.2025 21:00;44,750;0,000
28.08.2025 21:00;28.08.2025 21:15;46,750;0,000
28.08.2025 21:15;28.08.2025 21:30;46,750;0,000
28.08.2025 21:30;28.08.2025 21:45;46,750;0,000
28.08.2025 21:45;28.08.2025 22:00;46,750;0,000
28.08.2025 22:00;28.08.2025 22:15;45,000;0,000
28.08.2025 22:15;28.08.2025 22:30;45,000;0,000
28.08.2025 22:30;28.08.2025 22:45;45,000;0,000
28.08.2025 22:45;28.08.2025 23:00;45,000;0,000
28.08.2025 23:00;28.08.2025 23:15;42,500;0,000
28.08.2025 23:15;28.08.2025 23:30;42,500;0,000
28.08.2025 23:30;28.08.2025 23:45;42,500;0,000
28.08.2025 23:45;29.08.2025 00:00;42,500;0,000
29.08.2025 00:00;29.08.2025 00:15;46,500;0,000
29.08.2025 00:15;29.08.2025 00:30;46,500;0,000
29.08.2025 00:30;29.08.2025 00:45;46,500;0,000
29.08.2025 00:45;29.08.2025 01:00;46,500;0,000
29.08.2025 01:00;29.08.2025 01:15;45,500;0,000
29.08.2025 01:15;29.08.2025 01:30;45,500;0,000
29.08.2025 01:30;29.08.2025 01:45;45,500;0,000
29.08.2025 01:45;29.08.2025 02:00;45,500;0,000
29.08.2025 02:00;29.08.2025 02:15;46,750;0,000
29.08.2025 02:15;29.08.2025 02:30;46,750;0,000
29.08.2025 02:30;29.08.2025 02:45;46,750;0,000
29.08.2025 02:45;29.08.2025 03:00;46,750;0,000
29.08.2025 03:00;29.08.2025 03:15;50,000;0,000
29.08.2025 03:15;29.08.2025 03:30;50,000;0,000
29.08.2025 03:30;29.08.2025 03:45;50,000;0,000
29.08.2025 03:45;29.08.2025 04:00;50,000;0,000
29.08.2025 04:00;29.08.2025 04:15;51,750;0,000
29.08.2025 04:15;29.08.2025 04:30;51,750;0,000
29.08.2025 04:30;29.08.2025 04:45;51,750;0,000
29.08.2025 04:45;29.08.2025 05:00;51,750;0,000
29.08.2025 05:00;29.08.2025 05:15;50,250;0,000
29.08.2025 05:15;29.08.2025 05:30;50,250;0,000
29.08.2025 05:30;29.08.2025 05:45;50,250;0,000
29.08.2025 05:45;29.08.2025 06:00;50,250;0,000
29.08.2025 06:00;29.08.2025 06:15;52,250;0,000
29.08.2025 06:15;29.08.2025 06:30;52,250;0,000
29.08.2025 06:30;29.08.2025 06:45;52,250;0,000
29.08.2025 06:45;29.08.2025 07:00;52,250;0,000
29.08.2025 07:00;29.08.2025 07:15;48,250;0,000
29.08.2025 07:15;29.08.2025 07:30;48,250;0,000
29.08.2025 07:30;29.08.2025 07:45;48,250;0,000
29.08.2025 07:45;29.08.2025 08:00;48,250;0,000
29.08.2025 08:00;29.08.2025 08:15;46,500;0,000
29.08.2025 08:15;29.08.2025 08:30;46,500;0,000
29.08.2025 08:30;29.08.2025 08:45;46,500;0,000
29.08.2025 08:45;29.08.2025 09:00;46,500;0,000
29.08.2025 09:00;29.08.2025 09:15;46,500;0,000
29.08.2025 09:15;29.08.2025 09:30;46,500;0,000
29.08.2025 09:30;29.08.2025 09:45;46,500;0,000
29.08.2025 09:45;29.08.2025 10:00;46,500;0,000
29.08.2025 10:00;29.08.2025 10:15;43,500;0,000
29.08.2025 10:15;29.08.2025 10:30;43,500;0,000
29.08.2025 10:30;29.08.2025 10:45;43,500;0,000
