Datum von;Datum bis;Generation_DE Neurath C [MW] Berechnete Auflösungen;Generation_DE Neurath D [MW] Berechnete Auflösungen;Generation_DE Neurath E [MW] Berechnete Auflösungen;Generation_DE Neurath F [MW] Berechnete Auflösungen;Generation_DE Neurath G [MW] Berechnete Auflösungen;Generation_DE Neurath A [MW] Berechnete Auflösungen;Generation_DE Neurath B [MW] Berechnete Auflösungen;Generation_DE Batteriespeicher Neurath [MW] Berechnete Auflösungen
29.08.2025 04:15;29.08.2025 04:30;-;-;-;256,250;265,000;-;-;-
29.08.2025 04:30;29.08.2025 04:45;-;-;-;256,250;265,000;-;-;-
29.08.2025 04:45;29.08.2025 05:00;-;-;-;256,250;265,000;-;-;-
29.08.2025 05:00;29.08.2025 05:15;-;-;-;256,500;264,000;-;-;-
29.08.2025 05:15;29.08.2025 05:30;-;-;-;256,500;264,000;-;-;-
29.08.2025 05:30;29.08.2025 05:45;-;-;-;256,500;264,000;-;-;-
29.08.2025 05:45;29.08.2025 06:00;-;-;-;256,500;264,000;-;-;-
29.08.2025 06:00;29.08.2025 06:15;-;-;-;255,250;264,500;-;-;-
29.08.2025 06:15;29.08.2025 06:30;-;-;-;255,250;264,500;-;-;-
29.08.2025 06:30;29.08.2025 06:45;-;-;-;255,250;264,500;-;-;-
29.08.2025 06:45;29.08.2025 07:00;-;-;-;255,250;264,500;-;-;-
29.08.2025 07:00;29.08.2025 07:15;-;-;-;257,250;264,250;-;-;-
29.08.2025 07:15;29.08.2025 07:30;-;-;-;257,250;264,250;-;-;-
29.08.2025 07:30;29.08.2025 07:45;-;-;-;257,250;264,250;-;-;-
29.08.2025 07:45;29.08.2025 08:00;-;-;-;257,250;264,250;-;-;-
29.08.2025 08:00;29.08.2025 08:15;-;-;-;255,500;265,750;-;-;-
29.08.2025 08:15;29.08.2025 08:30;-;-;-;255,500;265,750;-;-;-
29.08.2025 08:30;29.08.2025 08:45;-;-;-;255,500;265,750;-;-;-
29.08.2025 08:45;29.08.2025 09:00;-;-;-;255,500;265,750;-;-;-
29.08.2025 09:00;29.08.2025 09:15;-;-;-;255,500;267,000;-;-;-
29.08.2025 09:15;29.08.2025 09:30;-;-;-;255,500;267,000;-;-;-
29.08.2025 09:30;29.08.2025 09:45;-;-;-;255,500;267,000;-;-;-
29.08.2025 09:45;29.08.2025 10:00;-;-;-;255,500;267,000;-;-;-
29.08.2025 10:00;29.08.2025 10:15;-;-;-;246,250;256,500;-;-;-
29.08.2025 10:15;29.08.2025 10:30;-;-;-;246,250;256,500;-;-;-
29.08.2025 10:30;29.08.2025 10:45;-;-;-;246,250;256,500;-;-;-
29.08.2025 10:45;29.08.2025 11:00;-;-;-;246,250;256,500;-;-;-
29.08.2025 11:00;29.08.2025 11:15;-;-;-;141,000;150,000;-;-;-
29.08.2025 11:15;29.08.2025 11:30;-;-;-;141,000;150,000;-;-;-
29.08.2025 11:30;29.08.2025 11:45;-;-;-;141,000;150,000;-;-;-
29.08.2025 11:45;29.08.2025 12:00;-;-;-;141,000;150,000;-;-;-
29.08.2025 12:00;29.08.2025 12:15;-;-;-;107,000;120,500;-;-;-
29.08.2025 12:15;29.08.2025 12:30;-;-;-;107,000;120,500;-;-;-
29.08.2025 12:30;29.08.2025 12:45;-;-;-;107,000;120,500;-;-;-
29.08.2025 12:45;29.08.2025 13:00;-;-;-;107,000;120,500;-;-;-
29.08.2025 13:00;29.08.2025 13:15;-;-;-;115,000;129,750;-;-;-
29.08.2025 13:15;29.08.2025 13:30;-;-;-;115,000;129,750;-;-;-
29.08.2025 13:30;29.08.2025 13:45;-;-;-;115,000;129,750;-;-;-
29.08.2025 13:45;29.08.2025 14:00;-;-;-;115,000;129,750;-;-;-
29.08.2025 14:00;29.08.2025 14:15;-;-;-;195,000;189,250;-;-;-
29.08.2025 14:15;29.08.2025 14:30;-;-;-;195,000;189,250;-;-;-
29.08.2025 14:30;29.08.2025 14:45;-;-;-;195,000;189,250;-;-;-
29.08.2025 14:45;29.08.2025 15:00;-;-;-;195,000;189,250;-;-;-
29.08.2025 15:00;29.08.2025 15:15;-;-;-;238,000;227,000;-;-;-
29.08.2025 15:15;29.08.2025 15:30;-;-;-;238,000;227,000;-;-;-
29.08.2025 15:30;29.08.2025 15:45;-;-;-;238,000;227,000;-;-;-
29.08.2025 15:45;29.08.2025 16:00;-;-;-;238,000;227,000;-;-;-
29.08.2025 16:00;29.08.2025 16:15;-;-;-;253,750;247,000;-;-;-
29.08.2025 16:15;29.08.2025 16:30;-;-;-;253,750;247,000;-;-;-
29.08.2025 16:30;29.08.2025 16:45;-;-;-;253,750;247,000;-;-;-
29.08.2025 16:45;29.08.2025 17:00;-;-;-;253,750;247,000;-;-;-
29.08.2025 17:00;29.08.2025 17:15;-;-;-;253,750;258,500;-;-;-
29.08.2025 17:15;29.08.2025 17:30;-;-;-;253,750;258,500;-;-;-
29.08.2025 17:30;29.08.2025 17:45;-;-;-;253,750;258,500;-;-;-
29.08.2025 17:45;29.08.2025 18:00;-;-;-;253,750;258,500;-;-;-
29.08.2025 18:00;29.08.2025 18:15;-;-;-;255,000;264,500;-;-;-
29.08.2025 18:15;29.08.2025 18:30;-;-;-;255,000;264,500;-;-;-
29.08.2025 18:30;29.08.2025 18:45;-;-;-;255,000;264,500;-;-;-
29.08.2025 18:45;29.08.2025 19:00;-;-;-;255,000;264,500;-;-;-
29.08.2025 19:00;29.08.2025 19:15;-;-;-;254,750;265,000;-;-;-
29.08.2025 19:15;29.08.2025 19:30;-;-;-;254,750;265,000;-;-;-
29.08.2025 19:30;29.08.2025 19:45;-;-;-;254,750;265,000;-;-;-
29.08.2025 19:45;29.08.2025 20:00;-;-;-;254,750;265,000;-;-;-
29.08.2025 20:00;29.08.2025 20:15;-;-;-;255,500;264,500;-;-;-
29.08.2025 20:15;29.08.2025 20:30;-;-;-;255,500;264,500;-;-;-
29.08.2025 20:30;29.08.2025 20:45;-;-;-;255,500;264,500;-;-;-
29.08.2025 20:45;29.08.2025 21:00;-;-;-;255,500;264,500;-;-;-
29.08.2025 21:00;29.08.2025 21:15;-;-;-;255,500;263,000;-;-;-
29.08.2025 21:15;29.08.2025 21:30;-;-;-;255,500;263,000;-;-;-
29.08.2025 21:30;29.08.2025 21:45;-;-;-;255,500;263,000;-;-;-
29.08.2025 21:45;29.08.2025 22:00;-;-;-;255,500;263,000;-;-;-
29.08.2025 22:00;29.08.2025 22:15;-;-;-;255,500;264,250;-;-;-
29.08.2025 22:15;29.08.2025 22:30;-;-;-;255,500;264,250;-;-;-
29.08.2025 22:30;29.08.2025 22:45;-;-;-;255,500;264,250;-;-;-
29.08.2025 22:45;29.08.2025 23:00;-;-;-;255,500;264,250;-;-;-
29.08.2025 23:00;29.08.2025 23:15;-;-;-;256,750;264,750;-;-;-
29.08.2025 23:15;29.08.2025 23:30;-;-;-;256,750;264,750;-;-;-
29.08.2025 23:30;29.08.2025 23:45;-;-;-;256,750;264,750;-;-;-
29.08.2025 23:45;30.08.2025 00:00;-;-;-;256,750;264,750;-;-;-
30.08.2025 00:00;30.08.2025 00:15;-;-;-;255,000;263,750;-;-;-
30.08.2025 00:15;30.08.2025 00:30;-;-;-;255,000;263,750;-;-;-
30.08.2025 00:30;30.08.2025 00:45;-;-;-;255,000;263,750;-;-;-
30.08.2025 00:45;30.08.2025 01:00;-;-;-;255,000;263,750;-;-;-
30.08.2025 01:00;30.08.2025 01:15;-;-;-;255,000;262,000;-;-;-
30.08.2025 01:15;30.08.2025 01:30;-;-;-;255,000;262,000;-;-;-
30.08.2025 01:30;30.08.2025 01:45;-;-;-;255,000;262,000;-;-;-
30.08.2025 01:45;30.08.2025 02:00;-;-;-;255,000;262,000;-;-;-
30.08.2025 02:00;30.08.2025 02:15;-;-;-;256,250;263,000;-;-;-
30.08.2025 02:15;30.08.2025 02:30;-;-;-;256,250;263,000;-;-;-
30.08.2025 02:30;30.08.2025 02:45;-;-;-;256,250;263,000;-;-;-
30.08.2025 02:45;30.08.2025 03:00;-;-;-;256,250;263,000;-;-;-
30.08.2025 03:00;30.08.2025 03:15;-;-;-;256,000;260,500;-;-;-
30.08.2025 03:15;30.08.2025 03:30;-;-;-;256,000;260,500;-;-;-
30.08.2025 03:30;30.08.2025 03:45;-;-;-;256,000;260,500;-;-;-
30.08.2025 03:45;30.08.2025 04:00;-;-;-;256,000;260,500;-;-;-
30.08.2025 04:00;30.08.2025 04:15;-;-;-;255,500;263,250;-;-;-
30.08.2025 04:15;30.08.2025 04:30;-;-;-;255,500;263,250;-;-;-
30.08.2025 04:30;30.08.2025 04:45;-;-;-;255,500;263,250;-;-;-
30.08.2025 04:45;30.08.2025 05:00;-;-;-;255,500;263,250;-;-;-
30.08.2025 05:00;30.08.2025 05:15;-;-;-;256,000;261,750;-;-;-
30.08.2025 05:15;30.08.2025 05:30;-;-;-;256,000;261,750;-;-;-
30.08.2025 05:30;30.08.2025 05:45;-;-;-;256,000;261,750;-;-;-
30.08.2025 05:45;30.08.2025 06:00;-;-;-;256,000;261,750;-;-;-
30.08.2025 06:00;30.08.2025 06:15;-;-;-;255,250;262,750;-;-;-
30.08.2025 06:15;30.08.2025 06:30;-;-;-;255,250;262,750;-;-;-
30.08.2025 06:30;30.08.2025 06:45;-;-;-;255,250;262,750;-;-;-
30.08.2025 06:45;30.08.2025 07:00;-;-;-;255,250;262,750;-;-;-
30.08.2025 07:00;30.08.2025 07:15;-;-;-;256,750;263,750;-;-;-
30.08.2025 07:15;30.08.2025 07:30;-;-;-;256,750;263,750;-;-;-
30.08.2025 07:30;30.08.2025 07:45;-;-;-;256,750;263,750;-;-;-
30.08.2025 07:45;30.08.2025 08:00;-;-;-;256,750;263,750;-;-;-
30.08.2025 08:00;30.08.2025 08:15;-;-;-;255,750;264,750;-;-;-
30.08.2025 08:15;30.08.2025 08:30;-;-;-;255,750;264,750;-;-;-
30.08.2025 08:30;30.08.2025 08:45;-;-;-;255,750;264,750;-;-;-
30.08.2025 08:45;30.08.2025 09:00;-;-;-;255,750;264,750;-;-;-
30.08.2025 09:00;30.08.2025 09:15;-;-;-;256,000;264,250;-;-;-
30.08.2025 09:15;30.08.2025 09:30;-;-;-;256,000;264,250;-;-;-
30.08.2025 09:30;30.08.2025 09:45;-;-;-;256,000;264,250;-;-;-
30.08.2025 09:45;30.08.2025 10:00;-;-;-;256,000;264,250;-;-;-
30.08.2025 10:00;30.08.2025 10:15;-;-;-;201,250;203,250;-;-;-
30.08.2025 10:15;30.08.2025 10:30;-;-;-;201,250;203,250;-;-;-
30.08.2025 10:30;30.08.2025 10:45;-;-;-;201,250;203,250;-;-;-
30.08.2025 10:45;30.08.2025 11:00;-;-;-;201,250;203,250;-;-;-
30.08.2025 11:00;30.08.2025 11:15;-;-;-;114,500;122,000;-;-;-
30.08.2025 11:15;30.08.2025 11:30;-;-;-;114,500;122,000;-;-;-
30.08.2025 11:30;30.08.2025 11:45;-;-;-;114,500;122,000;-;-;-
30.08.2025 11:45;30.08.2025 12:00;-;-;-;114,500;122,000;-;-;-
30.08.2025 12:00;30.08.2025 12:15;-;-;-;107,250;121,000;-;-;-
30.08.2025 12:15;30.08.2025 12:30;-;-;-;107,250;121,000;-;-;-
30.08.2025 12:30;30.08.2025 12:45;-;-;-;107,250;121,000;-;-;-
30.08.2025 12:45;30.08.2025 13:00;-;-;-;107,250;121,000;-;-;-
30.08.2025 13:00;30.08.2025 13:15;-;-;-;109,250;121,000;-;-;-
30.08.2025 13:15;30.08.2025 13:30;-;-;-;109,250;121,000;-;-;-
30.08.2025 13:30;30.08.2025 13:45;-;-;-;109,250;121,000;-;-;-
30.08.2025 13:45;30.08.2025 14:00;-;-;-;109,250;121,000;-;-;-
30.08.2025 14:00;30.08.2025 14:15;-;-;-;108,250;120,750;-;-;-
30.08.2025 14:15;30.08.2025 14:30;-;-;-;108,250;120,750;-;-;-
30.08.2025 14:30;30.08.2025 14:45;-;-;-;108,250;120,750;-;-;-
30.08.2025 14:45;30.08.2025 15:00;-;-;-;108,250;120,750;-;-;-
30.08.2025 15:00;30.08.2025 15:15;-;-;-;108,000;121,250;-;-;-
30.08.2025 15:15;30.08.2025 15:30;-;-;-;108,000;121,250;-;-;-
30.08.2025 15:30;30.08.2025 15:45;-;-;-;108,000;121,250;-;-;-
30.08.2025 15:45;30.08.2025 16:00;-;-;-;108,000;121,250;-;-;-
30.08.2025 16:00;30.08.2025 16:15;-;-;-;116,000;130,750;-;-;-
30.08.2025 16:15;30.08.2025 16:30;-;-;-;116,000;130,750;-;-;-
30.08.2025 16:30;30.08.2025 16:45;-;-;-;116,000;130,750;-;-;-
30.08.2025 16:45;30.08.2025 17:00;-;-;-;116,000;130,750;-;-;-
30.08.2025 17:00;30.08.2025 17:15;-;-;-;192,750;203,250;-;-;-
30.08.2025 17:15;30.08.2025 17:30;-;-;-;192,750;203,250;-;-;-
30.08.2025 17:30;30.08.2025 17:45;-;-;-;192,750;203,250;-;-;-
30.08.2025 17:45;30.08.2025 18:00;-;-;-;192,750;203,250;-;-;-
30.08.2025 18:00;30.08.2025 18:15;-;-;-;252,750;261,750;-;-;-
30.08.2025 18:15;30.08.2025 18:30;-;-;-;252,750;261,750;-;-;-
30.08.2025 18:30;30.08.2025 18:45;-;-;-;252,750;261,750;-;-;-
30.08.2025 18:45;30.08.2025 19:00;-;-;-;252,750;261,750;-;-;-
30.08.2025 19:00;30.08.2025 19:15;-;-;-;253,500;264,000;-;-;-
30.08.2025 19:15;30.08.2025 19:30;-;-;-;253,500;264,000;-;-;-
30.08.2025 19:30;30.08.2025 19:45;-;-;-;253,500;264,000;-;-;-
30.08.2025 19:45;30.08.2025 20:00;-;-;-;253,500;264,000;-;-;-
30.08.2025 20:00;30.08.2025 20:15;-;-;-;253,000;263,500;-;-;-
30.08.2025 20:15;30.08.2025 20:30;-;-;-;253,000;263,500;-;-;-
30.08.2025 20:30;30.08.2025 20:45;-;-;-;253,000;263,500;-;-;-
30.08.2025 20:45;30.08.2025 21:00;-;-;-;253,000;263,500;-;-;-
30.08.2025 21:00;30.08.2025 21:15;-;-;-;253,500;264,500;-;-;-
30.08.2025 21:15;30.08.2025 21:30;-;-;-;253,500;264,500;-;-;-
30.08.2025 21:30;30.08.2025 21:45;-;-;-;253,500;264,500;-;-;-
30.08.2025 21:45;30.08.2025 22:00;-;-;-;253,500;264,500;-;-;-
30.08.2025 22:00;30.08.2025 22:15;-;-;-;252,250;262,750;-;-;-
30.08.2025 22:15;30.08.2025 22:30;-;-;-;252,250;262,750;-;-;-
30.08.2025 22:30;30.08.2025 22:45;-;-;-;252,250;262,750;-;-;-
30.08.2025 22:45;30.08.2025 23:00;-;-;-;252,250;262,750;-;-;-
30.08.2025 23:00;30.08.2025 23:15;-;-;-;254,000;264,500;-;-;-
30.08.2025 23:15;30.08.2025 23:30;-;-;-;254,000;264,500;-;-;-
30.08.2025 23:30;30.08.2025 23:45;-;-;-;254,000;264,500;-;-;-
30.08.2025 23:45;31.08.2025 00:00;-;-;-;254,000;264,500;-;-;-
31.08.2025 00:00;31.08.2025 00:15;-;-;-;253,250;264,250;-;-;-
31.08.2025 00:15;31.08.2025 00:30;-;-;-;253,250;264,250;-;-;-
31.08.2025 00:30;31.08.2025 00:45;-;-;-;253,250;264,250;-;-;-
31.08.2025 00:45;31.08.2025 01:00;-;-;-;253,250;264,250;-;-;-
31.08.2025 01:00;31.08.2025 01:15;-;-;-;253,500;264,500;-;-;-
31.08.2025 01:15;31.08.2025 01:30;-;-;-;253,500;264,500;-;-;-
31.08.2025 01:30;31.08.2025 01:45;-;-;-;253,500;264,500;-;-;-
31.08.2025 01:45;31.08.2025 02:00;-;-;-;253,500;264,500;-;-;-
31.08.2025 02:00;31.08.2025 02:15;-;-;-;251,250;245,000;-;-;-
31.08.2025 02:15;31.08.2025 02:30;-;-;-;251,250;245,000;-;-;-
31.08.2025 02:30;31.08.2025 02:45;-;-;-;251,250;245,000;-;-;-
31.08.2025 02:45;31.08.2025 03:00;-;-;-;251,250;245,000;-;-;-
31.08.2025 03:00;31.08.2025 03:15;-;-;-;215,000;155,750;-;-;-
31.08.2025 03:15;31.08.2025 03:30;-;-;-;215,000;155,750;-;-;-
31.08.2025 03:30;31.08.2025 03:45;-;-;-;215,000;155,750;-;-;-
31.08.2025 03:45;31.08.2025 04:00;-;-;-;215,000;155,750;-;-;-
31.08.2025 04:00;31.08.2025 04:15;-;-;-;187,250;124,000;-;-;-
31.08.2025 04:15;31.08.2025 04:30;-;-;-;187,250;124,000;-;-;-
31.08.2025 04:30;31.08.2025 04:45;-;-;-;187,250;124,000;-;-;-
31.08.2025 04:45;31.08.2025 05:00;-;-;-;187,250;124,000;-;-;-
31.08.2025 05:00;31.08.2025 05:15;-;-;-;143,000;120,500;-;-;-
31.08.2025 05:15;31.08.2025 05:30;-;-;-;143,000;120,500;-;-;-
31.08.2025 05:30;31.08.2025 05:45;-;-;-;143,000;120,500;-;-;-
31.08.2025 05:45;31.08.2025 06:00;-;-;-;143,000;120,500;-;-;-
31.08.2025 06:00;31.08.2025 06:15;-;-;-;141,750;121,250;-;-;-
31.08.2025 06:15;31.08.2025 06:30;-;-;-;141,750;121,250;-;-;-
31.08.2025 06:30;31.08.2025 06:45;-;-;-;141,750;121,250;-;-;-
31.08.2025 06:45;31.08.2025 07:00;-;-;-;141,750;121,250;-;-;-
31.08.2025 07:00;31.08.2025 07:15;-;-;-;133,250;120,250;-;-;-
31.08.2025 07:15;31.08.2025 07:30;-;-;-;133,250;120,250;-;-;-
31.08.2025 07:30;31.08.2025 07:45;-;-;-;133,250;120,250;-;-;-
31.08.2025 07:45;31.08.2025 08:00;-;-;-;133,250;120,250;-;-;-
31.08.2025 08:00;31.08.2025 08:15;-;-;-;107,750;122,000;-;-;-
31.08.2025 08:15;31.08.2025 08:30;-;-;-;107,750;122,000;-;-;-
31.08.2025 08:30;31.08.2025 08:45;-;-;-;107,750;122,000;-;-;-
31.08.2025 08:45;31.08.2025 09:00;-;-;-;107,750;122,000;-;-;-
31.08.2025 09:00;31.08.2025 09:15;-;-;-;109,000;121,000;-;-;-
31.08.2025 09:15;31.08.2025 09:30;-;-;-;109,000;121,000;-;-;-
31.08.2025 09:30;31.08.2025 09:45;-;-;-;109,000;121,000;-;-;-
31.08.2025 09:45;31.08.2025 10:00;-;-;-;109,000;121,000;-;-;-
31.08.2025 10:00;31.08.2025 10:15;-;-;-;108,000;120,500;-;-;-
31.08.2025 10:15;31.08.2025 10:30;-;-;-;108,000;120,500;-;-;-
31.08.2025 10:30;31.08.2025 10:45;-;-;-;108,000;120,500;-;-;-
31.08.2025 10:45;31.08.2025 11:00;-;-;-;108,000;120,500;-;-;-
31.08.2025 11:00;31.08.2025 11:15;-;-;-;108,750;121,000;-;-;-
31.08.2025 11:15;31.08.2025 11:30;-;-;-;108,750;121,000;-;-;-
31.08.2025 11:30;31.08.2025 11:45;-;-;-;108,750;121,000;-;-;-
31.08.2025 11:45;31.08.2025 12:00;-;-;-;108,750;121,000;-;-;-
31.08.2025 12:00;31.08.2025 12:15;-;-;-;107,750;121,000;-;-;-
31.08.2025 12:15;31.08.2025 12:30;-;-;-;107,750;121,000;-;-;-
31.08.2025 12:30;31.08.2025 12:45;-;-;-;107,750;121,000;-;-;-
31.08.2025 12:45;31.08.2025 13:00;-;-;-;107,750;121,000;-;-;-
31.08.2025 13:00;31.08.2025 13:15;-;-;-;108,250;120,500;-;-;-
31.08.2025 13:15;31.08.2025 13:30;-;-;-;108,250;120,500;-;-;-
31.08.2025 13:30;31.08.2025 13:45;-;-;-;108,250;120,500;-;-;-
31.08.2025 13:45;31.08.2025 14:00;-;-;-;108,250;120,500;-;-;-
31.08.2025 14:00;31.08.2025 14:15;-;-;-;108,250;121,250;-;-;-
31.08.2025 14:15;31.08.2025 14:30;-;-;-;108,250;121,250;-;-;-
31.08.2025 14:30;31.08.2025 14:45;-;-;-;108,250;121,250;-;-;-
31.08.2025 14:45;31.08.2025 15:00;-;-;-;108,250;121,250;-;-;-
31.08.2025 15:00;31.08.2025 15:15;-;-;-;108,500;121,250;-;-;-
31.08.2025 15:15;31.08.2025 15:30;-;-;-;108,500;121,250;-;-;-
31.08.2025 15:30;31.08.2025 15:45;-;-;-;108,500;121,250;-;-;-
31.08.2025 15:45;31.08.2025 16:00;-;-;-;108,500;121,250;-;-;-
31.08.2025 16:00;31.08.2025 16:15;-;-;-;116,750;126,750;-;-;-
31.08.2025 16:15;31.08.2025 16:30;-;-;-;116,750;126,750;-;-;-
31.08.2025 16:30;31.08.2025 16:45;-;-;-;116,750;126,750;-;-;-
31.08.2025 16:45;31.08.2025 17:00;-;-;-;116,750;126,750;-;-;-
31.08.2025 17:00;31.08.2025 17:15;-;-;-;223,500;226,000;-;-;-
31.08.2025 17:15;31.08.2025 17:30;-;-;-;223,500;226,000;-;-;-
31.08.2025 17:30;31.08.2025 17:45;-;-;-;223,500;226,000;-;-;-
31.08.2025 17:45;31.08.2025 18:00;-;-;-;223,500;226,000;-;-;-
31.08.2025 18:00;31.08.2025 18:15;-;-;-;250,500;261,500;-;-;-
31.08.2025 18:15;31.08.2025 18:30;-;-;-;250,500;261,500;-;-;-
31.08.2025 18:30;31.08.2025 18:45;-;-;-;250,500;261,500;-;-;-
31.08.2025 18:45;31.08.2025 19:00;-;-;-;250,500;261,500;-;-;-
31.08.2025 19:00;31.08.2025 19:15;-;-;-;251,250;262,500;-;-;-
31.08.2025 19:15;31.08.2025 19:30;-;-;-;251,250;262,500;-;-;-
31.08.2025 19:30;31.08.2025 19:45;-;-;-;251,250;262,500;-;-;-
31.08.2025 19:45;31.08.2025 20:00;-;-;-;251,250;262,500;-;-;-
31.08.2025 20:00;31.08.2025 20:15;-;-;-;252,000;263,250;-;-;-
31.08.2025 20:15;31.08.2025 20:30;-;-;-;252,000;263,250;-;-;-
31.08.2025 20:30;31.08.2025 20:45;-;-;-;252,000;263,250;-;-;-
31.08.2025 20:45;31.08.2025 21:00;-;-;-;252,000;263,250;-;-;-
31.08.2025 21:00;31.08.2025 21:15;-;-;-;251,250;262,250;-;-;-
31.08.2025 21:15;31.08.2025 21:30;-;-;-;251,250;262,250;-;-;-
31.08.2025 21:30;31.08.2025 21:45;-;-;-;251,250;262,250;-;-;-
31.08.2025 21:45;31.08.2025 22:00;-;-;-;251,250;262,250;-;-;-
31.08.2025 22:00;31.08.2025 22:15;-;-;-;249,500;260,750;-;-;-
31.08.2025 22:15;31.08.2025 22:30;-;-;-;249,500;260,750;-;-;-
31.08.2025 22:30;31.08.2025 22:45;-;-;-;249,500;260,750;-;-;-
31.08.2025 22:45;31.08.2025 23:00;-;-;-;249,500;260,750;-;-;-
31.08.2025 23:00;31.08.2025 23:15;-;-;-;250,000;262,250;-;-;-
31.08.2025 23:15;31.08.2025 23:30;-;-;-;250,000;262,250;-;-;-
31.08.2025 23:30;31.08.2025 23:45;-;-;-;250,000;262,250;-;-;-
31.08.2025 23:45;01.09.2025 00:00;-;-;-;250,000;262,250;-;-;-
01.09.2025 00:00;01.09.2025 00:15;-;-;-;251,000;262,500;-;-;-
01.09.2025 00:15;01.09.2025 00:30;-;-;-;251,000;262,500;-;-;-
01.09.2025 00:30;01.09.2025 00:45;-;-;-;251,000;262,500;-;-;-
01.09.2025 00:45;01.09.2025 01:00;-;-;-;251,000;262,500;-;-;-
01.09.2025 01:00;01.09.2025 01:15;-;-;-;251,250;264,000;-;-;-
01.09.2025 01:15;01.09.2025 01:30;-;-;-;251,250;264,000;-;-;-
01.09.2025 01:30;01.09.2025 01:45;-;-;-;251,250;264,000;-;-;-
01.09.2025 01:45;01.09.2025 02:00;-;-;-;251,250;264,000;-;-;-
01.09.2025 02:00;01.09.2025 02:15;-;-;-;251,250;265,250;-;-;-
01.09.2025 02:15;01.09.2025 02:30;-;-;-;251,250;265,250;-;-;-
01.09.2025 02:30;01.09.2025 02:45;-;-;-;251,250;265,250;-;-;-
01.09.2025 02:45;01.09.2025 03:00;-;-;-;251,250;265,250;-;-;-
01.09.2025 03:00;01.09.2025 03:15;-;-;-;251,500;265,500;-;-;-
01.09.2025 03:15;01.09.2025 03:30;-;-;-;251,500;265,500;-;-;-
01.09.2025 03:30;01.09.2025 03:45;-;-;-;251,500;265,500;-;-;-
01.09.2025 03:45;01.09.2025 04:00;-;-;-;251,500;265,500;-;-;-
01.09.2025 04:00;01.09.2025 04:15;-;-;-;252,000;265,250;-;-;-
01.09.2025 04:15;01.09.2025 04:30;-;-;-;252,000;265,250;-;-;-
01.09.2025 04:30;01.09.2025 04:45;-;-;-;252,000;265,250;-;-;-
01.09.2025 04:45;01.09.2025 05:00;-;-;-;252,000;265,250;-;-;-
01.09.2025 05:00;01.09.2025 05:15;-;-;-;251,250;264,750;-;-;-
01.09.2025 05:15;01.09.2025 05:30;-;-;-;251,250;264,750;-;-;-
01.09.2025 05:30;01.09.2025 05:45;-;-;-;251,250;264,750;-;-;-
01.09.2025 05:45;01.09.2025 06:00;-;-;-;251,250;264,750;-;-;-
01.09.2025 06:00;01.09.2025 06:15;-;-;-;253,250;262,500;-;-;-
01.09.2025 06:15;01.09.2025 06:30;-;-;-;253,250;262,500;-;-;-
01.09.2025 06:30;01.09.2025 06:45;-;-;-;253,250;262,500;-;-;-
01.09.2025 06:45;01.09.2025 07:00;-;-;-;253,250;262,500;-;-;-
01.09.2025 07:00;01.09.2025 07:15;-;-;-;253,250;264,250;-;-;-
01.09.2025 07:15;01.09.2025 07:30;-;-;-;253,250;264,250;-;-;-
01.09.2025 07:30;01.09.2025 07:45;-;-;-;253,250;264,250;-;-;-
01.09.2025 07:45;01.09.2025 08:00;-;-;-;253,250;264,250;-;-;-
01.09.2025 08:00;01.09.2025 08:15;-;-;-;253,500;265,000;-;-;-
01.09.2025 08:15;01.09.2025 08:30;-;-;-;253,500;265,000;-;-;-
01.09.2025 08:30;01.09.2025 08:45;-;-;-;253,500;265,000;-;-;-
01.09.2025 08:45;01.09.2025 09:00;-;-;-;253,500;265,000;-;-;-
01.09.2025 09:00;01.09.2025 09:15;-;-;-;252,750;265,000;-;-;-
01.09.2025 09:15;01.09.2025 09:30;-;-;-;252,750;265,000;-;-;-
01.09.2025 09:30;01.09.2025 09:45;-;-;-;252,750;265,000;-;-;-
01.09.2025 09:45;01.09.2025 10:00;-;-;-;252,750;265,000;-;-;-
01.09.2025 10:00;01.09.2025 10:15;-;-;-;252,750;264,750;-;-;-
01.09.2025 10:15;01.09.2025 10:30;-;-;-;252,750;264,750;-;-;-
01.09.2025 10:30;01.09.2025 10:45;-;-;-;252,750;264,750;-;-;-
01.09.2025 10:45;01.09.2025 11:00;-;-;-;252,750;264,750;-;-;-
01.09.2025 11:00;01.09.2025 11:15;-;-;-;252,500;263,750;-;-;-
01.09.2025 11:15;01.09.2025 11:30;-;-;-;252,500;263,750;-;-;-
01.09.2025 11:30;01.09.2025 11:45;-;-;-;252,500;263,750;-;-;-
01.09.2025 11:45;01.09.2025 12:00;-;-;-;252,500;263,750;-;-;-
01.09.2025 12:00;01.09.2025 12:15;-;-;-;252,000;263,500;-;-;-
01.09.2025 12:15;01.09.2025 12:30;-;-;-;252,000;263,500;-;-;-
01.09.2025 12:30;01.09.2025 12:45;-;-;-;252,000;263,500;-;-;-
01.09.2025 12:45;01.09.2025 13:00;-;-;-;252,000;263,500;-;-;-
01.09.2025 13:00;01.09.2025 13:15;-;-;-;252,000;263,500;-;-;-
01.09.2025 13:15;01.09.2025 13:30;-;-;-;252,000;263,500;-;-;-
01.09.2025 13:30;01.09.2025 13:45;-;-;-;252,000;263,500;-;-;-
01.09.2025 13:45;01.09.2025 14:00;-;-;-;252,000;263,500;-;-;-
