Datum von;Datum bis;Generation_DE GuD 3 [MW] Berechnete Auflösungen;Generation_DE DT 2 [MW] Berechnete Auflösungen;Generation_DE GT 2 [MW] Berechnete Auflösungen
30.08.2025 03:30;30.08.2025 03:45;105,500;0,000;0,000
30.08.2025 03:45;30.08.2025 04:00;105,500;0,000;0,000
30.08.2025 04:00;30.08.2025 04:15;105,250;0,000;0,000
30.08.2025 04:15;30.08.2025 04:30;105,250;0,000;0,000
30.08.2025 04:30;30.08.2025 04:45;105,250;0,000;0,000
30.08.2025 04:45;30.08.2025 05:00;105,250;0,000;0,000
30.08.2025 05:00;30.08.2025 05:15;106,000;0,000;0,000
30.08.2025 05:15;30.08.2025 05:30;106,000;0,000;0,000
30.08.2025 05:30;30.08.2025 05:45;106,000;0,000;0,000
30.08.2025 05:45;30.08.2025 06:00;106,000;0,000;0,000
30.08.2025 06:00;30.08.2025 06:15;67,500;0,000;0,000
30.08.2025 06:15;30.08.2025 06:30;67,500;0,000;0,000
30.08.2025 06:30;30.08.2025 06:45;67,500;0,000;0,000
30.08.2025 06:45;30.08.2025 07:00;67,500;0,000;0,000
30.08.2025 07:00;30.08.2025 07:15;0,000;0,000;0,000
30.08.2025 07:15;30.08.2025 07:30;0,000;0,000;0,000
30.08.2025 07:30;30.08.2025 07:45;0,000;0,000;0,000
30.08.2025 07:45;30.08.2025 08:00;0,000;0,000;0,000
30.08.2025 08:00;30.08.2025 08:15;0,000;0,000;0,000
30.08.2025 08:15;30.08.2025 08:30;0,000;0,000;0,000
30.08.2025 08:30;30.08.2025 08:45;0,000;0,000;0,000
30.08.2025 08:45;30.08.2025 09:00;0,000;0,000;0,000
30.08.2025 09:00;30.08.2025 09:15;0,000;0,000;0,000
30.08.2025 09:15;30.08.2025 09:30;0,000;0,000;0,000
30.08.2025 09:30;30.08.2025 09:45;0,000;0,000;0,000
30.08.2025 09:45;30.08.2025 10:00;0,000;0,000;0,000
30.08.2025 10:00;30.08.2025 10:15;0,000;0,000;0,000
30.08.2025 10:15;30.08.2025 10:30;0,000;0,000;0,000
30.08.2025 10:30;30.08.2025 10:45;0,000;0,000;0,000
30.08.2025 10:45;30.08.2025 11:00;0,000;0,000;0,000
30.08.2025 11:00;30.08.2025 11:15;0,000;0,000;0,000
30.08.2025 11:15;30.08.2025 11:30;0,000;0,000;0,000
30.08.2025 11:30;30.08.2025 11:45;0,000;0,000;0,000
30.08.2025 11:45;30.08.2025 12:00;0,000;0,000;0,000
30.08.2025 12:00;30.08.2025 12:15;0,000;0,000;0,000
30.08.2025 12:15;30.08.2025 12:30;0,000;0,000;0,000
30.08.2025 12:30;30.08.2025 12:45;0,000;0,000;0,000
30.08.2025 12:45;30.08.2025 13:00;0,000;0,000;0,000
30.08.2025 13:00;30.08.2025 13:15;0,000;0,000;0,000
30.08.2025 13:15;30.08.2025 13:30;0,000;0,000;0,000
30.08.2025 13:30;30.08.2025 13:45;0,000;0,000;0,000
30.08.2025 13:45;30.08.2025 14:00;0,000;0,000;0,000
30.08.2025 14:00;30.08.2025 14:15;0,000;0,000;0,000
30.08.2025 14:15;30.08.2025 14:30;0,000;0,000;0,000
30.08.2025 14:30;30.08.2025 14:45;0,000;0,000;0,000
30.08.2025 14:45;30.08.2025 15:00;0,000;0,000;0,000
30.08.2025 15:00;30.08.2025 15:15;5,000;0,000;0,000
30.08.2025 15:15;30.08.2025 15:30;5,000;0,000;0,000
30.08.2025 15:30;30.08.2025 15:45;5,000;0,000;0,000
30.08.2025 15:45;30.08.2025 16:00;5,000;0,000;0,000
30.08.2025 16:00;30.08.2025 16:15;9,000;0,000;0,000
30.08.2025 16:15;30.08.2025 16:30;9,000;0,000;0,000
30.08.2025 16:30;30.08.2025 16:45;9,000;0,000;0,000
30.08.2025 16:45;30.08.2025 17:00;9,000;0,000;0,000
30.08.2025 17:00;30.08.2025 17:15;14,000;0,000;0,000
30.08.2025 17:15;30.08.2025 17:30;14,000;0,000;0,000
30.08.2025 17:30;30.08.2025 17:45;14,000;0,000;0,000
30.08.2025 17:45;30.08.2025 18:00;14,000;0,000;0,000
30.08.2025 18:00;30.08.2025 18:15;41,500;0,000;0,000
30.08.2025 18:15;30.08.2025 18:30;41,500;0,000;0,000
30.08.2025 18:30;30.08.2025 18:45;41,500;0,000;0,000
30.08.2025 18:45;30.08.2025 19:00;41,500;0,000;0,000
30.08.2025 19:00;30.08.2025 19:15;102,250;0,000;0,000
30.08.2025 19:15;30.08.2025 19:30;102,250;0,000;0,000
30.08.2025 19:30;30.08.2025 19:45;102,250;0,000;0,000
30.08.2025 19:45;30.08.2025 20:00;102,250;0,000;0,000
30.08.2025 20:00;30.08.2025 20:15;104,000;0,000;0,000
30.08.2025 20:15;30.08.2025 20:30;104,000;0,000;0,000
30.08.2025 20:30;30.08.2025 20:45;104,000;0,000;0,000
30.08.2025 20:45;30.08.2025 21:00;104,000;0,000;0,000
30.08.2025 21:00;30.08.2025 21:15;104,500;0,000;0,000
30.08.2025 21:15;30.08.2025 21:30;104,500;0,000;0,000
30.08.2025 21:30;30.08.2025 21:45;104,500;0,000;0,000
30.08.2025 21:45;30.08.2025 22:00;104,500;0,000;0,000
30.08.2025 22:00;30.08.2025 22:15;104,250;0,000;0,000
30.08.2025 22:15;30.08.2025 22:30;104,250;0,000;0,000
30.08.2025 22:30;30.08.2025 22:45;104,250;0,000;0,000
30.08.2025 22:45;30.08.2025 23:00;104,250;0,000;0,000
30.08.2025 23:00;30.08.2025 23:15;75,750;0,000;0,000
30.08.2025 23:15;30.08.2025 23:30;75,750;0,000;0,000
30.08.2025 23:30;30.08.2025 23:45;75,750;0,000;0,000
30.08.2025 23:45;31.08.2025 00:00;75,750;0,000;0,000
31.08.2025 00:00;31.08.2025 00:15;0,000;0,000;0,000
31.08.2025 00:15;31.08.2025 00:30;0,000;0,000;0,000
31.08.2025 00:30;31.08.2025 00:45;0,000;0,000;0,000
31.08.2025 00:45;31.08.2025 01:00;0,000;0,000;0,000
31.08.2025 01:00;31.08.2025 01:15;0,000;0,000;0,000
31.08.2025 01:15;31.08.2025 01:30;0,000;0,000;0,000
31.08.2025 01:30;31.08.2025 01:45;0,000;0,000;0,000
31.08.2025 01:45;31.08.2025 02:00;0,000;0,000;0,000
31.08.2025 02:00;31.08.2025 02:15;0,000;0,000;0,000
31.08.2025 02:15;31.08.2025 02:30;0,000;0,000;0,000
31.08.2025 02:30;31.08.2025 02:45;0,000;0,000;0,000
31.08.2025 02:45;31.08.2025 03:00;0,000;0,000;0,000
31.08.2025 03:00;31.08.2025 03:15;0,000;0,000;0,000
31.08.2025 03:15;31.08.2025 03:30;0,000;0,000;0,000
31.08.2025 03:30;31.08.2025 03:45;0,000;0,000;0,000
31.08.2025 03:45;31.08.2025 04:00;0,000;0,000;0,000
31.08.2025 04:00;31.08.2025 04:15;0,000;0,000;0,000
31.08.2025 04:15;31.08.2025 04:30;0,000;0,000;0,000
31.08.2025 04:30;31.08.2025 04:45;0,000;0,000;0,000
31.08.2025 04:45;31.08.2025 05:00;0,000;0,000;0,000
31.08.2025 05:00;31.08.2025 05:15;0,000;0,000;0,000
31.08.2025 05:15;31.08.2025 05:30;0,000;0,000;0,000
31.08.2025 05:30;31.08.2025 05:45;0,000;0,000;0,000
31.08.2025 05:45;31.08.2025 06:00;0,000;0,000;0,000
31.08.2025 06:00;31.08.2025 06:15;0,000;0,000;0,000
31.08.2025 06:15;31.08.2025 06:30;0,000;0,000;0,000
31.08.2025 06:30;31.08.2025 06:45;0,000;0,000;0,000
31.08.2025 06:45;31.08.2025 07:00;0,000;0,000;0,000
31.08.2025 07:00;31.08.2025 07:15;0,000;0,000;0,000
31.08.2025 07:15;31.08.2025 07:30;0,000;0,000;0,000
31.08.2025 07:30;31.08.2025 07:45;0,000;0,000;0,000
31.08.2025 07:45;31.08.2025 08:00;0,000;0,000;0,000
31.08.2025 08:00;31.08.2025 08:15;0,000;0,000;0,000
31.08.2025 08:15;31.08.2025 08:30;0,000;0,000;0,000
31.08.2025 08:30;31.08.2025 08:45;0,000;0,000;0,000
31.08.2025 08:45;31.08.2025 09:00;0,000;0,000;0,000
31.08.2025 09:00;31.08.2025 09:15;0,000;0,000;0,000
31.08.2025 09:15;31.08.2025 09:30;0,000;0,000;0,000
31.08.2025 09:30;31.08.2025 09:45;0,000;0,000;0,000
31.08.2025 09:45;31.08.2025 10:00;0,000;0,000;0,000
31.08.2025 10:00;31.08.2025 10:15;0,000;0,000;0,000
31.08.2025 10:15;31.08.2025 10:30;0,000;0,000;0,000
31.08.2025 10:30;31.08.2025 10:45;0,000;0,000;0,000
31.08.2025 10:45;31.08.2025 11:00;0,000;0,000;0,000
31.08.2025 11:00;31.08.2025 11:15;0,000;0,000;0,000
31.08.2025 11:15;31.08.2025 11:30;0,000;0,000;0,000
31.08.2025 11:30;31.08.2025 11:45;0,000;0,000;0,000
31.08.2025 11:45;31.08.2025 12:00;0,000;0,000;0,000
31.08.2025 12:00;31.08.2025 12:15;0,000;0,000;0,000
31.08.2025 12:15;31.08.2025 12:30;0,000;0,000;0,000
31.08.2025 12:30;31.08.2025 12:45;0,000;0,000;0,000
31.08.2025 12:45;31.08.2025 13:00;0,000;0,000;0,000
31.08.2025 13:00;31.08.2025 13:15;0,000;0,000;0,000
31.08.2025 13:15;31.08.2025 13:30;0,000;0,000;0,000
31.08.2025 13:30;31.08.2025 13:45;0,000;0,000;0,000
31.08.2025 13:45;31.08.2025 14:00;0,000;0,000;0,000
31.08.2025 14:00;31.08.2025 14:15;2,250;0,000;0,000
31.08.2025 14:15;31.08.2025 14:30;2,250;0,000;0,000
31.08.2025 14:30;31.08.2025 14:45;2,250;0,000;0,000
31.08.2025 14:45;31.08.2025 15:00;2,250;0,000;0,000
31.08.2025 15:00;31.08.2025 15:15;8,500;0,000;0,000
31.08.2025 15:15;31.08.2025 15:30;8,500;0,000;0,000
31.08.2025 15:30;31.08.2025 15:45;8,500;0,000;0,000
31.08.2025 15:45;31.08.2025 16:00;8,500;0,000;0,000
31.08.2025 16:00;31.08.2025 16:15;23,500;0,000;0,000
31.08.2025 16:15;31.08.2025 16:30;23,500;0,000;0,000
31.08.2025 16:30;31.08.2025 16:45;23,500;0,000;0,000
31.08.2025 16:45;31.08.2025 17:00;23,500;0,000;0,000
31.08.2025 17:00;31.08.2025 17:15;50,000;0,000;0,000
31.08.2025 17:15;31.08.2025 17:30;50,000;0,000;0,000
31.08.2025 17:30;31.08.2025 17:45;50,000;0,000;0,000
31.08.2025 17:45;31.08.2025 18:00;50,000;0,000;0,000
31.08.2025 18:00;31.08.2025 18:15;101,000;0,000;0,000
31.08.2025 18:15;31.08.2025 18:30;101,000;0,000;0,000
31.08.2025 18:30;31.08.2025 18:45;101,000;0,000;0,000
31.08.2025 18:45;31.08.2025 19:00;101,000;0,000;0,000
31.08.2025 19:00;31.08.2025 19:15;101,750;0,000;0,000
31.08.2025 19:15;31.08.2025 19:30;101,750;0,000;0,000
31.08.2025 19:30;31.08.2025 19:45;101,750;0,000;0,000
31.08.2025 19:45;31.08.2025 20:00;101,750;0,000;0,000
31.08.2025 20:00;31.08.2025 20:15;102,750;0,000;0,000
31.08.2025 20:15;31.08.2025 20:30;102,750;0,000;0,000
31.08.2025 20:30;31.08.2025 20:45;102,750;0,000;0,000
31.08.2025 20:45;31.08.2025 21:00;102,750;0,000;0,000
31.08.2025 21:00;31.08.2025 21:15;103,500;0,000;0,000
31.08.2025 21:15;31.08.2025 21:30;103,500;0,000;0,000
31.08.2025 21:30;31.08.2025 21:45;103,500;0,000;0,000
31.08.2025 21:45;31.08.2025 22:00;103,500;0,000;0,000
31.08.2025 22:00;31.08.2025 22:15;93,750;0,000;0,000
31.08.2025 22:15;31.08.2025 22:30;93,750;0,000;0,000
31.08.2025 22:30;31.08.2025 22:45;93,750;0,000;0,000
31.08.2025 22:45;31.08.2025 23:00;93,750;0,000;0,000
31.08.2025 23:00;31.08.2025 23:15;27,000;0,000;0,000
31.08.2025 23:15;31.08.2025 23:30;27,000;0,000;0,000
31.08.2025 23:30;31.08.2025 23:45;27,000;0,000;0,000
31.08.2025 23:45;01.09.2025 00:00;27,000;0,000;0,000
01.09.2025 00:00;01.09.2025 00:15;33,500;0,000;0,000
01.09.2025 00:15;01.09.2025 00:30;33,500;0,000;0,000
01.09.2025 00:30;01.09.2025 00:45;33,500;0,000;0,000
01.09.2025 00:45;01.09.2025 01:00;33,500;0,000;0,000
01.09.2025 01:00;01.09.2025 01:15;32,250;0,000;0,000
01.09.2025 01:15;01.09.2025 01:30;32,250;0,000;0,000
01.09.2025 01:30;01.09.2025 01:45;32,250;0,000;0,000
01.09.2025 01:45;01.09.2025 02:00;32,250;0,000;0,000
01.09.2025 02:00;01.09.2025 02:15;63,750;0,000;0,000
01.09.2025 02:15;01.09.2025 02:30;63,750;0,000;0,000
01.09.2025 02:30;01.09.2025 02:45;63,750;0,000;0,000
01.09.2025 02:45;01.09.2025 03:00;63,750;0,000;0,000
01.09.2025 03:00;01.09.2025 03:15;92,750;0,000;0,000
01.09.2025 03:15;01.09.2025 03:30;92,750;0,000;0,000
01.09.2025 03:30;01.09.2025 03:45;92,750;0,000;0,000
01.09.2025 03:45;01.09.2025 04:00;92,750;0,000;0,000
01.09.2025 04:00;01.09.2025 04:15;80,750;0,000;0,000
01.09.2025 04:15;01.09.2025 04:30;80,750;0,000;0,000
01.09.2025 04:30;01.09.2025 04:45;80,750;0,000;0,000
01.09.2025 04:45;01.09.2025 05:00;80,750;0,000;0,000
01.09.2025 05:00;01.09.2025 05:15;104,250;0,000;0,000
01.09.2025 05:15;01.09.2025 05:30;104,250;0,000;0,000
01.09.2025 05:30;01.09.2025 05:45;104,250;0,000;0,000
01.09.2025 05:45;01.09.2025 06:00;104,250;0,000;0,000
01.09.2025 06:00;01.09.2025 06:15;97,250;0,000;0,000
01.09.2025 06:15;01.09.2025 06:30;97,250;0,000;0,000
01.09.2025 06:30;01.09.2025 06:45;97,250;0,000;0,000
01.09.2025 06:45;01.09.2025 07:00;97,250;0,000;0,000
01.09.2025 07:00;01.09.2025 07:15;67,000;0,000;0,000
01.09.2025 07:15;01.09.2025 07:30;67,000;0,000;0,000
01.09.2025 07:30;01.09.2025 07:45;67,000;0,000;0,000
01.09.2025 07:45;01.09.2025 08:00;67,000;0,000;0,000
01.09.2025 08:00;01.09.2025 08:15;91,000;0,000;0,000
01.09.2025 08:15;01.09.2025 08:30;91,000;0,000;0,000
01.09.2025 08:30;01.09.2025 08:45;91,000;0,000;0,000
01.09.2025 08:45;01.09.2025 09:00;91,000;0,000;0,000
01.09.2025 09:00;01.09.2025 09:15;103,500;0,000;0,000
01.09.2025 09:15;01.09.2025 09:30;103,500;0,000;0,000
01.09.2025 09:30;01.09.2025 09:45;103,500;0,000;0,000
01.09.2025 09:45;01.09.2025 10:00;103,500;0,000;0,000
01.09.2025 10:00;01.09.2025 10:15;103,250;0,000;0,000
01.09.2025 10:15;01.09.2025 10:30;103,250;0,000;0,000
01.09.2025 10:30;01.09.2025 10:45;103,250;0,000;0,000
01.09.2025 10:45;01.09.2025 11:00;103,250;0,000;0,000
01.09.2025 11:00;01.09.2025 11:15;100,000;0,000;0,000
01.09.2025 11:15;01.09.2025 11:30;100,000;0,000;0,000
01.09.2025 11:30;01.09.2025 11:45;100,000;0,000;0,000
01.09.2025 11:45;01.09.2025 12:00;100,000;0,000;0,000
01.09.2025 12:00;01.09.2025 12:15;103,500;0,000;0,000
01.09.2025 12:15;01.09.2025 12:30;103,500;0,000;0,000
01.09.2025 12:30;01.09.2025 12:45;103,500;0,000;0,000
01.09.2025 12:45;01.09.2025 13:00;103,500;0,000;0,000
01.09.2025 13:00;01.09.2025 13:15;83,750;0,000;0,000
01.09.2025 13:15;01.09.2025 13:30;83,750;0,000;0,000
01.09.2025 13:30;01.09.2025 13:45;83,750;0,000;0,000
01.09.2025 13:45;01.09.2025 14:00;83,750;0,000;0,000
01.09.2025 14:00;01.09.2025 14:15;35,750;0,750;1,250
01.09.2025 14:15;01.09.2025 14:30;35,750;0,750;1,250
01.09.2025 14:30;01.09.2025 14:45;35,750;0,750;1,250
01.09.2025 14:45;01.09.2025 15:00;35,750;0,750;1,250
01.09.2025 15:00;01.09.2025 15:15;31,500;4,750;9,500
01.09.2025 15:15;01.09.2025 15:30;31,500;4,750;9,500
01.09.2025 15:30;01.09.2025 15:45;31,500;4,750;9,500
01.09.2025 15:45;01.09.2025 16:00;31,500;4,750;9,500
01.09.2025 16:00;01.09.2025 16:15;102,000;0,000;0,000
01.09.2025 16:15;01.09.2025 16:30;102,000;0,000;0,000
01.09.2025 16:30;01.09.2025 16:45;102,000;0,000;0,000
01.09.2025 16:45;01.09.2025 17:00;102,000;0,000;0,000
01.09.2025 17:00;01.09.2025 17:15;83,500;0,000;0,000
01.09.2025 17:15;01.09.2025 17:30;83,500;0,000;0,000
01.09.2025 17:30;01.09.2025 17:45;83,500;0,000;0,000
01.09.2025 17:45;01.09.2025 18:00;83,500;0,000;0,000
01.09.2025 18:00;01.09.2025 18:15;102,750;0,000;0,000
01.09.2025 18:15;01.09.2025 18:30;102,750;0,000;0,000
01.09.2025 18:30;01.09.2025 18:45;102,750;0,000;0,000
01.09.2025 18:45;01.09.2025 19:00;102,750;0,000;0,000
01.09.2025 19:00;01.09.2025 19:15;102,750;0,000;0,000
01.09.2025 19:15;01.09.2025 19:30;102,750;0,000;0,000
01.09.2025 19:30;01.09.2025 19:45;102,750;0,000;0,000
01.09.2025 19:45;01.09.2025 20:00;102,750;0,000;0,000
01.09.2025 20:00;01.09.2025 20:15;103,250;0,000;0,000
01.09.2025 20:15;01.09.2025 20:30;103,250;0,000;0,000
01.09.2025 20:30;01.09.2025 20:45;103,250;0,000;0,000
01.09.2025 20:45;01.09.2025 21:00;103,250;0,000;0,000
01.09.2025 21:00;01.09.2025 21:15;104,000;0,000;0,000
01.09.2025 21:15;01.09.2025 21:30;104,000;0,000;0,000
01.09.2025 21:30;01.09.2025 21:45;104,000;0,000;0,000
01.09.2025 21:45;01.09.2025 22:00;104,000;0,000;0,000
01.09.2025 22:00;01.09.2025 22:15;104,500;0,000;0,000
01.09.2025 22:15;01.09.2025 22:30;104,500;0,000;0,000
01.09.2025 22:30;01.09.2025 22:45;104,500;0,000;0,000
01.09.2025 22:45;01.09.2025 23:00;104,500;0,000;0,000
01.09.2025 23:00;01.09.2025 23:15;104,750;0,000;0,000
01.09.2025 23:15;01.09.2025 23:30;104,750;0,000;0,000
01.09.2025 23:30;01.09.2025 23:45;104,750;0,000;0,000
01.09.2025 23:45;02.09.2025 00:00;104,750;0,000;0,000
02.09.2025 00:00;02.09.2025 00:15;105,000;0,000;0,000
02.09.2025 00:15;02.09.2025 00:30;105,000;0,000;0,000
02.09.2025 00:30;02.09.2025 00:45;105,000;0,000;0,000
02.09.2025 00:45;02.09.2025 01:00;105,000;0,000;0,000
02.09.2025 01:00;02.09.2025 01:15;105,000;0,000;0,000
02.09.2025 01:15;02.09.2025 01:30;105,000;0,000;0,000
02.09.2025 01:30;02.09.2025 01:45;105,000;0,000;0,000
02.09.2025 01:45;02.09.2025 02:00;105,000;0,000;0,000
02.09.2025 02:00;02.09.2025 02:15;105,000;0,000;0,000
02.09.2025 02:15;02.09.2025 02:30;105,000;0,000;0,000
02.09.2025 02:30;02.09.2025 02:45;105,000;0,000;0,000
02.09.2025 02:45;02.09.2025 03:00;105,000;0,000;0,000
02.09.2025 03:00;02.09.2025 03:15;105,000;0,000;0,000
02.09.2025 03:15;02.09.2025 03:30;105,000;0,000;0,000
02.09.2025 03:30;02.09.2025 03:45;105,000;0,000;0,000
02.09.2025 03:45;02.09.2025 04:00;105,000;0,000;0,000
02.09.2025 04:00;02.09.2025 04:15;105,000;0,000;0,000
02.09.2025 04:15;02.09.2025 04:30;105,000;0,000;0,000
02.09.2025 04:30;02.09.2025 04:45;105,000;0,000;0,000
02.09.2025 04:45;02.09.2025 05:00;105,000;0,000;0,000
02.09.2025 05:00;02.09.2025 05:15;105,000;0,000;0,000
02.09.2025 05:15;02.09.2025 05:30;105,000;0,000;0,000
02.09.2025 05:30;02.09.2025 05:45;105,000;0,000;0,000
02.09.2025 05:45;02.09.2025 06:00;105,000;0,000;0,000
02.09.2025 06:00;02.09.2025 06:15;105,000;0,000;0,000
02.09.2025 06:15;02.09.2025 06:30;105,000;0,000;0,000
02.09.2025 06:30;02.09.2025 06:45;105,000;0,000;0,000
02.09.2025 06:45;02.09.2025 07:00;105,000;0,000;0,000
02.09.2025 07:00;02.09.2025 07:15;105,000;0,000;0,000
02.09.2025 07:15;02.09.2025 07:30;105,000;0,000;0,000
02.09.2025 07:30;02.09.2025 07:45;105,000;0,000;0,000
02.09.2025 07:45;02.09.2025 08:00;105,000;0,000;0,000
02.09.2025 08:00;02.09.2025 08:15;104,250;0,000;0,000
02.09.2025 08:15;02.09.2025 08:30;104,250;0,000;0,000
02.09.2025 08:30;02.09.2025 08:45;104,250;0,000;0,000
02.09.2025 08:45;02.09.2025 09:00;104,250;0,000;0,000
02.09.2025 09:00;02.09.2025 09:15;104,250;0,000;0,000
02.09.2025 09:15;02.09.2025 09:30;104,250;0,000;0,000
02.09.2025 09:30;02.09.2025 09:45;104,250;0,000;0,000
02.09.2025 09:45;02.09.2025 10:00;104,250;0,000;0,000
02.09.2025 10:00;02.09.2025 10:15;98,250;0,000;0,000
02.09.2025 10:15;02.09.2025 10:30;98,250;0,000;0,000
02.09.2025 10:30;02.09.2025 10:45;98,250;0,000;0,000
02.09.2025 10:45;02.09.2025 11:00;98,250;0,000;0,000
02.09.2025 11:00;02.09.2025 11:15;28,000;0,000;0,000
02.09.2025 11:15;02.09.2025 11:30;28,000;0,000;0,000
02.09.2025 11:30;02.09.2025 11:45;28,000;0,000;0,000
02.09.2025 11:45;02.09.2025 12:00;28,000;0,000;0,000
02.09.2025 12:00;02.09.2025 12:15;27,500;0,000;0,000
02.09.2025 12:15;02.09.2025 12:30;27,500;0,000;0,000
02.09.2025 12:30;02.09.2025 12:45;27,500;0,000;0,000
02.09.2025 12:45;02.09.2025 13:00;27,500;0,000;0,000
02.09.2025 13:00;02.09.2025 13:15;27,500;0,000;0,000
02.09.2025 13:15;02.09.2025 13:30;27,500;0,000;0,000
02.09.2025 13:30;02.09.2025 13:45;27,500;0,000;0,000
02.09.2025 13:45;02.09.2025 14:00;27,500;0,000;0,000
02.09.2025 14:00;02.09.2025 14:15;27,750;0,000;0,000
02.09.2025 14:15;02.09.2025 14:30;27,750;0,000;0,000
02.09.2025 14:30;02.09.2025 14:45;27,750;0,000;0,000
02.09.2025 14:45;02.09.2025 15:00;27,750;0,000;0,000
02.09.2025 15:00;02.09.2025 15:15;29,000;0,000;0,000
02.09.2025 15:15;02.09.2025 15:30;29,000;0,000;0,000
02.09.2025 15:30;02.09.2025 15:45;29,000;0,000;0,000
02.09.2025 15:45;02.09.2025 16:00;29,000;0,000;0,000
02.09.2025 16:00;02.09.2025 16:15;88,500;0,000;0,000
02.09.2025 16:15;02.09.2025 16:30;88,500;0,000;0,000
02.09.2025 16:30;02.09.2025 16:45;88,500;0,000;0,000
02.09.2025 16:45;02.09.2025 17:00;88,500;0,000;0,000
02.09.2025 17:00;02.09.2025 17:15;69,750;0,000;0,000
02.09.2025 17:15;02.09.2025 17:30;69,750;0,000;0,000
02.09.2025 17:30;02.09.2025 17:45;69,750;0,000;0,000
02.09.2025 17:45;02.09.2025 18:00;69,750;0,000;0,000
02.09.2025 18:00;02.09.2025 18:15;96,750;0,000;0,000
02.09.2025 18:15;02.09.2025 18:30;96,750;0,000;0,000
02.09.2025 18:30;02.09.2025 18:45;96,750;0,000;0,000
02.09.2025 18:45;02.09.2025 19:00;96,750;0,000;0,000
02.09.2025 19:00;02.09.2025 19:15;102,500;0,000;0,000
02.09.2025 19:15;02.09.2025 19:30;102,500;0,000;0,000
02.09.2025 19:30;02.09.2025 19:45;102,500;0,000;0,000
02.09.2025 19:45;02.09.2025 20:00;102,500;0,000;0,000
02.09.2025 20:00;02.09.2025 20:15;99,750;0,000;0,000
02.09.2025 20:15;02.09.2025 20:30;99,750;0,000;0,000
02.09.2025 20:30;02.09.2025 20:45;99,750;0,000;0,000
02.09.2025 20:45;02.09.2025 21:00;99,750;0,000;0,000
02.09.2025 21:00;02.09.2025 21:15;99,500;0,000;0,000
02.09.2025 21:15;02.09.2025 21:30;99,500;0,000;0,000
02.09.2025 21:30;02.09.2025 21:45;99,500;0,000;0,000
02.09.2025 21:45;02.09.2025 22:00;99,500;0,000;0,000
02.09.2025 22:00;02.09.2025 22:15;102,250;0,000;0,000
02.09.2025 22:15;02.09.2025 22:30;102,250;0,000;0,000
02.09.2025 22:30;02.09.2025 22:45;102,250;0,000;0,000
02.09.2025 22:45;02.09.2025 23:00;102,250;0,000;0,000
02.09.2025 23:00;02.09.2025 23:15;103,250;0,000;0,000
02.09.2025 23:15;02.09.2025 23:30;103,250;0,000;0,000
02.09.2025 23:30;02.09.2025 23:45;103,250;0,000;0,000
02.09.2025 23:45;03.09.2025 00:00;103,250;0,000;0,000
03.09.2025 00:00;03.09.2025 00:15;104,750;0,000;0,000
03.09.2025 00:15;03.09.2025 00:30;104,750;0,000;0,000
03.09.2025 00:30;03.09.2025 00:45;104,750;0,000;0,000
03.09.2025 00:45;03.09.2025 01:00;104,750;0,000;0,000
03.09.2025 01:00;03.09.2025 01:15;104,750;0,000;0,000
03.09.2025 01:15;03.09.2025 01:30;104,750;0,000;0,000
03.09.2025 01:30;03.09.2025 01:45;104,750;0,000;0,000
03.09.2025 01:45;03.09.2025 02:00;104,750;0,000;0,000
03.09.2025 02:00;03.09.2025 02:15;104,750;0,000;0,000
03.09.2025 02:15;03.09.2025 02:30;104,750;0,000;0,000
03.09.2025 02:30;03.09.2025 02:45;104,750;0,000;0,000
03.09.2025 02:45;03.09.2025 03:00;104,750;0,000;0,000
03.09.2025 03:00;03.09.2025 03:15;98,500;0,000;0,000
03.09.2025 03:15;03.09.2025 03:30;98,500;0,000;0,000
03.09.2025 03:30;03.09.2025 03:45;98,500;0,000;0,000
03.09.2025 03:45;03.09.2025 04:00;98,500;0,000;0,000
03.09.2025 04:00;03.09.2025 04:15;64,750;0,000;0,000
03.09.2025 04:15;03.09.2025 04:30;64,750;0,000;0,000
03.09.2025 04:30;03.09.2025 04:45;64,750;0,000;0,000
03.09.2025 04:45;03.09.2025 05:00;64,750;0,000;0,000
03.09.2025 05:00;03.09.2025 05:15;105,000;0,000;0,000
03.09.2025 05:15;03.09.2025 05:30;105,000;0,000;0,000
03.09.2025 05:30;03.09.2025 05:45;105,000;0,000;0,000
03.09.2025 05:45;03.09.2025 06:00;105,000;0,000;0,000
03.09.2025 06:00;03.09.2025 06:15;105,000;0,000;0,000
03.09.2025 06:15;03.09.2025 06:30;105,000;0,000;0,000
03.09.2025 06:30;03.09.2025 06:45;105,000;0,000;0,000
03.09.2025 06:45;03.09.2025 07:00;105,000;0,000;0,000
03.09.2025 07:00;03.09.2025 07:15;104,750;0,000;0,000
03.09.2025 07:15;03.09.2025 07:30;104,750;0,000;0,000
03.09.2025 07:30;03.09.2025 07:45;104,750;0,000;0,000
03.09.2025 07:45;03.09.2025 08:00;104,750;0,000;0,000
03.09.2025 08:00;03.09.2025 08:15;104,500;0,000;0,000
03.09.2025 08:15;03.09.2025 08:30;104,500;0,000;0,000
03.09.2025 08:30;03.09.2025 08:45;104,500;0,000;0,000
03.09.2025 08:45;03.09.2025 09:00;104,500;0,000;0,000
03.09.2025 09:00;03.09.2025 09:15;51,250;0,000;0,000
03.09.2025 09:15;03.09.2025 09:30;51,250;0,000;0,000
03.09.2025 09:30;03.09.2025 09:45;51,250;0,000;0,000
