Datum von;Datum bis;Generation_DE Block N [MW] Berechnete Auflösungen;Generation_DE Block R [MW] Berechnete Auflösungen;Generation_DE Block P [MW] Berechnete Auflösungen;Generation_DE Block Q [MW] Berechnete Auflösungen
28.08.2025 09:45;28.08.2025 10:00;0,000;0,000;43,250;202,750
28.08.2025 10:00;28.08.2025 10:15;0,000;0,000;41,750;202,500
28.08.2025 10:15;28.08.2025 10:30;0,000;0,000;41,750;202,500
28.08.2025 10:30;28.08.2025 10:45;0,000;0,000;41,750;202,500
28.08.2025 10:45;28.08.2025 11:00;0,000;0,000;41,750;202,500
28.08.2025 11:00;28.08.2025 11:15;0,000;0,000;39,500;202,500
28.08.2025 11:15;28.08.2025 11:30;0,000;0,000;39,500;202,500
28.08.2025 11:30;28.08.2025 11:45;0,000;0,000;39,500;202,500
28.08.2025 11:45;28.08.2025 12:00;0,000;0,000;39,500;202,500
28.08.2025 12:00;28.08.2025 12:15;0,000;0,000;33,500;202,500
28.08.2025 12:15;28.08.2025 12:30;0,000;0,000;33,500;202,500
28.08.2025 12:30;28.08.2025 12:45;0,000;0,000;33,500;202,500
28.08.2025 12:45;28.08.2025 13:00;0,000;0,000;33,500;202,500
28.08.2025 13:00;28.08.2025 13:15;0,000;0,000;31,750;201,250
28.08.2025 13:15;28.08.2025 13:30;0,000;0,000;31,750;201,250
28.08.2025 13:30;28.08.2025 13:45;0,000;0,000;31,750;201,250
28.08.2025 13:45;28.08.2025 14:00;0,000;0,000;31,750;201,250
28.08.2025 14:00;28.08.2025 14:15;0,000;0,000;29,750;200,750
28.08.2025 14:15;28.08.2025 14:30;0,000;0,000;29,750;200,750
28.08.2025 14:30;28.08.2025 14:45;0,000;0,000;29,750;200,750
28.08.2025 14:45;28.08.2025 15:00;0,000;0,000;29,750;200,750
28.08.2025 15:00;28.08.2025 15:15;0,000;0,000;28,250;201,000
28.08.2025 15:15;28.08.2025 15:30;0,000;0,000;28,250;201,000
28.08.2025 15:30;28.08.2025 15:45;0,000;0,000;28,250;201,000
28.08.2025 15:45;28.08.2025 16:00;0,000;0,000;28,250;201,000
28.08.2025 16:00;28.08.2025 16:15;0,000;0,000;34,500;201,750
28.08.2025 16:15;28.08.2025 16:30;0,000;0,000;34,500;201,750
28.08.2025 16:30;28.08.2025 16:45;0,000;0,000;34,500;201,750
28.08.2025 16:45;28.08.2025 17:00;0,000;0,000;34,500;201,750
28.08.2025 17:00;28.08.2025 17:15;0,000;0,000;36,750;201,750
28.08.2025 17:15;28.08.2025 17:30;0,000;0,000;36,750;201,750
28.08.2025 17:30;28.08.2025 17:45;0,000;0,000;36,750;201,750
28.08.2025 17:45;28.08.2025 18:00;0,000;0,000;36,750;201,750
28.08.2025 18:00;28.08.2025 18:15;0,000;0,000;34,750;201,500
28.08.2025 18:15;28.08.2025 18:30;0,000;0,000;34,750;201,500
28.08.2025 18:30;28.08.2025 18:45;0,000;0,000;34,750;201,500
28.08.2025 18:45;28.08.2025 19:00;0,000;0,000;34,750;201,500
28.08.2025 19:00;28.08.2025 19:15;0,000;0,000;34,250;201,500
28.08.2025 19:15;28.08.2025 19:30;0,000;0,000;34,250;201,500
28.08.2025 19:30;28.08.2025 19:45;0,000;0,000;34,250;201,500
28.08.2025 19:45;28.08.2025 20:00;0,000;0,000;34,250;201,500
28.08.2025 20:00;28.08.2025 20:15;0,000;0,000;30,500;200,750
28.08.2025 20:15;28.08.2025 20:30;0,000;0,000;30,500;200,750
28.08.2025 20:30;28.08.2025 20:45;0,000;0,000;30,500;200,750
28.08.2025 20:45;28.08.2025 21:00;0,000;0,000;30,500;200,750
28.08.2025 21:00;28.08.2025 21:15;0,000;0,000;32,500;201,000
28.08.2025 21:15;28.08.2025 21:30;0,000;0,000;32,500;201,000
28.08.2025 21:30;28.08.2025 21:45;0,000;0,000;32,500;201,000
28.08.2025 21:45;28.08.2025 22:00;0,000;0,000;32,500;201,000
28.08.2025 22:00;28.08.2025 22:15;0,000;0,000;34,000;200,000
28.08.2025 22:15;28.08.2025 22:30;0,000;0,000;34,000;200,000
28.08.2025 22:30;28.08.2025 22:45;0,000;0,000;34,000;200,000
28.08.2025 22:45;28.08.2025 23:00;0,000;0,000;34,000;200,000
28.08.2025 23:00;28.08.2025 23:15;0,000;0,000;32,000;200,000
28.08.2025 23:15;28.08.2025 23:30;0,000;0,000;32,000;200,000
28.08.2025 23:30;28.08.2025 23:45;0,000;0,000;32,000;200,000
28.08.2025 23:45;29.08.2025 00:00;0,000;0,000;32,000;200,000
29.08.2025 00:00;29.08.2025 00:15;0,000;0,000;32,750;199,750
29.08.2025 00:15;29.08.2025 00:30;0,000;0,000;32,750;199,750
29.08.2025 00:30;29.08.2025 00:45;0,000;0,000;32,750;199,750
29.08.2025 00:45;29.08.2025 01:00;0,000;0,000;32,750;199,750
29.08.2025 01:00;29.08.2025 01:15;0,000;0,000;26,750;198,500
29.08.2025 01:15;29.08.2025 01:30;0,000;0,000;26,750;198,500
29.08.2025 01:30;29.08.2025 01:45;0,000;0,000;26,750;198,500
29.08.2025 01:45;29.08.2025 02:00;0,000;0,000;26,750;198,500
29.08.2025 02:00;29.08.2025 02:15;0,000;0,000;56,750;198,250
29.08.2025 02:15;29.08.2025 02:30;0,000;0,000;56,750;198,250
29.08.2025 02:30;29.08.2025 02:45;0,000;0,000;56,750;198,250
29.08.2025 02:45;29.08.2025 03:00;0,000;0,000;56,750;198,250
29.08.2025 03:00;29.08.2025 03:15;0,000;0,000;79,250;201,500
29.08.2025 03:15;29.08.2025 03:30;0,000;0,000;79,250;201,500
29.08.2025 03:30;29.08.2025 03:45;0,000;0,000;79,250;201,500
29.08.2025 03:45;29.08.2025 04:00;0,000;0,000;79,250;201,500
29.08.2025 04:00;29.08.2025 04:15;0,000;0,000;90,000;201,750
29.08.2025 04:15;29.08.2025 04:30;0,000;0,000;90,000;201,750
29.08.2025 04:30;29.08.2025 04:45;0,000;0,000;90,000;201,750
29.08.2025 04:45;29.08.2025 05:00;0,000;0,000;90,000;201,750
29.08.2025 05:00;29.08.2025 05:15;0,000;0,000;106,500;202,500
29.08.2025 05:15;29.08.2025 05:30;0,000;0,000;106,500;202,500
29.08.2025 05:30;29.08.2025 05:45;0,000;0,000;106,500;202,500
29.08.2025 05:45;29.08.2025 06:00;0,000;0,000;106,500;202,500
29.08.2025 06:00;29.08.2025 06:15;0,000;0,000;108,750;202,750
29.08.2025 06:15;29.08.2025 06:30;0,000;0,000;108,750;202,750
29.08.2025 06:30;29.08.2025 06:45;0,000;0,000;108,750;202,750
29.08.2025 06:45;29.08.2025 07:00;0,000;0,000;108,750;202,750
29.08.2025 07:00;29.08.2025 07:15;0,000;0,000;108,250;204,750
29.08.2025 07:15;29.08.2025 07:30;0,000;0,000;108,250;204,750
29.08.2025 07:30;29.08.2025 07:45;0,000;0,000;108,250;204,750
29.08.2025 07:45;29.08.2025 08:00;0,000;0,000;108,250;204,750
29.08.2025 08:00;29.08.2025 08:15;0,000;0,000;110,750;205,000
29.08.2025 08:15;29.08.2025 08:30;0,000;0,000;110,750;205,000
29.08.2025 08:30;29.08.2025 08:45;0,000;0,000;110,750;205,000
29.08.2025 08:45;29.08.2025 09:00;0,000;0,000;110,750;205,000
29.08.2025 09:00;29.08.2025 09:15;0,000;0,000;108,250;204,500
29.08.2025 09:15;29.08.2025 09:30;0,000;0,000;108,250;204,500
29.08.2025 09:30;29.08.2025 09:45;0,000;0,000;108,250;204,500
29.08.2025 09:45;29.08.2025 10:00;0,000;0,000;108,250;204,500
29.08.2025 10:00;29.08.2025 10:15;0,000;0,000;90,500;196,750
29.08.2025 10:15;29.08.2025 10:30;0,000;0,000;90,500;196,750
29.08.2025 10:30;29.08.2025 10:45;0,000;0,000;90,500;196,750
29.08.2025 10:45;29.08.2025 11:00;0,000;0,000;90,500;196,750
29.08.2025 11:00;29.08.2025 11:15;0,000;0,000;69,750;147,250
29.08.2025 11:15;29.08.2025 11:30;0,000;0,000;69,750;147,250
29.08.2025 11:30;29.08.2025 11:45;0,000;0,000;69,750;147,250
29.08.2025 11:45;29.08.2025 12:00;0,000;0,000;69,750;147,250
29.08.2025 12:00;29.08.2025 12:15;0,000;0,000;68,250;145,250
29.08.2025 12:15;29.08.2025 12:30;0,000;0,000;68,250;145,250
29.08.2025 12:30;29.08.2025 12:45;0,000;0,000;68,250;145,250
29.08.2025 12:45;29.08.2025 13:00;0,000;0,000;68,250;145,250
29.08.2025 13:00;29.08.2025 13:15;0,000;0,000;68,500;143,750
29.08.2025 13:15;29.08.2025 13:30;0,000;0,000;68,500;143,750
29.08.2025 13:30;29.08.2025 13:45;0,000;0,000;68,500;143,750
29.08.2025 13:45;29.08.2025 14:00;0,000;0,000;68,500;143,750
29.08.2025 14:00;29.08.2025 14:15;0,000;0,000;66,750;144,250
29.08.2025 14:15;29.08.2025 14:30;0,000;0,000;66,750;144,250
29.08.2025 14:30;29.08.2025 14:45;0,000;0,000;66,750;144,250
29.08.2025 14:45;29.08.2025 15:00;0,000;0,000;66,750;144,250
29.08.2025 15:00;29.08.2025 15:15;0,000;0,000;83,750;146,750
29.08.2025 15:15;29.08.2025 15:30;0,000;0,000;83,750;146,750
29.08.2025 15:30;29.08.2025 15:45;0,000;0,000;83,750;146,750
29.08.2025 15:45;29.08.2025 16:00;0,000;0,000;83,750;146,750
29.08.2025 16:00;29.08.2025 16:15;0,000;0,000;90,750;153,750
