timestamp,delta_generation,delta_emissions,delta_estimated_emissions,intercept_scaled,mef_scaled,mef_t_MWh,mef_g_kWh,intercept
2022-12-30 15:15:00+00:00,2.0627,2.3009,1.9728,0.0601,0.8719,0.7073,707.3386,0.5675
2022-12-30 15:30:00+00:00,0.7304,0.7671,0.8125,0.0644,0.8742,0.7092,709.2177,0.6083
2022-12-30 15:45:00+00:00,0.6445,0.6366,0.5969,0.0613,0.8727,0.7080,708.0000,0.5791
2022-12-30 16:00:00+00:00,1.1817,1.1978,0.9866,0.0595,0.8714,0.7070,707.0002,0.5618
2022-12-30 16:15:00+00:00,2.0412,1.9903,1.7415,0.0604,0.8719,0.7074,707.4067,0.5707
2022-12-30 16:30:00+00:00,1.8478,1.5595,1.5288,0.0647,0.8742,0.7093,709.2568,0.6115
2022-12-30 16:45:00+00:00,1.3966,0.9882,1.1051,0.0657,0.8747,0.7096,709.6412,0.6203
2022-12-30 17:00:00+00:00,1.3966,1.0683,1.1442,0.0640,0.8737,0.7089,708.8730,0.6042
2022-12-30 17:15:00+00:00,1.5255,1.2862,1.2438,0.0622,0.8728,0.7081,708.0875,0.5878
2022-12-30 17:30:00+00:00,1.3106,1.0658,1.0351,0.0611,0.8722,0.7076,707.5834,0.5774
2022-12-30 17:45:00+00:00,1.0527,0.8606,0.7866,0.0577,0.8704,0.7061,706.1422,0.5452
2022-12-30 18:00:00+00:00,0.8379,0.7622,0.6496,0.0457,0.8682,0.7044,704.3623,0.4319
2022-12-30 18:15:00+00:00,0.4511,0.5323,0.3442,0.0328,0.8568,0.6951,695.1423,0.3103
2022-12-30 18:30:00+00:00,0.3436,0.5229,0.2300,0.0183,0.8490,0.6888,688.7815,0.1735
2022-12-30 18:45:00+00:00,0.4941,0.6655,0.3776,0.0106,0.8448,0.6854,685.3907,0.1008
2022-12-30 19:00:00+00:00,0.3866,0.4754,0.3393,0.0099,0.8444,0.6851,685.0528,0.0941
2022-12-30 19:15:00+00:00,-0.0861,-0.1695,-0.0742,0.0068,0.8428,0.6838,683.7651,0.0648
2022-12-30 19:30:00+00:00,0.4511,0.1984,0.2543,-0.0083,0.8345,0.6770,677.0417,-0.0779
2022-12-30 19:45:00+00:00,1.0742,0.6997,0.8343,-0.0339,0.8207,0.6658,665.8474,-0.3190
2022-12-30 20:00:00+00:00,0.4081,0.0270,0.4509,-0.0629,0.8050,0.6531,653.1165,-0.5934
2022-12-30 20:15:00+00:00,0.2362,-0.1430,0.0960,-0.1038,0.7830,0.6353,635.2503,-0.9786
2022-12-30 20:30:00+00:00,0.3866,-0.0633,0.1350,-0.1356,0.7658,0.6213,621.3159,-1.2789
2022-12-30 20:45:00+00:00,0.7519,0.1809,0.3151,-0.1524,0.7567,0.6139,613.9178,-1.4381
2022-12-30 21:00:00+00:00,0.4511,-0.2049,0.2123,-0.1560,0.7547,0.6123,612.3178,-1.4722
2022-12-30 21:15:00+00:00,0.0643,-1.0031,-0.1486,-0.1566,0.7544,0.6120,612.0452,-1.4775
2022-12-30 21:30:00+00:00,0.1288,-1.3636,-0.6009,-0.1564,0.7545,0.6121,612.1074,-1.4757
2022-12-30 21:45:00+00:00,-1.8052,-2.6249,-2.3062,-0.1561,0.7546,0.6122,612.2027,-1.4731
2022-12-30 22:00:00+00:00,-1.2680,-1.4149,-1.1423,0.0684,0.8755,0.7103,710.3233,0.6458
2022-12-30 22:15:00+00:00,-2.5143,-1.4455,-2.1036,0.0702,0.8765,0.7111,711.1206,0.6635
2022-12-30 22:30:00+00:00,-1.3754,-0.2418,-1.0166,0.0705,0.8766,0.7112,711.2092,0.6659
2022-12-30 22:45:00+00:00,-2.1920,-0.8522,-1.6034,0.0652,0.8737,0.7089,708.8714,0.6160
2022-12-30 23:00:00+00:00,-0.5804,0.2233,-0.2062,0.0689,0.8757,0.7105,710.4659,0.6509
2022-12-30 23:15:00+00:00,0.4296,1.0101,0.7607,0.0689,0.8757,0.7105,710.4659,0.6509
2022-12-30 23:30:00+00:00,0.3221,0.9784,0.6001,0.0519,0.8688,0.7048,704.8443,0.4903
2022-12-30 23:45:00+00:00,0.2147,0.7541,0.4340,0.0475,0.8685,0.7046,704.6154,0.4486
2022-12-31 00:00:00+00:00,0.1932,0.4135,0.2981,0.0499,0.8718,0.7073,707.3315,0.4717
2022-12-31 00:15:00+00:00,0.0428,-0.0034,0.0947,0.0495,0.8783,0.7125,712.5493,0.4674
2022-12-31 00:30:00+00:00,-0.2795,-0.3658,-0.3008,0.0546,0.8797,0.7137,713.7281,0.5156
2022-12-31 00:45:00+00:00,-0.5589,-0.6242,-0.5927,0.0573,0.8834,0.7167,716.6682,0.5417
2022-12-31 01:00:00+00:00,0.1073,0.0550,0.0220,0.0554,0.8911,0.7230,722.9874,0.5233
2022-12-31 01:15:00+00:00,0.0213,0.0644,0.0382,0.0525,0.8935,0.7249,724.8983,0.4965
2022-12-31 01:30:00+00:00,0.0428,0.1406,0.1092,0.0571,0.8905,0.7224,722.4476,0.5397
2022-12-31 01:45:00+00:00,0.0213,0.1263,0.1263,0.0580,0.8938,0.7252,725.1527,0.5482
2022-12-31 02:00:00+00:00,-0.9027,-0.7989,-0.7875,0.0170,0.9384,0.7613,761.3154,0.1614
2022-12-31 02:15:00+00:00,-0.9027,-0.8410,-0.8453,-0.0044,0.9615,0.7801,780.0721,-0.0411
2022-12-31 02:30:00+00:00,-1.9986,-1.8926,-1.8759,-0.0074,0.9652,0.7831,783.0971,-0.0691
2022-12-31 02:45:00+00:00,0.3007,0.2977,0.3093,-0.0084,0.9670,0.7846,784.5534,-0.0793
2022-12-31 03:00:00+00:00,0.0428,0.0439,0.0818,-0.0093,0.9686,0.7858,785.8195,-0.0873
2022-12-31 03:15:00+00:00,0.0643,0.0488,0.0905,-0.0102,0.9702,0.7871,787.0903,-0.0954
2022-12-31 03:30:00+00:00,0.0858,0.0588,0.1004,-0.0110,0.9717,0.7883,788.3459,-0.1034
2022-12-31 03:45:00+00:00,-0.0861,-0.0974,-0.0771,-0.0116,0.9730,0.7894,789.4038,-0.1093
2022-12-31 04:00:00+00:00,-0.2365,-0.2146,-0.2051,-0.0090,0.9709,0.7877,787.7341,-0.0845
2022-12-31 04:15:00+00:00,-0.4299,-0.3315,-0.3595,0.0344,0.9262,0.7514,751.4468,0.3249
2022-12-31 04:30:00+00:00,-0.5159,-0.3616,-0.4047,0.0497,0.9088,0.7373,737.2837,0.4696
2022-12-31 04:45:00+00:00,-0.1076,0.0187,-0.0444,0.0462,0.9090,0.7375,737.4537,0.4367
2022-12-31 05:00:00+00:00,-0.9886,-0.8975,-0.7835,0.0354,0.9079,0.7366,736.5648,0.3345
2022-12-31 05:15:00+00:00,-0.0861,-0.1768,-0.0638,0.0328,0.9060,0.7350,735.0264,0.3102
2022-12-31 05:30:00+00:00,-0.0217,-0.2282,0.0253,0.0053,0.8935,0.7249,724.9115,0.0510
2022-12-31 05:45:00+00:00,0.1288,-0.0916,0.1484,-0.0018,0.8918,0.7235,723.5328,-0.0161
2022-12-31 06:00:00+00:00,0.1288,0.0139,0.1842,0.0109,0.9005,0.7306,730.6102,0.1030
2022-12-31 06:15:00+00:00,-0.4084,-0.2764,-0.2474,0.0257,0.9105,0.7387,738.6588,0.2435
2022-12-31 06:30:00+00:00,-0.7523,-0.4831,-0.5393,0.0368,0.9183,0.7450,745.0476,0.3476
2022-12-31 06:45:00+00:00,-0.5159,-0.2851,-0.3926,0.0375,0.9208,0.7470,747.0363,0.3547
2022-12-31 07:00:00+00:00,-1.6118,-1.4981,-1.3865,0.0097,0.9329,0.7569,756.9020,0.0916
2022-12-31 07:15:00+00:00,-0.5374,-0.5047,-0.4694,0.0097,0.9329,0.7569,756.9020,0.0916
2022-12-31 07:30:00+00:00,-0.0002,0.0574,0.0436,0.0104,0.9334,0.7573,757.2650,0.0985
2022-12-31 07:45:00+00:00,0.1717,0.2264,0.2014,0.0106,0.9325,0.7566,756.5724,0.1004
2022-12-31 08:00:00+00:00,0.1932,0.2148,0.2174,0.0090,0.9284,0.7532,753.2452,0.0855
2022-12-31 08:15:00+00:00,0.0428,-0.0217,0.1027,-0.0037,0.9025,0.7322,732.2175,-0.0346
2022-12-31 08:30:00+00:00,0.0428,-0.0948,0.1013,-0.0197,0.8689,0.7050,704.9816,-0.1849
2022-12-31 08:45:00+00:00,-0.0861,-0.2200,-0.1132,-0.0083,0.8853,0.7182,718.2381,-0.0774
2022-12-31 09:00:00+00:00,0.1717,0.1052,0.1283,0.0063,0.9142,0.7417,741.6812,0.0596
2022-12-31 09:15:00+00:00,-0.0431,0.0021,-0.0342,0.0112,0.9239,0.7495,749.5485,0.1065
2022-12-31 09:30:00+00:00,-0.0217,0.0781,-0.0093,0.0125,0.9253,0.7507,750.6847,0.1187
2022-12-31 09:45:00+00:00,-0.0002,0.1048,0.0139,0.0138,0.9266,0.7517,751.7495,0.1304
2022-12-31 10:00:00+00:00,0.0643,0.1243,0.0697,0.0152,0.9283,0.7531,753.1300,0.1436
2022-12-31 10:15:00+00:00,-0.0861,-0.0726,-0.0726,0.0160,0.9286,0.7534,753.3608,0.1513
2022-12-31 10:30:00+00:00,-0.0861,-0.0882,-0.0743,0.0165,0.9283,0.7531,753.0953,0.1565
2022-12-31 10:45:00+00:00,0.1502,0.1366,0.1487,0.0170,0.9278,0.7527,752.7488,0.1614
