Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
13.02.2025 08:30;13.02.2025 08:45;1.227,75;602,25;817,00;918,00;196,75;32,00;-;2.873,25;2.173,25;4.301,50;976,25;513,00
13.02.2025 08:45;13.02.2025 09:00;1.228,25;593,75;835,25;919,75;273,50;33,00;-;2.871,25;2.170,25;4.298,50;925,00;513,25
13.02.2025 09:00;13.02.2025 09:15;1.219,75;634,75;893,75;919,75;366,00;33,00;-;2.886,25;2.165,00;4.272,25;1.275,50;514,25
13.02.2025 09:15;13.02.2025 09:30;1.214,00;652,50;951,75;898,50;442,75;32,75;-;2.883,50;2.164,25;4.254,75;1.230,00;511,25
13.02.2025 09:30;13.02.2025 09:45;1.209,75;654,75;964,75;860,75;520,75;32,50;-;2.887,50;2.164,25;4.259,25;1.144,75;519,50
13.02.2025 09:45;13.02.2025 10:00;1.207,75;651,00;965,00;843,00;597,75;32,25;-;2.891,75;2.163,25;4.267,75;1.017,00;514,00
13.02.2025 10:00;13.02.2025 10:15;1.184,00;607,50;969,25;842,25;687,75;32,00;-;2.894,00;2.164,50;4.268,75;804,00;511,00
13.02.2025 10:15;13.02.2025 10:30;1.175,50;626,50;986,25;831,50;781,00;31,75;-;2.884,50;2.163,00;4.276,75;766,75;513,00
13.02.2025 10:30;13.02.2025 10:45;1.174,50;614,75;1.038,75;826,50;873,25;32,50;-;2.881,00;2.168,25;4.281,50;665,00;511,25
13.02.2025 10:45;13.02.2025 11:00;1.169,50;616,00;1.081,00;826,00;973,00;32,25;-;2.877,50;2.167,00;4.284,00;650,00;516,50
13.02.2025 11:00;13.02.2025 11:15;1.143,25;582,00;1.076,25;841,50;1.088,75;32,25;-;2.858,75;2.164,75;4.278,75;663,75;512,75
13.02.2025 11:15;13.02.2025 11:30;1.136,00;574,75;1.069,25;848,00;1.166,75;32,25;-;2.831,75;2.166,00;4.285,25;654,75;514,00
13.02.2025 11:30;13.02.2025 11:45;1.125,75;565,75;995,75;844,25;1.204,25;31,75;-;2.812,75;2.165,75;4.286,75;532,25;515,75
13.02.2025 11:45;13.02.2025 12:00;1.120,00;551,75;970,50;865,50;1.219,75;32,00;-;2.807,75;2.163,00;4.263,50;357,75;519,75
13.02.2025 12:00;13.02.2025 12:15;1.094,50;608,75;980,50;877,50;1.237,25;32,25;-;2.807,00;2.133,75;4.261,50;633,75;522,75
13.02.2025 12:15;13.02.2025 12:30;1.089,25;614,00;967,25;899,00;1.266,50;32,50;-;2.794,25;2.106,25;4.269,75;537,75;517,25
13.02.2025 12:30;13.02.2025 12:45;1.087,75;620,25;962,25;904,00;1.287,50;32,75;-;2.788,50;2.087,75;4.282,50;516,75;524,75
13.02.2025 12:45;13.02.2025 13:00;1.089,75;577,50;980,50;912,50;1.294,50;33,00;-;2.784,50;2.088,50;4.303,75;492,25;529,00
13.02.2025 13:00;13.02.2025 13:15;1.083,75;567,75;970,25;922,75;1.273,25;33,00;-;2.788,00;2.092,75;4.331,75;735,75;519,00
13.02.2025 13:15;13.02.2025 13:30;1.088,75;565,50;925,25;942,00;1.225,25;33,50;-;2.773,00;2.096,00;4.330,50;541,25;514,50
13.02.2025 13:30;13.02.2025 13:45;1.083,50;561,25;914,75;980,75;1.209,25;33,25;-;2.734,75;2.094,75;4.328,25;511,00;514,00
13.02.2025 13:45;13.02.2025 14:00;1.084,50;563,25;909,50;1.019,25;1.152,75;33,00;-;2.654,75;2.088,25;4.325,00;451,25;517,75
13.02.2025 14:00;13.02.2025 14:15;1.085,50;559,75;881,00;1.058,25;1.095,75;33,00;-;2.599,75;2.087,00;4.332,00;444,75;500,75
13.02.2025 14:15;13.02.2025 14:30;1.088,00;564,75;874,75;1.095,25;1.041,25;33,25;-;2.605,50;2.086,25;4.331,75;553,25;473,25
13.02.2025 14:30;13.02.2025 14:45;1.089,50;591,00;857,00;1.140,25;978,00;33,50;-;2.602,50;2.086,75;4.328,00;595,75;469,50
13.02.2025 14:45;13.02.2025 15:00;1.095,25;587,50;858,75;1.205,25;884,00;33,75;-;2.599,75;2.088,50;4.324,50;548,75;472,75
13.02.2025 15:00;13.02.2025 15:15;1.111,00;563,75;843,50;1.269,75;790,75;33,75;-;2.600,50;2.090,00;4.337,75;534,25;474,75
13.02.2025 15:15;13.02.2025 15:30;1.114,75;561,50;840,25;1.362,75;696,50;33,00;-;2.596,25;2.090,50;4.344,50;565,50;464,50
13.02.2025 15:30;13.02.2025 15:45;1.123,75;575,25;841,50;1.446,75;600,50;33,00;-;2.596,50;2.092,50;4.345,25;575,00;467,50
13.02.2025 15:45;13.02.2025 16:00;1.135,00;595,50;858,25;1.543,25;495,00;33,00;-;2.592,00;2.083,00;4.350,00;507,00;470,50
13.02.2025 16:00;13.02.2025 16:15;1.173,00;539,00;878,50;1.630,25;392,75;32,75;-;2.597,00;2.065,75;4.370,00;531,50;478,00
13.02.2025 16:15;13.02.2025 16:30;1.194,25;532,00;872,75;1.694,25;300,25;32,75;-;2.612,00;2.044,50;4.375,00;392,50;470,25
13.02.2025 16:30;13.02.2025 16:45;1.201,25;585,25;881,00;1.796,75;217,00;32,75;-;2.614,50;1.985,25;4.380,50;503,75;472,50
13.02.2025 16:45;13.02.2025 17:00;1.208,25;601,75;878,50;1.884,50;140,75;32,75;-;2.609,50;1.989,00;4.400,00;538,75;477,75
13.02.2025 17:00;13.02.2025 17:15;1.225,75;568,25;900,50;1.951,50;75,50;32,75;-;2.608,50;1.741,00;4.405,75;771,25;476,00
13.02.2025 17:15;13.02.2025 17:30;1.238,75;565,50;932,50;2.018,75;30,25;33,00;-;2.618,75;1.747,25;4.417,00;1.072,00;474,50
13.02.2025 17:30;13.02.2025 17:45;1.246,00;603,50;900,50;2.091,50;9,75;32,75;-;2.617,25;1.744,50;4.423,25;1.251,50;479,25
13.02.2025 17:45;13.02.2025 18:00;1.247,50;601,25;855,00;2.189,75;2,50;33,00;-;2.622,25;1.748,75;4.456,00;1.323,25;471,25
13.02.2025 18:00;13.02.2025 18:15;1.249,50;608,75;829,75;2.289,50;2,25;33,00;-;2.613,75;1.743,25;4.485,00;969,00;460,75
13.02.2025 18:15;13.02.2025 18:30;1.251,25;594,75;798,75;2.353,00;2,25;33,25;-;2.612,00;1.740,25;4.479,75;921,75;456,25
13.02.2025 18:30;13.02.2025 18:45;1.251,00;612,75;780,25;2.404,00;2,25;33,25;-;2.606,00;1.740,50;4.470,00;914,50;462,50
13.02.2025 18:45;13.02.2025 19:00;1.249,75;606,00;782,25;2.460,50;2,00;33,25;-;2.610,00;1.742,50;4.468,50;892,75;458,50
13.02.2025 19:00;13.02.2025 19:15;1.241,50;618,50;782,00;2.519,00;2,25;33,25;-;2.607,00;1.736,00;4.469,00;897,50;463,00
13.02.2025 19:15;13.02.2025 19:30;1.234,25;611,00;766,25;2.559,75;2,00;33,00;-;2.607,25;1.732,75;4.440,00;814,25;464,50
13.02.2025 19:30;13.02.2025 19:45;1.226,25;591,00;759,75;2.600,25;1,75;33,25;-;2.606,75;1.733,75;4.404,00;649,75;465,75
13.02.2025 19:45;13.02.2025 20:00;1.222,75;583,75;758,50;2.596,00;1,75;33,25;-;2.616,00;1.736,50;4.402,75;479,25;465,50
13.02.2025 20:00;13.02.2025 20:15;1.193,75;625,00;720,25;2.559,00;2,25;33,25;-;2.617,00;1.734,00;4.334,00;576,75;469,25
13.02.2025 20:15;13.02.2025 20:30;1.185,50;604,00;685,75;2.501,50;1,75;33,25;-;2.577,75;1.736,00;4.270,75;360,75;474,75
13.02.2025 20:30;13.02.2025 20:45;1.174,50;568,50;680,25;2.464,00;1,75;33,25;-;2.559,00;1.730,50;4.228,75;307,50;475,25
13.02.2025 20:45;13.02.2025 21:00;1.167,75;559,75;691,25;2.445,75;1,75;33,25;-;2.558,25;1.732,50;4.221,25;202,25;461,25
13.02.2025 21:00;13.02.2025 21:15;1.141,75;597,00;679,00;2.436,00;1,25;33,25;-;2.563,00;1.729,50;4.208,25;338,00;456,25
13.02.2025 21:15;13.02.2025 21:30;1.134,25;573,00;662,75;2.437,75;1,25;33,25;-;2.566,00;1.729,50;4.182,00;273,50;451,25
13.02.2025 21:30;13.02.2025 21:45;1.123,50;518,50;668,25;2.428,00;1,25;32,25;-;2.572,75;1.731,25;4.166,25;189,50;451,00
13.02.2025 21:45;13.02.2025 22:00;1.121,25;478,25;628,25;2.431,00;1,50;32,75;-;2.564,50;1.730,75;4.138,00;97,50;451,75
13.02.2025 22:00;13.02.2025 22:15;1.099,00;503,00;578,50;2.365,50;1,50;32,50;-;2.572,00;1.727,25;4.103,00;169,75;450,50
13.02.2025 22:15;13.02.2025 22:30;1.094,25;459,50;551,25;2.342,50;1,25;32,75;-;2.561,75;1.729,00;4.080,25;115,00;455,75
13.02.2025 22:30;13.02.2025 22:45;1.092,50;436,25;514,75;2.322,00;1,25;33,50;-;2.565,75;1.729,75;4.077,50;82,75;460,50
13.02.2025 22:45;13.02.2025 23:00;1.084,50;425,75;479,00;2.291,00;1,25;33,50;-;2.554,00;1.729,25;4.041,00;28,25;454,25
13.02.2025 23:00;13.02.2025 23:15;1.066,75;418,25;422,50;2.266,25;1,25;33,50;-;2.560,00;1.728,00;3.967,00;10,75;458,75
13.02.2025 23:15;13.02.2025 23:30;1.059,50;413,25;374,75;2.261,25;1,25;33,75;-;2.554,00;1.726,00;3.964,50;4,50;461,25
13.02.2025 23:30;13.02.2025 23:45;1.052,25;408,75;374,50;2.270,00;1,25;34,00;-;2.570,00;1.725,25;3.933,00;3,25;463,25
13.02.2025 23:45;14.02.2025 00:00;1.051,50;408,50;401,00;2.250,75;1,25;33,75;-;2.590,25;1.719,50;3.875,75;3,25;463,50
14.02.2025 00:00;14.02.2025 00:15;1.039,50;416,25;398,50;2.223,00;1,50;33,75;-;2.597,00;1.773,25;3.901,50;11,75;506,50
14.02.2025 00:15;14.02.2025 00:30;1.036,50;406,00;402,75;2.181,25;1,25;34,00;-;2.608,25;1.798,00;3.907,25;4,75;465,00
14.02.2025 00:30;14.02.2025 00:45;1.031,75;403,75;477,25;2.127,00;1,25;33,75;-;2.608,25;1.803,00;3.876,50;3,25;465,75
14.02.2025 00:45;14.02.2025 01:00;1.029,50;403,75;493,75;2.080,00;1,25;33,75;-;2.609,00;1.804,00;3.813,00;1,25;459,50
14.02.2025 01:00;14.02.2025 01:15;1.020,75;411,25;508,25;2.012,00;1,25;33,75;-;2.589,00;1.794,50;3.892,00;6,75;458,25
14.02.2025 01:15;14.02.2025 01:30;1.017,75;405,50;524,00;1.998,75;1,25;33,75;-;2.578,25;1.800,25;3.851,50;0,75;456,75
14.02.2025 01:30;14.02.2025 01:45;1.020,25;410,00;538,75;1.943,00;1,25;33,75;-;2.577,50;1.814,50;3.792,00;0,75;459,25
14.02.2025 01:45;14.02.2025 02:00;1.019,00;410,50;528,00;1.904,25;1,25;34,00;-;2.567,50;1.823,50;3.755,50;0,75;455,00
14.02.2025 02:00;14.02.2025 02:15;1.018,50;412,00;517,75;1.868,75;1,25;34,00;-;2.554,00;1.816,25;3.804,75;0,75;454,75
14.02.2025 02:15;14.02.2025 02:30;1.021,25;409,75;509,50;1.835,25;1,25;33,75;-;2.551,50;1.816,00;3.776,00;0,50;449,75
14.02.2025 02:30;14.02.2025 02:45;1.023,50;410,00;502,00;1.825,25;1,25;33,75;-;2.553,00;1.846,25;3.757,75;39,00;449,50
14.02.2025 02:45;14.02.2025 03:00;1.023,00;409,25;486,75;1.790,00;1,25;33,75;-;2.551,00;1.864,00;3.720,25;0,50;446,25
14.02.2025 03:00;14.02.2025 03:15;1.020,00;411,25;482,25;1.743,50;1,25;34,00;-;2.548,25;1.871,50;3.697,75;0,50;451,00
14.02.2025 03:15;14.02.2025 03:30;1.022,25;412,00;474,00;1.724,25;1,25;34,00;-;2.550,25;1.918,25;3.662,00;0,50;452,00
14.02.2025 03:30;14.02.2025 03:45;1.023,00;412,50;448,00;1.709,25;1,25;34,00;-;2.550,25;1.920,75;3.667,75;0,50;451,50
14.02.2025 03:45;14.02.2025 04:00;1.023,50;414,75;443,25;1.687,00;1,25;34,00;-;2.551,00;1.920,50;3.676,75;1,50;450,00
14.02.2025 04:00;14.02.2025 04:15;1.026,75;412,50;444,00;1.648,75;1,25;34,25;-;2.564,00;1.925,75;3.711,50;2,50;453,75
14.02.2025 04:15;14.02.2025 04:30;1.030,50;414,75;433,25;1.625,25;1,25;34,00;-;2.560,50;1.923,25;3.738,50;2,75;457,25
14.02.2025 04:30;14.02.2025 04:45;1.031,75;414,25;430,25;1.588,75;1,25;33,75;-;2.570,50;1.925,75;3.795,25;21,75;457,00
14.02.2025 04:45;14.02.2025 05:00;1.034,00;419,00;402,50;1.567,25;1,25;33,50;-;2.578,25;1.927,25;3.810,50;15,50;453,50
14.02.2025 05:00;14.02.2025 05:15;1.042,00;414,75;409,50;1.547,50;1,25;33,50;-;2.593,25;1.933,25;3.840,50;2,00;450,75
14.02.2025 05:15;14.02.2025 05:30;1.046,25;416,00;418,25;1.550,50;1,25;33,75;-;2.608,75;1.939,75;3.872,25;1,75;448,00
14.02.2025 05:30;14.02.2025 05:45;1.048,25;419,75;386,75;1.551,25;1,25;33,50;-;2.616,50;1.939,25;3.913,00;7,75;449,25
14.02.2025 05:45;14.02.2025 06:00;1.055,25;426,75;371,00;1.561,50;1,50;33,50;-;2.609,00;1.945,75;3.956,75;8,25;450,75
14.02.2025 06:00;14.02.2025 06:15;1.081,75;426,75;370,50;1.566,75;1,25;33,25;-;2.600,75;1.951,25;4.053,50;47,00;450,25
14.02.2025 06:15;14.02.2025 06:30;1.097,25;426,75;379,25;1.521,25;1,25;33,00;-;2.610,00;1.952,00;4.151,25;42,75;447,50
14.02.2025 06:30;14.02.2025 06:45;1.113,00;464,25;356,00;1.478,50;1,25;33,00;-;2.637,75;1.951,50;4.215,25;196,50;445,25
14.02.2025 06:45;14.02.2025 07:00;1.137,00;482,00;362,25;1.449,00;1,50;33,25;-;2.656,50;1.995,00;4.267,00;354,75;447,50
14.02.2025 07:00;14.02.2025 07:15;1.186,00;487,25;341,75;1.400,75;1,75;33,25;-;2.653,75;2.026,75;4.331,50;494,75;449,00
14.02.2025 07:15;14.02.2025 07:30;1.212,25;564,50;313,00;1.378,25;2,75;33,00;-;2.663,75;2.032,00;4.415,75;636,50;451,00
14.02.2025 07:30;14.02.2025 07:45;1.219,50;637,50;304,50;1.353,00;8,00;33,00;-;2.669,00;2.032,75;4.380,00;811,75;453,50
14.02.2025 07:45;14.02.2025 08:00;1.226,50;623,00;304,00;1.311,25;26,75;32,75;-;2.663,50;2.035,00;4.421,50;994,75;459,25
14.02.2025 08:00;14.02.2025 08:15;1.233,25;669,00;301,25;1.245,25;62,75;33,00;-;2.659,25;2.031,50;4.461,00;976,25;464,75
14.02.2025 08:15;14.02.2025 08:30;1.236,75;663,50;305,25;1.204,00;102,75;33,00;-;2.659,50;2.028,25;4.509,00;1.108,25;473,75
14.02.2025 08:30;14.02.2025 08:45;1.238,25;659,75;322,00;1.148,50;167,00;32,50;-;2.657,50;2.028,00;4.551,00;1.166,00;484,75
14.02.2025 08:45;14.02.2025 09:00;1.240,75;653,50;311,50;1.107,50;248,25;32,00;-;2.660,00;2.029,25;4.606,75;1.217,25;484,00
14.02.2025 09:00;14.02.2025 09:15;1.231,50;629,75;319,50;1.059,25;341,00;32,00;-;2.656,50;2.027,50;4.625,25;1.129,50;483,75
14.02.2025 09:15;14.02.2025 09:30;1.226,25;625,25;313,25;991,50;446,75;32,00;-;2.652,25;2.029,25;4.608,25;1.019,25;488,50
14.02.2025 09:30;14.02.2025 09:45;1.218,25;609,00;289,50;916,25;568,25;32,25;-;2.653,25;2.030,50;4.560,75;904,75;498,50
14.02.2025 09:45;14.02.2025 10:00;1.212,00;604,00;274,75;838,25;691,50;32,25;-;2.649,50;2.027,50;4.545,25;817,25;494,75
14.02.2025 10:00;14.02.2025 10:15;1.182,50;585,25;256,00;781,75;799,75;32,00;-;2.657,75;2.019,75;4.502,00;555,25;484,75
14.02.2025 10:15;14.02.2025 10:30;1.174,75;590,25;243,75;732,50;914,50;32,00;-;2.650,50;2.018,50;4.460,50;475,75;501,00
14.02.2025 10:30;14.02.2025 10:45;1.167,75;587,00;223,75;689,00;1.027,25;32,25;-;2.650,75;2.017,25;4.381,25;388,75;544,75
14.02.2025 10:45;14.02.2025 11:00;1.156,50;611,00;210,25;643,75;1.122,50;32,00;-;2.652,75;2.021,00;4.346,75;356,75;544,25
14.02.2025 11:00;14.02.2025 11:15;1.122,75;562,25;212,00;587,00;1.206,50;32,25;-;2.648,25;2.021,00;4.307,75;411,50;542,75
14.02.2025 11:15;14.02.2025 11:30;1.118,50;548,50;202,75;549,25;1.249,00;32,25;-;2.633,00;2.016,00;4.315,75;386,25;557,50
14.02.2025 11:30;14.02.2025 11:45;1.116,25;584,00;205,50;505,75;1.296,00;32,25;-;2.599,50;2.018,25;4.320,75;438,25;566,50
14.02.2025 11:45;14.02.2025 12:00;1.114,75;579,00;192,50;473,50;1.313,00;32,75;-;2.598,50;2.020,25;4.330,75;431,25;561,00
14.02.2025 12:00;14.02.2025 12:15;1.094,50;575,50;166,25;456,50;1.291,00;33,25;-;2.604,00;2.027,50;4.336,75;412,75;571,00
14.02.2025 12:15;14.02.2025 12:30;1.088,00;567,75;152,75;439,25;1.293,00;33,25;-;2.604,25;2.025,50;4.339,50;358,25;564,50
14.02.2025 12:30;14.02.2025 12:45;1.086,25;572,25;141,00;422,75;1.285,75;33,50;-;2.603,50;2.026,50;4.338,00;430,25;562,75
14.02.2025 12:45;14.02.2025 13:00;1.087,00;561,00;132,50;407,50;1.250,50;33,50;-;2.608,00;2.028,25;4.341,25;375,25;566,75
14.02.2025 13:00;14.02.2025 13:15;1.099,00;552,75;120,00;398,00;1.199,25;33,75;-;2.598,25;2.057,50;4.289,50;393,00;545,00
14.02.2025 13:15;14.02.2025 13:30;1.101,50;565,50;105,00;380,75;1.140,25;33,75;-;2.606,50;2.059,25;4.281,75;304,75;530,75
14.02.2025 13:30;14.02.2025 13:45;1.097,75;516,00;89,25;369,75;1.104,00;33,50;-;2.611,75;2.106,00;4.282,25;259,00;528,50
14.02.2025 13:45;14.02.2025 14:00;1.098,75;478,00;78,00;357,50;1.042,75;33,00;-;2.610,00;2.120,25;4.312,50;160,75;470,00
14.02.2025 14:00;14.02.2025 14:15;1.106,25;489,00;74,50;335,00;978,00;33,25;-;2.638,25;2.095,75;4.319,00;228,00;461,25
14.02.2025 14:15;14.02.2025 14:30;1.107,50;498,00;67,75;319,75;903,50;33,25;-;2.672,75;2.098,00;4.328,50;229,25;465,25
14.02.2025 14:30;14.02.2025 14:45;1.109,00;496,25;54,50;305,75;824,75;33,25;-;2.674,25;2.098,00;4.367,50;189,75;463,50
14.02.2025 14:45;14.02.2025 15:00;1.112,75;558,00;45,25;292,75;741,75;33,25;-;2.676,25;2.097,50;4.370,00;253,75;459,50
14.02.2025 15:00;14.02.2025 15:15;1.130,00;511,25;35,25;283,00;652,25;33,00;-;2.683,00;2.098,00;4.415,75;186,75;403,25
14.02.2025 15:15;14.02.2025 15:30;1.139,25;530,25;28,75;289,25;553,25;33,00;-;2.685,00;2.096,25;4.450,00;299,00;404,50
14.02.2025 15:30;14.02.2025 15:45;1.150,00;577,50;23,75;290,25;458,75;33,00;-;2.676,50;2.103,50;4.484,75;278,00;408,00
14.02.2025 15:45;14.02.2025 16:00;1.164,00;597,75;18,75;280,25;368,00;32,75;-;2.671,75;2.102,75;4.507,00;268,00;409,25
14.02.2025 16:00;14.02.2025 16:15;1.202,25;566,25;14,25;276,75;282,00;33,00;-;2.672,75;2.107,50;4.570,50;514,75;403,50
14.02.2025 16:15;14.02.2025 16:30;1.221,75;613,75;11,00;282,25;208,00;33,25;-;2.684,25;2.108,50;4.606,50;684,25;399,00
14.02.2025 16:30;14.02.2025 16:45;1.228,75;598,25;10,00;290,50;146,00;33,25;-;2.677,50;2.107,25;4.632,25;1.006,00;404,25
14.02.2025 16:45;14.02.2025 17:00;1.238,25;637,50;10,00;289,50;93,25;33,25;-;2.677,75;2.106,75;4.653,00;1.248,00;423,50
14.02.2025 17:00;14.02.2025 17:15;1.264,50;606,50;12,50;284,75;52,25;33,25;-;2.672,25;2.098,25;4.661,75;1.072,25;431,50
14.02.2025 17:15;14.02.2025 17:30;1.275,25;631,25;12,25;279,50;30,25;33,25;-;2.688,75;2.094,25;4.664,00;1.254,25;432,25
14.02.2025 17:30;14.02.2025 17:45;1.281,50;641,75;14,00;279,25;23,00;33,50;-;2.685,75;2.040,75;4.673,25;1.446,50;438,00
14.02.2025 17:45;14.02.2025 18:00;1.285,00;646,25;17,00;271,25;17,00;33,25;-;2.684,00;1.986,50;4.691,75;1.532,25;454,50
14.02.2025 18:00;14.02.2025 18:15;1.284,00;621,75;17,25;272,75;8,25;33,25;-;2.677,50;1.975,00;4.657,25;1.387,75;493,00
14.02.2025 18:15;14.02.2025 18:30;1.283,50;623,00;16,25;265,75;8,50;33,00;-;2.676,75;1.959,50;4.663,75;1.470,75;506,25
14.02.2025 18:30;14.02.2025 18:45;1.283,00;588,50;16,50;259,00;6,75;33,50;-;2.677,00;1.944,25;4.688,50;1.347,00;497,00
14.02.2025 18:45;14.02.2025 19:00;1.283,00;583,25;14,25;249,50;5,75;33,25;-;2.679,25;1.947,75;4.698,75;1.211,75;479,50
14.02.2025 19:00;14.02.2025 19:15;1.272,75;600,00;14,50;241,50;5,50;33,25;-;2.676,25;1.892,25;4.674,00;935,25;475,75
14.02.2025 19:15;14.02.2025 19:30;1.271,75;584,00;18,50;233,50;5,00;33,25;-;2.678,00;1.872,50;4.630,00;998,50;473,00
14.02.2025 19:30;14.02.2025 19:45;1.265,00;537,50;22,50;234,00;4,25;33,50;-;2.675,50;1.810,50;4.527,25;963,25;469,50
14.02.2025 19:45;14.02.2025 20:00;1.259,75;542,25;25,50;230,50;4,25;33,50;-;2.672,75;1.814,50;4.507,50;759,00;469,00
14.02.2025 20:00;14.02.2025 20:15;1.237,50;562,75;31,50;228,25;8,00;33,50;-;2.680,25;1.814,75;4.471,00;494,75;465,00
14.02.2025 20:15;14.02.2025 20:30;1.225,00;562,25;38,25;228,50;5,00;33,50;-;2.676,00;1.812,00;4.465,00;317,25;464,75
14.02.2025 20:30;14.02.2025 20:45;1.215,50;560,50;43,75;232,50;4,00;33,50;-;2.675,50;1.805,75;4.453,75;253,50;464,50
14.02.2025 20:45;14.02.2025 21:00;1.208,25;538,25;48,25;228,00;5,00;33,50;-;2.669,25;1.804,50;4.425,75;260,50;465,75
14.02.2025 21:00;14.02.2025 21:15;1.175,25;553,25;52,75;228,25;3,75;33,50;-;2.643,75;1.783,75;4.362,00;222,25;467,75
14.02.2025 21:15;14.02.2025 21:30;1.166,00;477,75;61,00;219,50;3,75;33,25;-;2.617,25;1.784,00;4.294,50;178,50;467,50
14.02.2025 21:30;14.02.2025 21:45;1.151,75;432,00;66,00;203,75;1,75;33,25;-;2.626,75;1.789,00;4.204,75;146,50;471,25
14.02.2025 21:45;14.02.2025 22:00;1.144,00;426,25;66,00;196,75;1,50;33,25;-;2.660,75;1.783,50;4.156,50;94,50;471,25
14.02.2025 22:00;14.02.2025 22:15;1.129,25;443,75;68,50;176,00;1,50;33,25;-;2.663,00;1.785,00;4.139,75;134,00;473,00
14.02.2025 22:15;14.02.2025 22:30;1.126,25;432,00;70,50;169,75;1,50;33,50;-;2.659,00;1.780,25;4.120,25;161,00;465,75
14.02.2025 22:30;14.02.2025 22:45;1.116,75;428,50;74,50;163,50;1,50;33,25;-;2.652,75;1.782,75;4.105,50;112,00;461,75
14.02.2025 22:45;14.02.2025 23:00;1.111,50;432,25;72,50;168,00;1,50;33,25;-;2.671,75;1.779,50;4.076,75;86,75;468,75
14.02.2025 23:00;14.02.2025 23:15;1.093,75;421,00;75,75;178,25;1,50;34,00;-;2.685,00;1.771,00;3.987,50;66,75;474,00
14.02.2025 23:15;14.02.2025 23:30;1.090,00;410,25;78,00;180,50;1,50;34,50;-;2.692,50;1.770,75;3.801,75;12,50;477,50
14.02.2025 23:30;14.02.2025 23:45;1.088,50;408,50;79,50;182,50;1,50;34,50;-;2.697,25;1.771,75;3.730,50;12,25;479,00
14.02.2025 23:45;15.02.2025 00:00;1.087,50;406,25;78,50;179,00;1,50;34,50;-;2.702,25;1.769,25;3.677,25;7,50;478,00
15.02.2025 00:00;15.02.2025 00:15;1.077,25;405,25;78,50;176,25;1,50;34,50;-;2.698,25;1.781,75;3.468,50;102,00;500,25
15.02.2025 00:15;15.02.2025 00:30;1.078,50;405,50;88,25;169,25;1,25;34,50;-;2.688,25;1.836,25;3.189,25;195,50;508,50
15.02.2025 00:30;15.02.2025 00:45;1.076,25;404,75;90,00;167,25;1,25;34,50;-;2.663,00;1.873,00;2.997,50;94,25;508,50
15.02.2025 00:45;15.02.2025 01:00;1.073,50;404,25;87,75;179,00;1,50;34,75;-;2.648,50;1.883,25;2.907,00;90,50;508,50
15.02.2025 01:00;15.02.2025 01:15;1.068,25;402,75;104,50;184,00;1,25;34,75;-;2.616,25;1.909,75;2.848,75;148,75;511,75
15.02.2025 01:15;15.02.2025 01:30;1.068,50;402,50;123,25;184,25;1,25;34,75;-;2.605,00;1.931,25;2.769,75;36,50;509,50
15.02.2025 01:30;15.02.2025 01:45;1.063,25;402,50;143,25;187,75;1,25;34,75;-;2.605,50;1.969,50;2.733,00;5,75;509,25
15.02.2025 01:45;15.02.2025 02:00;1.061,00;402,00;157,50;192,00;1,25;34,75;-;2.597,25;1.993,50;2.739,00;6,75;509,00
15.02.2025 02:00;15.02.2025 02:15;1.053,50;401,75;172,00;194,25;1,50;34,75;-;2.590,50;2.000,50;2.705,75;9,50;509,00
15.02.2025 02:15;15.02.2025 02:30;1.050,50;400,50;181,75;201,00;1,25;34,75;-;2.584,75;2.011,25;2.701,50;7,50;506,00
15.02.2025 02:30;15.02.2025 02:45;1.047,50;399,25;186,00;207,50;1,50;34,75;-;2.590,75;2.013,25;2.699,50;7,00;505,50
15.02.2025 02:45;15.02.2025 03:00;1.047,50;399,25;189,50;227,00;1,25;34,75;-;2.588,75;2.016,50;2.695,25;4,75;507,00
15.02.2025 03:00;15.02.2025 03:15;1.047,25;401,00;193,50;235,50;1,25;34,50;-;2.584,25;2.017,75;2.657,25;5,50;508,00
15.02.2025 03:15;15.02.2025 03:30;1.049,50;399,25;190,50;251,75;1,25;34,50;-;2.587,50;2.021,75;2.663,00;4,50;510,50
15.02.2025 03:30;15.02.2025 03:45;1.050,00;400,25;177,00;260,75;1,25;34,75;-;2.587,25;2.023,00;2.665,50;4,50;509,50
15.02.2025 03:45;15.02.2025 04:00;1.052,00;401,25;173,50;262,75;1,50;34,75;-;2.589,75;2.024,25;2.687,25;8,00;512,50
15.02.2025 04:00;15.02.2025 04:15;1.056,50;400,25;167,50;267,00;1,50;34,75;-;2.591,75;2.027,00;2.683,00;3,50;511,50
15.02.2025 04:15;15.02.2025 04:30;1.060,50;400,75;160,25;264,00;1,50;34,75;-;2.595,50;2.028,00;2.669,25;3,50;511,25
15.02.2025 04:30;15.02.2025 04:45;1.059,75;400,75;168,00;255,50;1,50;34,75;-;2.595,25;2.029,25;2.676,00;3,50;505,50
